time,price,true_change_pct,flow_1min,flow_5min,flow_15min
09:30:01,240.43,501.075,0.0,0.0,0.0
09:30:05,240.02,500.05000000000007,-1032086.0,-1032086.0,-1032086.0
09:30:07,241.0,502.50000000000006,-164486.0,-164486.0,-164486.0
09:30:10,240.0,500.0,-2708486.0,-2708486.0,-2708486.0
09:30:13,239.99,499.9750000000001,-4004432.0,-4004432.0,-4004432.0
09:30:16,240.0,500.0,-3380432.0,-3380432.0,-3380432.0
09:30:19,240.0,500.0,-3380432.0,-3380432.0,-3380432.0
09:30:22,239.51,498.77500000000003,-4458227.0,-4458227.0,-4458227.0
09:30:25,239.0,497.49999999999994,-5127427.0,-5127427.0,-5127427.0
09:30:28,239.66,499.15000000000003,-3809297.0,-3809297.0,-3809297.0
09:30:31,239.0,497.49999999999994,-4908697.0,-4908697.0,-4908697.0
09:30:34,239.28,498.20000000000005,-4166929.0,-4166929.0,-4166929.0
09:30:37,239.0,497.49999999999994,-4525429.0,-4525429.0,-4525429.0
09:30:40,239.0,497.49999999999994,-4525429.0,-4525429.0,-4525429.0
09:30:43,238.7,496.74999999999994,-5408619.0,-5408619.0,-5408619.0
09:30:46,238.68,496.70000000000005,-6267867.0,-6267867.0,-6267867.0
09:30:49,238.66,496.65,-7079311.0,-7079311.0,-7079311.0
09:30:52,238.0,495.0,-7531511.0,-7531511.0,-7531511.0
09:30:55,237.95,494.87499999999994,-7888436.0,-7888436.0,-7888436.0
09:30:58,236.51,491.275,-8314154.0,-8314154.0,-8314154.0
09:31:02,236.46,491.15000000000003,-11340842.0,-11340842.0,-11340842.0
09:31:05,236.1,490.25,-12143582.0,-12143582.0,-12143582.0
09:31:07,235.6,488.99999999999994,-11512016.0,-12544102.0,-12544102.0
09:31:10,235.3,488.25,-13367876.0,-13532362.0,-13532362.0
09:31:14,235.0,487.5,-13475930.0,-17480362.0,-17480362.0
09:31:16,235.0,487.5,-13475930.0,-17480362.0,-17480362.0
09:31:20,234.66,486.65000000000003,-16305734.0,-19686166.0,-19686166.0
09:31:22,234.0,484.99999999999994,-16890734.0,-20271166.0,-20271166.0
09:31:25,233.15,482.87500000000006,-17165209.0,-21623436.0,-21623436.0
09:31:29,233.27,483.17500000000007,-13265374.0,-17074671.0,-17074671.0
09:31:31,233.62,484.05000000000007,-10438572.0,-14247869.0,-14247869.0
09:31:34,234.04,485.1,-6390268.0,-11298965.0,-11298965.0
09:31:37,234.66,486.65000000000003,-4198786.0,-8365715.0,-8365715.0
09:31:40,234.0,484.99999999999994,-5525086.0,-10050515.0,-10050515.0
09:31:43,235.0,487.5,-5008086.0,-9533515.0,-9533515.0
09:31:46,234.99,487.4750000000001,-4806367.0,-10214986.0,-10214986.0
09:31:49,234.9,487.25000000000006,-5027659.0,-11295526.0,-11295526.0
09:31:53,234.66,486.65000000000003,-5500499.0,-13032010.0,-13032010.0
09:31:55,234.01,485.025,-6787554.0,-14319065.0,-14319065.0
09:31:58,234.03,485.075,-3622269.0,-11510705.0,-11510705.0
09:32:01,234.03,485.075,-3196551.0,-11510705.0,-11510705.0
09:32:05,234.6,486.5,979676.9999999995,-10361165.0,-10361165.0
09:32:07,234.6,486.5,1782416.9999999995,-10361165.0,-10361165.0
09:32:10,234.6,486.5,2182936.9999999995,-10361165.0,-10361165.0
09:32:13,234.6,486.5,3171197.0,-10361165.0,-10361165.0
09:32:17,234.71,486.775,7776385.0,-9703977.0,-9703977.0
09:32:19,234.65,486.625,7354015.0,-10126347.0,-10126347.0
09:32:23,234.71,486.775,12914397.0,-7356769.0,-7356769.0
09:32:25,234.71,486.775,12914397.0,-7356769.0,-7356769.0
09:32:28,235.0,487.5,14783667.0,-6839769.0,-6839769.0
09:32:31,235.0,487.5,10234902.0,-6839769.0,-6839769.0
09:32:34,235.0,487.5,7408100.0,-6839769.0,-6839769.0
09:32:37,235.0,487.5,4459196.0,-6839769.0,-6839769.0
09:32:40,235.2,488.0,2537306.0000000005,-5828409.0,-5828409.0
09:32:43,237.73,494.325,5505848.0,-4544667.0,-4544667.0
09:32:47,235.49,488.72499999999997,5364182.0,-4850804.0,-4850804.0
09:32:50,235.94,489.85,6633474.0,-4662052.0,-4662052.0
09:32:53,235.9,489.75,5855004.0,-5440522.0,-5440522.0
09:32:55,235.89,489.72499999999997,6978174.0,-6053836.0,-6053836.0
09:32:58,235.83,489.57500000000005,7203994.0,-7115071.0,-7115071.0
09:33:02,235.51,488.775,3406492.0,-8104213.0,-8104213.0
09:33:04,235.13,487.82499999999993,2560024.0,-8950681.0,-8950681.0
