time,price,true_change_pct,flow_1min,flow_5min,flow_15min,flow_sustainability,confidence
09:30:00,10.09,-1.175318315377091,0.0,0.0,0.0,0.0,0.0
09:30:03,10.07,-1.3712047012732669,-68158795.0,-68158795.0,-68158795.0,1.0,0.7333333333333333
09:30:06,10.15,-0.5876591576885455,-45464410.0,-45464410.0,-45464410.0,1.0,0.7333333333333333
09:30:09,10.02,-1.8609206660137243,-50946352.0,-50946352.0,-50946352.0,1.0,0.7333333333333333
09:30:12,10.03,-1.7629774730656362,-47213186.0,-47213186.0,-47213186.0,1.0,0.7333333333333333
09:30:15,10.03,-1.7629774730656362,-47213186.0,-47213186.0,-47213186.0,1.0,0.7333333333333333
09:30:18,10.03,-1.7629774730656362,-47213186.0,-47213186.0,-47213186.0,1.0,0.7333333333333333
09:30:21,10.03,-1.7629774730656362,-47213186.0,-47213186.0,-47213186.0,1.0,0.7333333333333333
09:30:24,10.03,-1.7629774730656362,-47213186.0,-47213186.0,-47213186.0,1.0,0.7333333333333333
09:30:27,10.03,-1.7629774730656362,-47213186.0,-47213186.0,-47213186.0,1.0,0.7333333333333333
09:30:30,10.03,-1.7629774730656362,-47213186.0,-47213186.0,-47213186.0,1.0,0.7333333333333333
09:30:33,10.02,-1.8609206660137243,-52401542.0,-52401542.0,-52401542.0,1.0,0.7333333333333333
09:30:36,10.01,-1.9588638589618124,-63202332.0,-63202332.0,-63202332.0,1.0,0.7333333333333333
09:30:39,9.99,-2.1547502448579885,-72441084.0,-72441084.0,-72441084.0,1.0,0.7333333333333333
09:30:42,9.98,-2.2526934378060766,-78617706.0,-78617706.0,-78617706.0,1.0,0.7333333333333333
09:30:45,9.97,-2.3506366307541646,-84998506.0,-84998506.0,-84998506.0,1.0,0.7333333333333333
09:30:48,9.93,-2.7424094025465338,-90456034.0,-90456034.0,-90456034.0,1.0,0.7333333333333333
09:30:51,9.92,-2.840352595494622,-94786114.0,-94786114.0,-94786114.0,1.0,0.7333333333333333
09:30:54,9.88,-3.232125367286974,-102358146.0,-102358146.0,-102358146.0,1.0,0.7333333333333333
09:30:57,9.88,-3.232125367286974,-102358146.0,-102358146.0,-102358146.0,1.0,0.7333333333333333
09:31:00,9.85,-3.525954946131255,-111076381.0,-111076381.0,-111076381.0,1.0,0.7333333333333333
09:31:03,9.83,-3.7218413320274313,-123144672.0,-123144672.0,-123144672.0,1.0,0.7333333333333333
09:31:06,9.81,-3.9177277179236074,-62583722.0,-130742517.0,-130742517.0,1.0,0.7333333333333333
09:31:09,9.8,-4.0156709108716955,-97601607.0,-143066017.0,-143066017.0,1.0,0.7333333333333333
09:31:12,9.78,-4.211557296767889,-100433643.0,-151379995.0,-151379995.0,1.0,0.7333333333333333
09:31:15,9.77,-4.309500489715977,-116374424.0,-163587610.0,-163587610.0,1.0,0.7333333333333333
09:31:18,9.76,-4.407443682664065,-130857288.0,-178070474.0,-178070474.0,1.0,0.7333333333333333
09:31:21,9.75,-4.505386875612153,-140586813.0,-187799999.0,-187799999.0,1.0,0.7333333333333333
09:31:24,9.74,-4.603330068560241,-147662923.0,-194876109.0,-194876109.0,1.0,0.7333333333333333
09:31:27,9.73,-4.701273261508329,-154054560.0,-201267746.0,-201267746.0,1.0,0.7333333333333333
09:31:30,9.73,-4.701273261508329,-154054560.0,-201267746.0,-201267746.0,1.0,0.7333333333333333
09:31:33,9.73,-4.701273261508329,-154054560.0,-201267746.0,-201267746.0,1.0,0.7333333333333333
09:31:36,9.77,-4.309500489715977,-116550952.0,-168952494.0,-168952494.0,1.0,0.7333333333333333
09:31:39,9.84,-3.6238981390793437,-96788874.0,-159991206.0,-159991206.0,1.0,0.7333333333333333
09:31:42,9.88,-3.232125367286974,-81658678.0,-154099762.0,-154099762.0,1.0,0.7333333333333333
