time,price,true_change_pct,flow_1min,flow_5min,flow_15min
09:30:00,93.13,166.0857142857143,0.0,0.0,0.0
09:30:03,93.5,167.14285714285714,3945700.0,3945700.0,3945700.0
09:30:06,93.6,167.42857142857142,4666420.0,4666420.0,4666420.0
09:30:09,93.7,167.71428571428572,6306170.0,6306170.0,6306170.0
09:30:12,93.1,166.0,4928290.0,4928290.0,4928290.0
09:30:15,93.11,166.02857142857144,5999055.0,5999055.0,5999055.0
09:30:18,93.1,166.0,5403215.0,5403215.0,5403215.0
09:30:21,93.11,166.02857142857144,6129473.0,6129473.0,6129473.0
09:30:24,93.1,166.0,5189163.0,5189163.0,5189163.0
09:30:27,93.1,166.0,5189163.0,5189163.0,5189163.0
09:30:30,93.11,166.02857142857144,7246894.0,7246894.0,7246894.0
09:30:33,93.11,166.02857142857144,7246894.0,7246894.0,7246894.0
09:30:36,93.52,167.2,8097926.0,8097926.0,8097926.0
09:30:39,93.66,167.6,10364498.0,10364498.0,10364498.0
09:30:42,94.44,169.82857142857142,12517730.0,12517730.0,12517730.0
09:30:45,94.82,170.91428571428568,15125280.0,15125280.0,15125280.0
09:30:48,94.7,170.57142857142858,14490790.0,14490790.0,14490790.0
09:30:51,94.76,170.74285714285716,17902150.0,17902150.0,17902150.0
09:30:54,94.34,169.54285714285714,13175716.0,13175716.0,13175716.0
09:30:57,94.5,170.0,14725516.0,14725516.0,14725516.0
09:31:00,94.48,169.94285714285715,11163620.0,11163620.0,11163620.0
09:31:03,94.58,170.22857142857143,13963188.0,13963188.0,13963188.0
09:31:06,94.46,169.88571428571427,8175518.0,12121218.0,12121218.0
09:31:09,94.0,168.57142857142858,4672398.0,9338818.0,9338818.0
09:31:12,93.58,167.37142857142857,-907070.0,5399100.0,5399100.0
09:31:15,93.38,166.79999999999998,-397624.0,4530666.0,4530666.0
09:31:18,93.05,165.85714285714286,-2436109.0,3562946.0,3562946.0
09:31:21,93.12,166.05714285714288,-266541.0,5136674.0,5136674.0
09:31:24,93.12,166.05714285714288,-992799.0,5136674.0,5136674.0
09:31:27,93.55,167.28571428571428,677201.0,5866364.0,5866364.0
09:31:30,93.4,166.8571428571429,-817199.0,4371964.0,4371964.0
09:31:33,93.19,166.25714285714287,-3676364.0,3570530.0,3570530.0
09:31:36,93.19,166.25714285714287,-3676364.0,3570530.0,3570530.0
09:31:39,93.34,166.6857142857143,-2744602.0,5353324.0,5353324.0
09:31:42,93.4,166.8571428571429,-3694234.0,6670264.0,6670264.0
09:31:45,93.55,167.28571428571428,-5566816.0,6950914.0,6950914.0
09:31:48,93.5,167.14285714285714,-9661016.0,5464264.0,5464264.0
09:31:51,93.55,167.28571428571428,-8165866.0,6324924.0,6324924.0
09:31:54,93.56,167.31428571428572,-10519998.0,7382152.0,7382152.0
09:31:57,93.55,167.28571428571428,-6888099.0,6287617.0,6287617.0
09:32:00,93.48,167.08571428571432,-10279455.0,4446061.0,4446061.0
09:32:03,93.19,166.25714285714287,-7118276.0,4045344.0,4045344.0
09:32:06,93.01,165.74285714285713,-11015362.0,2947826.0,2947826.0
09:32:09,93.18,166.22857142857146,-8297500.0,3823718.0,3823718.0
09:32:12,93.24,166.4,-4601348.0,4737470.0,4737470.0
09:32:15,93.3,166.57142857142858,799.9999999998836,5399900.0,5399900.0
09:32:18,93.24,166.4,-221673.99999999988,4308992.0,4308992.0
09:32:21,93.21,166.31428571428572,121539.0,3684485.0,3684485.0
09:32:24,93.21,166.31428571428572,-1452189.0,3684485.0,3684485.0
09:32:27,93.21,166.31428571428572,-1452189.0,3684485.0,3684485.0
09:32:30,93.05,165.85714285714286,-3670679.0,2195685.0,2195685.0
09:32:33,93.06,165.8857142857143,1657793.0,6029757.0,6029757.0
