time,price,true_change_pct,flow_1min,flow_5min,flow_15min,flow_sustainability,confidence
09:30:00,19.12,0.578642819568645,0.0,0.0,0.0,0.0,0.0
09:30:03,19.1,0.47343503419252947,-26770560.000000004,-26770560.000000004,-26770560.000000004,1.0,0.6687445333333334
09:30:06,19.07,0.31562335612834674,-39595135.0,-39595135.0,-39595135.0,1.0,0.7333333333333333
09:30:09,19.02,0.052603892688048444,-52775995.0,-52775995.0,-52775995.0,1.0,0.7333333333333333
09:30:12,19.01,0.0,-70063689.0,-70063689.0,-70063689.0,1.0,0.7333333333333333
09:30:15,19.01,0.0,-70063689.0,-70063689.0,-70063689.0,1.0,0.7333333333333333
09:30:18,18.9,-0.5786428195686638,-79714029.0,-79714029.0,-79714029.0,1.0,0.7333333333333333
09:30:21,18.86,-0.7890583903208949,-93534637.0,-93534637.0,-93534637.0,1.0,0.7333333333333333
09:30:24,18.84,-0.8942661756970104,-100322689.0,-100322689.0,-100322689.0,1.0,0.7333333333333333
09:30:27,18.8,-1.1046817464492418,-115125809.0,-115125809.0,-115125809.0,1.0,0.7333333333333333
09:30:30,18.79,-1.1572856391373088,-132147670.0,-132147670.0,-132147670.0,1.0,0.7333333333333333
09:30:33,18.76,-1.3150973172014728,-146928674.0,-146928674.0,-146928674.0,1.0,0.7333333333333333
09:30:36,18.73,-1.4729089952656556,-167333136.0,-167333136.0,-167333136.0,1.0,0.7333333333333333
09:30:39,18.7,-1.630720673329838,-180393216.0,-180393216.0,-180393216.0,1.0,0.7333333333333333
09:30:42,18.68,-1.7359284587059538,-195473580.0,-195473580.0,-195473580.0,1.0,0.7333333333333333
09:30:45,18.71,-1.5781167806417713,-168650924.0,-168650924.0,-168650924.0,1.0,0.7333333333333333
09:30:48,18.8,-1.1046817464492418,-146438724.0,-146438724.0,-146438724.0,1.0,0.7333333333333333
09:30:51,18.84,-0.8942661756970104,-136604244.0,-136604244.0,-136604244.0,1.0,0.7333333333333333
09:30:54,18.86,-0.7890583903208949,-126576382.0,-126576382.0,-126576382.0,1.0,0.7333333333333333
09:30:57,18.76,-1.3150973172014728,-145634666.0,-145634666.0,-145634666.0,1.0,0.7333333333333333
09:31:00,18.82,-0.999473961073126,-130162744.0,-130162744.0,-130162744.0,1.0,0.7333333333333333
09:31:03,18.82,-0.999473961073126,-130162744.0,-130162744.0,-130162744.0,1.0,0.7333333333333333
09:31:06,18.82,-0.999473961073126,-103392184.0,-130162744.0,-130162744.0,1.0,0.7333333333333333
09:31:09,18.89,-0.6312467122567121,-82733926.0,-122329061.0,-122329061.0,1.0,0.7333333333333333
09:31:12,18.89,-0.6312467122567121,-69553066.0,-122329061.0,-122329061.0,1.0,0.7333333333333333
09:31:15,18.88,-0.6838506049447793,-62762652.0,-132826341.0,-132826341.0,1.0,0.7333333333333333
09:31:18,18.81,-1.0520778537611932,-82016568.0,-152080257.0,-152080257.0,1.0,0.7333333333333333
09:31:21,18.74,-1.420305102577607,-79521160.0,-159235189.0,-159235189.0,1.0,0.7333333333333333
09:31:24,18.7,-1.630720673329838,-75144052.0,-168678689.0,-168678689.0,1.0,0.7333333333333333
09:31:27,18.66,-1.8411362440820693,-82845490.0,-183168179.0,-183168179.0,1.0,0.7333333333333333
09:31:30,18.64,-1.946344029458185,-76452738.0,-191578547.0,-191578547.0,1.0,0.7333333333333333
09:31:33,18.69,-1.6833245660178866,-13651590.999999993,-145799261.0,-145799261.0,1.0,0.7333333333333333
09:31:36,18.67,-1.7885323513940024,-23287212.999999993,-170215887.0,-170215887.0,1.0,0.7333333333333333
09:31:39,18.66,-1.8411362440820693,-14735582.999999989,-182068719.0,-182068719.0,1.0,0.7333333333333333
09:31:42,18.67,-1.7885323513940024,20095584.00000002,-160297632.0,-160297632.0,1.0,0.7333333333333333
09:31:45,18.66,-1.8411362440820693,21274248.000000015,-174199332.0,-174199332.0,1.0,0.7333333333333333
09:31:48,18.67,-1.7885323513940024,12285176.000000019,-156365748.0,-156365748.0,1.0,0.7333333333333333
09:31:51,18.66,-1.8411362440820693,-24793445.999999985,-171232170.0,-171232170.0,1.0,0.7333333333333333
09:31:54,18.67,-1.7885323513940024,-21004426.999999985,-157608671.0,-157608671.0,1.0,0.7333333333333333
09:31:57,18.67,-1.7885323513940024,-31032288.999999985,-157608671.0,-157608671.0,1.0,0.7333333333333333
09:32:00,18.67,-1.7885323513940024,-11974004.999999976,-157608671.0,-157608671.0,1.0,0.7333333333333333
09:32:03,18.67,-1.7885323513940024,-27445926.999999985,-157608671.0,-157608671.0,1.0,0.7333333333333333
09:32:06,18.67,-1.7885323513940024,-27445926.999999985,-157608671.0,-157608671.0,1.0,0.7333333333333333
