code,name,price,change_pct,sector,limit_up_days,first_time,last_time,open_count,date,source
301231,荣信文化,50.69,20.00473403930664,出版,2,092500,092500,0,20260210,akshare_em
002723,小崧股份,10.56,10.0,照明设备,1,092500,092500,0,20260210,akshare_em
002455,百川股份,13.48,10.040816307067871,化学制品,3,092500,092500,0,20260210,akshare_em
000892,欢瑞世纪,8.97,10.061349868774414,影视院线,2,092500,092500,0,20260210,akshare_em
002429,兆驰股份,11.37,9.961315155029297,黑色家电,2,092500,092500,0,20260210,akshare_em
603729,龙韵股份,21.6,9.979633331298828,广告营销,2,092501,092501,0,20260210,akshare_em
603533,掌阅科技,28.26,10.003891944885254,数字媒体,2,092501,092501,0,20260210,akshare_em
605287,德才股份,55.67,9.998023986816406,装修装饰,2,092501,092501,0,20260210,akshare_em
600589,大位科技,11.45,9.990394592285156,IT服务Ⅱ,2,092502,092502,0,20260210,akshare_em
603980,吉华集团,7.93,9.986129760742188,化学制品,2,092502,092502,0,20260210,akshare_em
601595,上海电影,35.78,9.990777969360352,影视院线,2,093007,094810,3,20260210,akshare_em
603000,人民网,26.27,10.00837516784668,数字媒体,1,093013,093013,0,20260210,akshare_em
000070,特发信息,16.12,10.034130096435547,通信设备,1,093039,093039,0,20260210,akshare_em
002806,华锋股份,16.1,9.972677230834961,汽车零部,1,093148,144912,3,20260210,akshare_em
603466,风语筑,10.96,10.0401611328125,数字媒体,2,093204,093204,0,20260210,akshare_em
001330,博纳影业,12.47,9.964726448059082,影视院线,2,093236,093236,0,20260210,akshare_em
000156,华数传媒,9.83,9.955257415771484,电视广播,1,093303,095936,1,20260210,akshare_em
600715,文投控股,2.61,10.126582145690918,游戏Ⅱ,1,093519,093519,0,20260210,akshare_em
603103,横店影视,40.41,9.989112854003906,影视院线,2,093606,093657,1,20260210,akshare_em
601599,浙文影业,5.64,9.941520690917969,纺织制造,1,093614,093859,2,20260210,akshare_em
300182,捷成股份,8.45,20.028409957885742,影视院线,2,093618,093618,0,20260210,akshare_em
000056,皇庭国际,2.41,10.045661926269531,房地产服,1,093824,132703,9,20260210,akshare_em
300749,顶固集创,25.72,20.018665313720703,家居用品,2,093851,144406,10,20260210,akshare_em
002323,雅博股份,2.16,10.204081535339355,专业工程,2,094109,100327,3,20260210,akshare_em
002655,共达电声,14.08,10.0,消费电子,1,094303,100806,2,20260210,akshare_em
000859,国风新材,11.66,10.0,塑料,1,094724,094806,1,20260210,akshare_em
000815,美利云,15.53,9.985836029052734,IT服务Ⅱ,1,094851,131221,4,20260210,akshare_em
000839,国安股份,3.27,10.1010103225708,通信服务,1,095051,095430,1,20260210,akshare_em
301085,亚康股份,77.82,20.0,IT服务Ⅱ,1,095057,130454,1,20260210,akshare_em
603115,海星股份,25.43,9.991349220275879,工业金属,1,095246,095246,0,20260210,akshare_em
605060,联德股份,58.03,10.009478569030762,通用设备,2,095331,145319,2,20260210,akshare_em
603888,新华网,27.23,10.020201683044434,数字媒体,1,095359,112314,1,20260210,akshare_em
002905,金逸影视,15.04,10.02194595336914,影视院线,1,095415,111209,1,20260210,akshare_em
603301,振德医疗,88.76,10.001238822937012,医疗器械,2,095801,095825,1,20260210,akshare_em
601869,长飞光纤,211.48,10.002601623535156,通信设备,2,095811,133450,2,20260210,akshare_em
603320,迪贝电气,25.26,10.01742172241211,电机Ⅱ,1,100117,100117,0,20260210,akshare_em
603058,永吉股份,13.53,10.0,包装印刷,1,100648,100648,0,20260210,akshare_em
002082,万邦德,18.59,10.0,化学制药,1,101000,101000,0,20260210,akshare_em
603999,读者传媒,8.87,10.049627304077148,出版,1,102051,102051,0,20260210,akshare_em
603960,克来机电,24.55,9.991039276123047,自动化设,1,102217,103859,1,20260210,akshare_em
301025,读客文化,13.9,20.034542083740234,出版,1,102609,102609,0,20260210,akshare_em
002159,三特索道,18.37,10.0,旅游及景,1,104321,145554,4,20260210,akshare_em
000818,航锦科技,23.62,10.013973236083984,化学原料,1,104524,104524,0,20260210,akshare_em
600207,安彩高科,5.61,10.0,光伏设备,1,105141,105141,0,20260210,akshare_em
600977,中国电影,20.74,10.026524543762207,影视院线,1,105813,105813,0,20260210,akshare_em
300251,光线传媒,25.56,20.0,影视院线,1,110312,110312,0,20260210,akshare_em
300364,中文在线,42.34,20.01133918762207,数字媒体,2,110433,110433,0,20260210,akshare_em
300528,幸福蓝海,29.46,20.0,影视院线,1,110936,145609,2,20260210,akshare_em
002292,奥飞娱乐,10.88,10.010110855102539,影视院线,1,111730,130703,1,20260210,akshare_em
603968,醋化股份,14.25,10.038609504699707,化学制品,1,112022,112022,0,20260210,akshare_em
603598,引力传媒,31.3,10.017574310302734,广告营销,2,112126,112126,0,20260210,akshare_em
600088,中视传媒,20.01,10.005496978759766,影视院线,1,112202,112950,1,20260210,akshare_em
000681,视觉中国,30.49,9.992785453796387,数字媒体,1,112203,112203,0,20260210,akshare_em
002597,金禾实业,26.22,9.983221054077148,化学制品,1,130003,131230,1,20260210,akshare_em
000559,万向钱潮,19.53,10.028169631958008,汽车零部,1,134406,134406,0,20260210,akshare_em
600482,中国动力,29.85,9.985260963439941,其他电源,1,134523,134523,0,20260210,akshare_em
002969,嘉美包装,30.42,10.018083572387695,包装印刷,1,134948,145448,5,20260210,akshare_em
002181,粤 传 媒,13.23,9.975062370300293,出版,1,143933,143933,0,20260210,akshare_em
002739,万达电影,13.87,9.992070198059082,影视院线,1,144045,144045,0,20260210,akshare_em
002302,西部建设,6.72,9.983633041381836,水泥,1,144548,144548,0,20260210,akshare_em
