code,name,price,change_pct,sector,limit_up_days,first_time,last_time,open_count,date,source
000506,招金黄金,28.52,9.98843002319336,贵金属,4,092500,145012,9,20260129,akshare_em
002155,湖南黄金,33.64,10.006540298461914,贵金属,4,092500,092500,0,20260129,akshare_em
600916,中国黄金,13.5,10.024450302124023,饰品,5,092501,092501,0,20260129,akshare_em
600871,石化油服,3.23,9.863945960998535,油服工程,2,092501,130325,2,20260129,akshare_em
601069,西部黄金,48.69,10.009037971496582,贵金属,2,092501,105025,4,20260129,akshare_em
601388,怡球资源,4.37,10.075567245483398,工业金属,2,092503,095153,2,20260129,akshare_em
600084,中信尼雅,6.62,9.966776847839355,非白酒,1,092503,094300,7,20260129,akshare_em
600499,科达制造,16.26,10.013531684875488,专用设备,1,092504,093810,3,20260129,akshare_em
002455,百川股份,8.72,9.96216869354248,化学制品,2,093000,142148,5,20260129,akshare_em
000813,德展健康,4.17,10.026385307312012,化学制药,1,093000,093000,0,20260129,akshare_em
001376,百通能源,24.52,10.004486083984375,电力,2,093024,104733,2,20260129,akshare_em
002970,锐明技术,60.91,10.005417823791504,计算机设,1,093033,144436,13,20260129,akshare_em
603958,哈森股份,17.38,10.0,服装家纺,2,093125,145219,13,20260129,akshare_em
002995,天地在线,31.37,9.992987632751465,广告营销,1,093127,093230,1,20260129,akshare_em
601212,白银有色,15.19,9.992758750915527,工业金属,8,093251,130115,4,20260129,akshare_em
603876,鼎胜新材,17.23,10.025543212890625,工业金属,1,093258,093346,1,20260129,akshare_em
001316,润贝航科,52.4,9.991602897644043,炼化及贸,1,093412,093412,0,20260129,akshare_em
600531,豫光金铅,24.79,9.982254028320312,工业金属,5,093445,145633,2,20260129,akshare_em
000607,华媒控股,5.28,10.0,广告营销,1,093542,093542,0,20260129,akshare_em
300781,因赛集团,54.18,20.0,广告营销,1,093942,141527,2,20260129,akshare_em
600986,浙文互联,13.78,9.976058006286621,广告营销,1,093959,142223,2,20260129,akshare_em
000031,大悦城,3.73,10.029498100280762,房地产开,1,094109,094503,1,20260129,akshare_em
600959,江苏有线,4.44,9.90099048614502,电视广播,1,094241,094241,0,20260129,akshare_em
000863,三湘印象,6.7,10.016420364379883,房地产开,1,094706,100703,7,20260129,akshare_em
300975,商络电子,16.96,20.028308868408203,元件,1,094936,102651,1,20260129,akshare_em
600215,派斯林,7.96,9.944750785827637,自动化设,1,095107,095107,0,20260129,akshare_em
000029,深深房Ａ,21.97,10.015022277832031,房地产开,1,095615,095615,0,20260129,akshare_em
603001,奥康国际,10.44,10.010537147521973,服装家纺,1,095816,095816,0,20260129,akshare_em
603103,横店影视,23.18,10.014238357543945,影视院线,1,100205,100247,1,20260129,akshare_em
603172,万丰股份,23.39,10.018814086914062,化学制品,1,100648,100706,1,20260129,akshare_em
002181,粤 传 媒,11.81,9.962756156921387,出版,1,100700,101333,3,20260129,akshare_em
600684,珠江股份,4.92,10.067113876342773,房地产服,1,101750,103311,2,20260129,akshare_em
605080,浙江自然,26.9,10.0204496383667,文娱用品,1,101940,101940,0,20260129,akshare_em
000560,我爱我家,3.33,9.90099048614502,房地产服,1,102236,112536,1,20260129,akshare_em
002948,青岛银行,5.09,9.935205459594727,银行Ⅱ,1,105027,105027,0,20260129,akshare_em
605099,共创草坪,43.05,9.98978042602539,家居用品,1,105231,105231,0,20260129,akshare_em
601118,海南橡胶,7.84,9.957924842834473,种植业,1,105410,141549,6,20260129,akshare_em
601155,新城控股,17.85,9.981515884399414,房地产开,1,105428,112628,5,20260129,akshare_em
000901,航天科技,28.09,9.984338760375977,汽车零部,1,105727,135654,4,20260129,akshare_em
002678,珠江钢琴,5.63,9.9609375,文娱用品,1,105757,105757,0,20260129,akshare_em
600678,四川金顶,13.2,10.0,水泥,1,110033,141550,7,20260129,akshare_em
600392,盛和资源,30.03,10.0,小金属,1,110317,110317,0,20260129,akshare_em
603916,苏博特,14.31,9.992313385009766,水泥,1,110356,110356,0,20260129,akshare_em
600649,城投控股,5.61,10.0,房地产开,1,110904,145613,5,20260129,akshare_em
