code,name,price,change_pct,sector,limit_up_days,first_time,last_time,open_count,date,source
301362,民爆光电,64.78,20.007410049438477,照明设备,2,092500,092500,0,20260203,akshare_em
603618,杭电股份,10.93,9.959758758544922,电网设备,3,092501,093731,1,20260203,akshare_em
603103,横店影视,30.86,10.017826080322266,影视院线,4,092502,093111,1,20260203,akshare_em
603172,万丰股份,31.13,10.0,化学制品,4,092502,102738,3,20260203,akshare_em
600266,城建发展,6.0,10.091742515563965,房地产开,1,092502,100223,1,20260203,akshare_em
600683,京投发展,5.45,10.1010103225708,房地产开,1,092502,092502,0,20260203,akshare_em
600149,廊坊发展,5.92,10.037175178527832,电力,1,092503,092503,0,20260203,akshare_em
000856,冀东装备,11.59,9.96204948425293,专用设备,1,093000,093000,0,20260203,akshare_em
600590,泰豪科技,11.62,10.03787899017334,军工电子,1,093003,093003,0,20260203,akshare_em
600986,浙文互联,15.42,9.985734939575195,广告营销,1,093059,105508,8,20260203,akshare_em
601992,金隅集团,2.09,10.0,水泥,1,093307,093449,1,20260203,akshare_em
000995,皇台酒业,19.27,9.988584518432617,白酒Ⅱ,4,093315,095745,5,20260203,akshare_em
600481,双良节能,10.1,10.0217866897583,光伏设备,1,093327,093327,0,20260203,akshare_em
600330,天通股份,15.4,10.0,电子化学,1,093344,093344,0,20260203,akshare_em
002943,宇晶股份,81.11,9.994575500488281,通用设备,1,093603,093603,0,20260203,akshare_em
002792,通宇通讯,52.81,9.997917175292969,通信设备,1,093721,102300,1,20260203,akshare_em
000533,顺钠股份,10.14,9.978307723999023,电网设备,2,094018,094018,0,20260203,akshare_em
600053,九鼎投资,24.75,10.0,多元金融,1,094129,101505,1,20260203,akshare_em
688516,奥特维,116.24,19.99587059020996,光伏设备,1,094250,105350,4,20260203,akshare_em
002957,科瑞技术,24.67,9.986624717712402,自动化设,1,094254,100715,3,20260203,akshare_em
603806,福斯特,18.7,10.0,光伏设备,1,094312,112900,2,20260203,akshare_em
002865,钧达股份,110.22,10.0,光伏设备,1,094345,141454,6,20260203,akshare_em
600410,华胜天成,21.87,10.01006031036377,IT服务Ⅱ,1,094442,105303,7,20260203,akshare_em
605599,菜百股份,23.93,10.022988319396973,饰品,1,094653,095408,1,20260203,akshare_em
002830,名雕股份,28.14,10.007819175720215,装修装饰,3,094857,095003,1,20260203,akshare_em
