code,name,price,change_pct,sector,limit_up_days,first_time,last_time,open_count,date,source
000620,盈新发展,3.72,10.059171676635742,房地产开,1,092500,092500,0,20260128,akshare_em
000815,美利云,14.28,10.01540756225586,IT服务Ⅱ,1,092500,094442,1,20260128,akshare_em
001376,百通能源,22.29,10.019742965698242,电力,1,092500,092500,0,20260128,akshare_em
002155,湖南黄金,30.58,10.0,贵金属,3,092500,092500,0,20260128,akshare_em
600916,中国黄金,12.27,10.044842720031738,饰品,4,092503,092503,0,20260128,akshare_em
002455,百川股份,7.93,9.986129760742188,化学制品,1,093027,095745,2,20260128,akshare_em
002119,康强电子,27.23,10.020201683044434,半导体,2,093042,142427,13,20260128,akshare_em
002169,智光电气,12.95,10.02548885345459,电网设备,1,093130,093130,0,20260128,akshare_em
002440,闰土股份,10.75,10.030706405639648,化学制品,1,093221,095527,3,20260128,akshare_em
688216,气派科技,33.97,19.992935180664062,半导体,1,093406,093406,0,20260128,akshare_em
600352,浙江龙盛,14.75,9.99254322052002,化学制品,1,093437,100001,1,20260128,akshare_em
601388,怡球资源,3.97,9.972298622131348,工业金属,1,093456,093917,1,20260128,akshare_em
603188,亚邦股份,5.31,9.937888145446777,化学制品,1,093547,094211,1,20260128,akshare_em
600655,豫园股份,5.82,10.018903732299805,一般零售,1,093556,093556,0,20260128,akshare_em
003042,中农联合,25.41,10.0,农化制品,4,093636,093636,0,20260128,akshare_em
603958,哈森股份,15.8,10.027854919433594,服装家纺,1,093843,101346,3,20260128,akshare_em
603052,可川科技,62.07,9.994683265686035,消费电子,2,093916,132831,8,20260128,akshare_em
000599,青岛双星,6.74,9.95106029510498,汽车零部,1,094003,094003,0,20260128,akshare_em
603900,莱绅通灵,10.53,10.031347274780273,饰品,1,094036,094939,2,20260128,akshare_em
000506,招金黄金,25.93,10.012727737426758,贵金属,3,094412,095348,1,20260128,akshare_em
001337,四川黄金,66.86,10.003290176391602,贵金属,3,094824,095042,1,20260128,akshare_em
600313,农发种业,7.55,10.058309555053711,种植业,1,095408,133633,5,20260128,akshare_em
601069,西部黄金,44.26,9.990059852600098,贵金属,1,095511,100217,6,20260128,akshare_em
603988,中电电机,38.13,10.011540412902832,电机Ⅱ,1,095814,105857,3,20260128,akshare_em
600230,沧州大化,20.78,10.005293846130371,化学制品,1,100052,100052,0,20260128,akshare_em
300798,锦鸡股份,9.58,20.050125122070312,化学制品,1,100112,100112,0,20260128,akshare_em
