code,name,price,change_pct,sector,limit_up_days,first_time,last_time,open_count,date,source
300912,凯龙高科,41.16,20.0,汽车零部,4,092500,092500,0,20260209,akshare_em
003018,金富科技,22.59,9.980525970458984,包装印刷,3,092500,092500,0,20260209,akshare_em
002099,海翔药业,8.26,9.986684799194336,化学制药,2,092500,131339,3,20260209,akshare_em
000014,沙河股份,14.53,9.992429733276367,房地产开,1,092500,092500,0,20260209,akshare_em
000892,欢瑞世纪,8.15,9.986504554748535,影视院线,1,092500,092500,0,20260209,akshare_em
002429,兆驰股份,10.34,10.0,黑色家电,1,092500,092500,0,20260209,akshare_em
301231,荣信文化,42.24,20.0,出版,1,092500,092500,0,20260209,akshare_em
301262,海看股份,32.65,19.99264907836914,广告营销,1,092500,092500,0,20260209,akshare_em
600884,杉杉股份,15.81,10.02087688446045,电池,2,092501,092501,0,20260209,akshare_em
603533,掌阅科技,25.69,10.02141284942627,数字媒体,1,092501,092501,0,20260209,akshare_em
603729,龙韵股份,19.64,10.028011322021484,广告营销,1,092501,092501,0,20260209,akshare_em
603980,吉华集团,7.21,10.076335906982422,化学制品,1,092501,092501,0,20260209,akshare_em
600586,金晶科技,7.45,10.044313430786133,玻璃玻纤,1,092502,092502,0,20260209,akshare_em
603466,风语筑,9.96,10.055248260498047,数字媒体,1,092502,092502,0,20260209,akshare_em
601595,上海电影,32.53,10.01014518737793,影视院线,1,092504,092504,0,20260209,akshare_em
605287,德才股份,50.61,9.99782657623291,装修装饰,1,092504,092504,0,20260209,akshare_em
002455,百川股份,12.25,9.964093208312988,化学制品,2,093000,093000,0,20260209,akshare_em
002624,完美世界,21.53,10.015329360961914,游戏Ⅱ,2,093000,093109,1,20260209,akshare_em
001330,博纳影业,11.34,9.990301132202148,影视院线,1,093000,095633,3,20260209,akshare_em
300364,中文在线,35.28,20.0,数字媒体,1,093000,093000,0,20260209,akshare_em
603191,望变电气,22.29,10.019742965698242,电网设备,1,093001,141646,16,20260209,akshare_em
603103,横店影视,36.74,10.0,影视院线,1,093008,095408,5,20260209,akshare_em
002438,江苏神通,18.43,10.029850959777832,通用设备,1,093109,093200,1,20260209,akshare_em
603626,科森科技,26.65,9.987618446350098,消费电子,2,093138,094232,4,20260209,akshare_em
002830,名雕股份,33.72,10.016313552856445,装修装饰,2,093142,093142,0,20260209,akshare_em
002506,协鑫集成,5.04,10.043667793273926,光伏设备,4,093148,093148,0,20260209,akshare_em
002440,闰土股份,14.53,9.992429733276367,化学制品,2,093200,093200,0,20260209,akshare_em
603188,亚邦股份,5.87,9.925093650817871,化学制品,1,093342,102121,1,20260209,akshare_em
603829,洛凯股份,26.06,10.004220962524414,电网设备,1,093419,093419,0,20260209,akshare_em
600589,大位科技,10.41,10.042283058166504,IT服务Ⅱ,1,093422,093422,0,20260209,akshare_em
600722,金牛化工,9.5,9.953703880310059,化学原料,2,093706,094530,2,20260209,akshare_em
600392,盛和资源,27.14,10.012160301208496,小金属,1,093709,132809,4,20260209,akshare_em
600841,动力新科,10.51,10.052355766296387,汽车零部,1,093849,143752,6,20260209,akshare_em
002323,雅博股份,1.96,10.112359046936035,专业工程,1,094024,094024,0,20260209,akshare_em
300749,顶固集创,21.43,19.988801956176758,家居用品,1,094218,143645,20,20260209,akshare_em
688503,聚和材料,89.23,19.997310638427734,光伏设备,1,094301,142925,16,20260209,akshare_em
600477,杭萧钢构,4.14,10.106383323669434,专业工程,1,094324,094324,0,20260209,akshare_em
002218,拓日新能,7.96,9.944750785827637,电力,1,094454,145515,4,20260209,akshare_em
002296,辉煌科技,14.15,10.03110408782959,通信设备,1,094509,094509,0,20260209,akshare_em
002534,西子洁能,19.54,10.022522926330566,其他电源,1,094730,094730,0,20260209,akshare_em
603301,振德医疗,80.69,10.006816864013672,医疗器械,1,094800,094800,0,20260209,akshare_em
300982,苏文电能,26.16,20.0,基础建设,1,094836,094836,0,20260209,akshare_em
002623,亚玛顿,30.97,10.017762184143066,光伏设备,1,094930,094930,0,20260209,akshare_em
600751,海航科技,4.36,10.1010103225708,航运港口,1,095028,143419,9,20260209,akshare_em
002309,中利集团,3.43,9.935897827148438,光伏设备,1,095030,095030,0,20260209,akshare_em
002129,TCL中环,11.68,9.98116683959961,光伏设备,1,095109,132603,1,20260209,akshare_em
605598,上海港湾,63.89,10.003443717956543,专业工程,1,095649,095649,0,20260209,akshare_em
300182,捷成股份,7.04,19.93185806274414,影视院线,1,095727,101406,2,20260209,akshare_em
600172,黄河旋风,8.18,9.946236610412598,通用设备,1,100119,100119,0,20260209,akshare_em
001266,宏英智能,37.32,9.991158485412598,自动化设,1,100215,100906,1,20260209,akshare_em
