code,name,price,change_pct,sector,limit_up_days,first_time,last_time,open_count,date,source
002155,湖南黄金,27.8,10.011872291564941,贵金属,2,092500,092500,0,20260127,akshare_em
002291,遥望科技,8.28,9.960159301757812,广告营销,1,092500,095221,1,20260127,akshare_em
002030,达安基因,7.71,9.985734939575195,医疗器械,2,093021,102939,2,20260127,akshare_em
002009,天奇股份,28.72,9.996170043945312,专用设备,2,093057,100527,2,20260127,akshare_em
002115,三维通信,15.73,10.0,通信服务,1,093106,095036,2,20260127,akshare_em
002218,拓日新能,6.61,9.983360290527344,电力,3,093133,093512,2,20260127,akshare_em
003042,中农联合,23.1,10.0,农化制品,3,093148,094130,1,20260127,akshare_em
600877,电科芯片,24.78,9.986684799194336,半导体,1,093318,093339,1,20260127,akshare_em
603132,金徽股份,20.16,9.983633041381836,工业金属,2,093356,145635,13,20260127,akshare_em
002634,棒杰股份,5.91,10.055866241455078,服装家纺,1,093451,093451,0,20260127,akshare_em
600531,豫光金铅,20.49,9.98389720916748,工业金属,3,093644,141008,19,20260127,akshare_em
603121,华培动力,24.18,10.009099960327148,汽车零部,1,093730,093730,0,20260127,akshare_em
600916,中国黄金,11.15,9.960552215576172,饰品,3,094007,101810,3,20260127,akshare_em
600172,黄河旋风,7.16,9.984639167785645,通用设备,1,094026,103717,2,20260127,akshare_em
000506,招金黄金,23.57,9.986001014709473,贵金属,2,095854,142315,10,20260127,akshare_em
002995,天地在线,27.61,10.0,广告营销,2,100048,100506,1,20260127,akshare_em
000592,平潭发展,10.68,9.989701271057129,林业Ⅱ,1,100848,100848,0,20260127,akshare_em
002119,康强电子,24.75,10.0,半导体,1,101300,104027,2,20260127,akshare_em
003031,中瓷电子,84.79,10.002593994140625,通信设备,1,101836,101836,0,20260127,akshare_em
688110,东芯股份,153.23,20.00156593322754,半导体,1,102225,102225,0,20260127,akshare_em
300689,澄天伟业,53.3,19.990995407104492,通信设备,1,102421,102421,0,20260127,akshare_em
603052,可川科技,56.43,10.0,消费电子,1,103004,103004,0,20260127,akshare_em
002524,光正眼科,5.56,10.099010467529297,医疗服务,2,103327,103348,1,20260127,akshare_em
605288,凯迪股份,131.42,10.002511024475098,自动化设,1,103728,103728,0,20260127,akshare_em
603929,亚翔集成,149.6,10.0,专业工程,1,103928,103928,0,20260127,akshare_em
002796,世嘉科技,50.39,9.997817039489746,通信设备,1,104221,143309,2,20260127,akshare_em
603163,圣晖集成,101.59,10.005414962768555,专业工程,1,104322,104322,0,20260127,akshare_em
603061,金海通,279.4,10.0,半导体,1,104324,104324,0,20260127,akshare_em
601212,白银有色,12.55,9.991235733032227,工业金属,6,104414,140353,9,20260127,akshare_em
603120,肯特催化,45.8,9.990394592285156,化学制品,1,111222,111425,1,20260127,akshare_em
603212,赛伍技术,17.47,10.012594223022461,光伏设备,1,112230,130733,1,20260127,akshare_em
001267,汇绿生态,28.09,9.984338760375977,基础建设,1,112330,112330,0,20260127,akshare_em
300806,斯迪克,50.04,20.0,塑料,1,112803,112803,0,20260127,akshare_em
002943,宇晶股份,77.0,10.0,通用设备,1,130127,130127,0,20260127,akshare_em
300639,凯普生物,8.7,20.0,医疗器械,2,130806,143639,10,20260127,akshare_em
603488,展鹏科技,10.59,9.968847274780273,专用设备,1,130951,130951,0,20260127,akshare_em
002446,盛路通信,12.46,9.97352123260498,军工电子,1,131103,131103,0,20260127,akshare_em
001311,多利科技,44.48,9.990108489990234,汽车零部,1,131254,131254,0,20260127,akshare_em
600391,航发科技,53.12,10.002070426940918,航空装备,1,131608,131608,0,20260127,akshare_em
603916,苏博特,13.67,9.97586441040039,水泥,1,131713,131713,0,20260127,akshare_em
000738,航发控制,26.33,9.983291625976562,航空装备,1,131842,141354,2,20260127,akshare_em
002150,正泰电源,25.88,9.987250328063965,通用设备,1,132221,132221,0,20260127,akshare_em
600475,华光环能,21.48,9.984639167785645,电力,1,134236,134236,0,20260127,akshare_em
603381,永臻股份,23.35,9.985869407653809,光伏设备,1,134249,135243,1,20260127,akshare_em
600893,航发动力,50.59,10.002174377441406,航空装备,1,134312,134312,0,20260127,akshare_em
603663,三祥新材,41.47,10.0,化学原料,1,134631,134631,0,20260127,akshare_em
002185,华天科技,14.66,9.977494239807129,半导体,1,135212,135212,0,20260127,akshare_em
688702,盛科通信-U,162.53,20.001476287841797,半导体,1,135647,135647,0,20260127,akshare_em
600602,云赛智联,22.17,10.024813652038574,软件开发,1,135849,140804,2,20260127,akshare_em
301396,宏景科技,98.1,20.0,IT服务Ⅱ,1,135909,135909,0,20260127,akshare_em
603396,金辰股份,46.49,10.009465217590332,光伏设备,1,140118,140118,0,20260127,akshare_em
001337,四川黄金,60.78,10.009049415588379,贵金属,2,143851,145627,3,20260127,akshare_em
000659,珠海中富,4.93,10.044642448425293,包装印刷,1,145112,145112,0,20260127,akshare_em
