time,price,true_change_pct,flow_1min,flow_5min,flow_15min,flow_5min_ratio_stock,flow_5min_ratio_stock_p75,flow_5min_ratio_day,sustain_ratio,price_change,flow_efficiency
10:08:57,94.2,169.14285714285714,-39105416.0,-43679655.0,-24197606.0,10.785906945630748,3.4805124425716887,10.99490864752116,0.5539788718569321,0.0,0.0
10:09:00,94.2,169.14285714285714,-38382584.0,-42430155.0,-23844374.0,10.477365343629412,3.380948920446953,10.680388343844822,0.5619676383458887,0.0,0.0
10:09:03,94.22,169.2,-34187868.0,-36712357.0,-18822916.0,9.065457736714624,2.925339390492755,9.241121786565943,0.5127133624245374,0.01999999999999602,0.0005447757004541011
10:09:06,95.06,171.6,-30365054.0,-36802139.0,-16322838.0,9.087627790424815,2.9324934618360152,9.263721435949432,0.4435296002767665,0.8400000000000034,0.022824760267331295
10:09:09,95.5,172.85714285714286,-22064974.0,-30406264.0,-9444362.0,7.5082812368431515,2.4228529319684324,7.65377141812158,0.3106058014887985,0.4399999999999977,0.014470702484198576
10:09:12,95.11,171.74285714285713,-21880004.0,-30092317.0,-11486037.0,7.430757659153265,2.3978367902473487,7.574745643188987,0.38169334052941156,-0.39000000000000057,-0.012960118690760853
10:09:15,95.7,173.42857142857144,-17640322.0,-27410329.0,-9127671.0,6.768488852375869,2.18412876977814,6.899643858301996,0.3330011471223129,0.5900000000000034,0.021524732519628036
10:09:18,95.7,173.42857142857144,-14487822.0,-28579159.0,-8636421.0,7.057110445546914,2.277264289237968,7.19385815725839,0.30219297215848795,0.0,0.0
10:09:21,95.87,173.91428571428574,-12292399.0,-25984336.0,-7099608.0,6.416365471293284,2.0705018105102586,6.540697278549828,0.2732264545840232,0.1700000000000017,0.006542403084689241
10:09:24,95.7,173.42857142857144,-11631763.0,-28491676.0,-9606948.0,7.0355080886298405,2.2702934084008026,7.1718372050963115,0.3371843762367647,-0.1700000000000017,-0.005966654962663541
10:09:27,95.7,173.42857142857144,-11148213.0,-28491676.0,-10208408.0,7.0355080886298405,2.2702934084008026,7.1718372050963115,0.3582944014946681,0.0,0.0
10:09:30,95.6,173.14285714285714,-12518973.0,-29715056.0,-12179742.0,7.337599825369651,2.3677756186424666,7.479782662568547,0.40988453799313046,-0.10000000000000853,-0.0033652973765221418
10:09:33,95.72,173.4857142857143,-9574369.0,-27703323.0,-10676938.0,6.840838462729434,2.207475320079393,6.973395408406313,0.38540279084931434,0.12000000000000455,0.004331610327035661
10:09:36,95.88,173.94285714285712,-6935257.0,-27981831.0,-9286948.0,6.909611015342629,2.2296675869220626,7.043500587066809,0.3318920766836166,0.1599999999999966,0.005717996081099789
10:09:39,95.88,173.94285714285712,-4426607.0,-28700751.0,-10364849.0,7.0871354079082955,2.2869530669748155,7.224464922176048,0.36113511454804786,0.0,0.0
10:09:42,95.61,173.17142857142858,-4692435.0,-31834563.0,-14227493.0,7.860974043243235,2.5366636395212443,8.013298457113665,0.4469196891441544,-0.269999999999996,-0.008481347772859204
10:09:45,95.61,173.17142857142858,-139061.0,-30537163.0,-14227493.0,7.540604395835047,2.433283316508333,7.686720912504076,0.4659074911444786,0.0,0.0
10:09:48,95.51,172.8857142857143,4186207.0,-31588336.0,-15824757.0,7.8001727042788636,2.5170436096195177,7.951318952661233,0.5009683637656633,-0.09999999999999432,-0.0031657254753778203
10:09:51,95.51,172.8857142857143,5515273.0,-31308952.0,-16487990.0,7.731183839185993,2.494781540739728,7.8809932699703085,0.5266222261288082,0.0,0.0
10:09:54,95.49,172.82857142857142,8872282.0,-32445283.0,-18089621.0,8.01178038752035,2.5853274524320233,8.16702702042796,0.5575424014640279,-0.020000000000010232,-0.0006164224241782766
10:09:57,95.49,172.82857142857142,8872282.0,-32117098.0,-17574977.0,7.930740991239592,2.559176788559669,8.084417299850115,0.5472155983706871,0.0,0.0
10:10:00,95.5,172.85714285714286,10610382.0,-31025488.0,-17242535.0,7.661187491311078,2.4721943664815718,7.809640582206155,0.5557538692058607,0.010000000000005116,0.0003223156393222603
10:10:03,95.56,173.02857142857144,12225346.0,-29639627.0,-14410240.0,7.318973987436591,2.3617652329599164,7.460795906277228,0.4861815568731685,0.060000000000002274,0.0020243169726799283
10:10:06,95.61,173.17142857142858,10385227.0,-27631290.0,-12660577.0,6.823051206053194,2.201735536814718,6.9552634828083,0.45819710190874186,0.04999999999999716,0.001809542732170563
10:10:09,95.85,173.85714285714283,8805309.0,-27417651.0,-10599557.0,6.770296888878353,2.184712206440003,6.9014869296613535,0.3865961019053018,0.23999999999999488,0.008753485118035637
10:10:12,95.85,173.85714285714283,1661909.0,-27417651.0,-10039817.0,6.770296888878353,2.184712206440003,6.9014869296613535,0.36618078623876277,0.0,0.0
