time,price,true_change_pct,flow_1min,flow_5min,flow_15min,flow_sustainability,confidence,flow_5min_ratio_stock,flow_5min_ratio_stock_p75,flow_5min_ratio_day,sustain_ratio,price_change,flow_efficiency
09:30:00,27.34,0.0365898280278139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
09:30:03,27.35,0.0731796560556279,28512375.0,28512375.0,28512375.0,1.0,0.7035808333333333,2.2069303606215485,0.8937273792141939,2.22015197469222,1.0,0.010000000000001563,0.0003507249045371199
09:30:06,27.35,0.0731796560556279,28512375.0,28512375.0,28512375.0,1.0,0.7035808333333333,2.2069303606215485,0.8937273792141939,2.22015197469222,1.0,0.0,0.0
09:30:09,27.35,0.0731796560556279,28512375.0,28512375.0,28512375.0,1.0,0.7035808333333333,2.2069303606215485,0.8937273792141939,2.22015197469222,1.0,0.0,0.0
09:30:12,27.35,0.0731796560556279,28512375.0,28512375.0,28512375.0,1.0,0.7035808333333333,2.2069303606215485,0.8937273792141939,2.22015197469222,1.0,0.0,0.0
09:30:15,27.35,0.0731796560556279,28512375.0,28512375.0,28512375.0,1.0,0.7035808333333333,2.2069303606215485,0.8937273792141939,2.22015197469222,1.0,0.0,0.0
09:30:18,27.35,0.0731796560556279,28512375.0,28512375.0,28512375.0,1.0,0.7035808333333333,2.2069303606215485,0.8937273792141939,2.22015197469222,1.0,0.0,0.0
09:30:21,27.36,0.1097694840834289,33048663.0,33048663.0,33048663.0,1.0,0.7333333333333333,2.5580505921604226,1.035918437854549,2.573375750718336,1.0,0.00999999999999801,0.00030258410151109624
09:30:24,27.37,0.1463593121112429,37277328.0,37277328.0,37277328.0,1.0,0.7333333333333333,2.885360020904879,1.1684669781997425,2.9026460745711145,1.0,0.010000000000001563,0.0002682595705357842
09:30:27,27.37,0.1463593121112429,37277328.0,37277328.0,37277328.0,1.0,0.7333333333333333,2.885360020904879,1.1684669781997425,2.9026460745711145,1.0,0.0,0.0
09:30:30,27.37,0.1463593121112429,37277328.0,37277328.0,37277328.0,1.0,0.7333333333333333,2.885360020904879,1.1684669781997425,2.9026460745711145,1.0,0.0,0.0
