stock,date,success,macro_mfe,macro_purity,vacuum_ratio,change_pct,amplitude,amount_yi,is_sealed,pre_volume_ratio
002235.SZ,20250613,True,0.0,100.0,0.5917302788359818,10.047846889952167,0.0,1.63659547,True,1.5666129954632155
603928.SH,20250617,True,1.5440251522036974,26.470588235294084,1.5826349396786081,-7.3327961321514925,5.4794520547945185,3.5488101,False,3.048371652432578
600113.SH,20250619,True,1.0937406900211888,74.65753424657528,4.977799307021077,7.855504587155949,8.371559633027527,7.65406253,False,3.629347394001215
600110.SH,20250620,True,0.8243828231243479,100.0,1.3526749352069523,10.042735042735057,5.5555555555555705,6.73904817,True,3.214290624989929
601606.SH,20250626,True,0.3565756852149282,100.0,0.5716838129454539,9.9910394265233,4.704301075268821,13.19299456,True,4.116103706960792
002636.SZ,20250704,True,0.0,100.0,0.3119591248896131,9.990300678952467,0.0,0.72453267,True,1.6993817851399242
600475.SH,20250707,True,1.382816222770882,100.0,3.283780056841489,10.023866348448687,11.376292760540968,8.22690143,True,2.1867758520807183
605500.SH,20250707,True,2.8946945805047277,100.0,14.01144339962616,10.044150110375277,13.465783664459167,4.65188409,True,2.0312876171439402
600826.SH,20250715,True,0.3202170478901385,100.0,8.248777883224482,10.01011122345804,2.6289180990900056,8.20980056,True,1.4053121316493975
600326.SH,20250722,True,0.0,100.0,0.08653904683301288,9.962049335863385,0.0,0.80502228,True,1.206536975781268
600749.SH,20250723,True,0.7070309873991572,100.0,4.858042576060623,10.020732550103657,3.5936420179682074,5.08272209,True,1.4635600184885167
603280.SH,20250723,True,0.7217940188695354,100.0,3.6567179678717103,10.003165558721115,4.495093383982279,6.22766782,True,1.3614321955875304
300528.SZ,20250725,True,1.1493373805735114,40.46242774566479,2.730741519317752,2.6629292221443643,12.123335669236162,10.54810874,False,1.8379232400978334
300486.SZ,20250731,True,1.211422838097881,75.75757575757588,2.8284765628413076,6.787330316742081,8.959276018099532,7.39566379,False,1.4882669568371418
603059.SH,20250801,True,0.0,100.0,0.7970009178991603,9.996743731683491,0.0,0.74985013,True,2.2358296509407185
603757.SH,20250812,True,2.0229375082098935,100.0,0.626207221164048,10.00310655483069,4.380242311276784,2.165288,True,3.374975432527895
603222.SH,20250815,True,1.1733891818901903,100.0,3.18293510525447,10.000000000000005,10.246913580246915,8.73274932,True,2.1685378724935855
603626.SH,20250819,True,0.23785700177236682,100.0,9.58161946380619,9.980806142034558,4.414587332053751,18.55983763,True,0.7335754192937245
605303.SH,20250821,True,1.3722583496514047,100.0,1.7952731861877151,10.024154589371982,4.045893719806752,2.94834695,True,3.187962442731875
605255.SH,20250826,True,0.0,100.0,0.4885684922533198,9.990691901954719,0.0,0.0168033,True,0.021432089260745763
600103.SH,20250909,True,1.0922815894531943,100.0,1.136213339478078,10.17543859649123,12.280701754385968,11.24316465,True,5.809119356099983
001234.SZ,20250916,True,0.0,100.0,0.7186948177996851,9.992706053975194,0.0,0.96976464,True,1.0148219272238872
603618.SH,20250918,True,0.8574113798214363,100.0,4.716818570590374,10.059880239520957,10.898203592814374,12.71058893,True,1.247437624925763
002513.SZ,20250925,True,2.5373999037050012,100.0,4.6830073466006095,10.0,15.774647887323933,6.21685524,True,2.2269548168745295
600403.SH,20251015,True,2.250059927258313,100.0,1.3465478899277081,10.1010101010101,9.49494949494949,4.21986516,True,3.9067632260565484
002748.SZ,20251022,True,5.453221313832996,100.0,1.6442621372751636,10.043290043290044,13.506493506493511,2.47679174,True,0.7834387102762979
300300.SZ,20251027,True,1.188996514515428,100.0,1.5507663634831466,20.062695924764895,15.360501567398128,12.91887855,True,4.747669920955688
605178.SH,20251027,True,0.0,100.0,3.6514260077270078,10.011534025374846,0.0,0.19433675,True,0.026332051150442123
603122.SH,20251030,True,1.9583480131331963,100.0,6.149539250440068,10.012360939431403,13.720642768850436,7.00623315,True,1.8159117248224368
002451.SZ,20251106,True,0.0,100.0,0.49355236949446185,10.03500583430571,0.0,0.6253611,True,1.9604410405181862
000632.SZ,20251110,True,1.044585724259744,100.0,1.0113253000342508,9.919028340080956,4.251012145748987,4.06956753,True,3.0958470117024413
002083.SZ,20251111,True,0.5762973225885907,100.0,2.4661998936559035,10.012674271229404,6.337135614702155,10.99629543,True,0.752277915564264
600693.SH,20251111,True,0.0,100.0,0.1206919406361676,9.986684420772304,0.0,0.87611507,True,3.5538001256445506
603122.SH,20251111,True,0.8794200800607407,100.0,0.7472799834387296,10.0,7.650602409638572,8.69959941,True,5.393009205476926
600829.SH,20251112,True,0.0,100.0,0.16466153540627684,10.03521126760564,0.0,0.5977985,True,3.2360634144046663
000407.SZ,20251113,True,0.0,100.0,3.5496932513004715,10.043668122270741,0.0,0.4107675,True,0.13051385625230613
601566.SH,20251113,True,0.8257861298153956,100.0,6.743861435685177,9.999999999999991,4.999999999999996,6.0548365,True,1.5001503934486673
000546.SZ,20251114,True,1.268253227408071,11.11111111111089,1.1571511570086497,-2.8911564625850326,3.0612244897959133,2.41373286,False,2.0142529959363835
003041.SZ,20251114,True,0.0,100.0,7.955328976514627,10.002681684097624,0.0,0.42310161,True,0.028128276180474265
000547.SZ,20251117,True,0.0,100.0,0.2686679219196562,9.98937300743889,0.0,2.21461547,True,1.5525218846126871
000798.SZ,20251117,True,0.0,100.0,1.1597034943730644,10.03201707577376,0.0,1.17971515,True,2.027384402889361
000078.SZ,20251128,True,1.020016799859131,100.0,3.8004731197035486,10.032362459546928,13.592233009708737,13.32549916,True,4.026303459831024
002702.SZ,20251128,True,1.7030649959963107,100.0,2.616216931031844,10.030395136778116,20.060790273556233,11.77922764,True,1.7120479302233615
001330.SZ,20251205,True,0.3922677233855558,72.85714285714296,1.711568487280633,2.923976608187134,8.187134502923989,20.87129278,False,2.277618121189486
603709.SH,20251209,True,2.6100548804965826,68.64406779661007,1.6966565773229703,-4.2757883484767545,6.306787814003205,2.41634299,False,3.0373015315051966
603601.SH,20251210,True,0.0,100.0,0.7672432263363246,9.952606635071088,0.0,2.12530532,True,1.350085013058591
600865.SH,20251215,True,1.7205413282529736,100.0,2.6235987648845676,10.016835016835012,14.057239057239057,8.17024202,True,3.606340284523071
001331.SZ,20251216,True,0.0,100.0,1.2172055534315478,10.028011204481787,0.0,0.07992419,True,0.08161006588365985
002788.SZ,20251218,True,0.0,100.0,0.18057144619053328,9.968354430379744,0.0,1.00457524,True,1.1229594955512623
002969.SZ,20251219,True,0.0,100.0,2.6349748905515966,9.963768115942043,0.0,0.17454285,True,0.03833538149403644
001331.SZ,20251222,True,0.0,100.0,1.1722087943430632,9.98469778117827,0.0,0.16494507,True,0.15799694446506649
002361.SZ,20251222,True,0.4070952957439331,100.0,2.7098864304586576,10.036719706242353,9.057527539779684,22.24915796,True,3.0771158963553633
002969.SZ,20251225,True,0.0,100.0,0.9228903025124946,10.012360939431403,0.0,0.18365692,True,0.09248320766594051
002151.SZ,20251229,True,0.12111175621095073,36.20689655172397,1.5337298262507948,-1.0671093194213963,5.501541380128053,45.42532907,False,4.166390786898919
002931.SZ,20251230,True,0.0,100.0,0.696986064732173,10.000000000000005,0.0,0.03752969,True,0.01894281917033252
002413.SZ,20251231,True,0.24124909803938327,100.0,0.6661817770509219,9.991235758106928,5.170902716914986,21.43387378,True,0.7704562504755494
002324.SZ,20260105,True,0.5186153685032832,100.0,1.7251355097045764,10.00625390869293,6.941838649155718,13.38533154,True,5.259699142147998
600879.SH,20260105,True,0.04839108518885173,45.45454545454549,1.239667394903466,2.016885553470918,7.739212007504684,159.93053219,False,1.6818127612866907
002519.SZ,20260106,True,0.9390623194294454,100.0,0.48819066138444667,9.957924263674615,4.628330995792427,4.92867289,True,0.6436825103243945
300986.SZ,20260106,True,1.503095283700284,100.0,3.4590203177282937,19.970193740685556,15.573770491803291,10.36113323,True,4.482894402689928
002202.SZ,20260107,True,0.06406140862210956,100.0,1.5091052943044239,9.999999999999993,10.791666666666666,168.45815443,True,3.0739210186861694
002931.SZ,20260107,True,0.0,100.0,1.6784224872133173,10.010427528675713,0.0,0.15557198,True,0.03598584478561565
600783.SH,20260108,True,0.0,100.0,0.03071036718514456,9.98515219005196,0.0,0.68219371,True,3.781403628010476
002112.SZ,20260112,True,0.43401893224427207,27.142857142857352,1.3571385237128168,1.5335463258785955,4.472843450479229,10.30564134,False,3.1845735530698143
300344.SZ,20260115,True,20.633535340446297,27.2727272727272,1.2707106950687594,-9.782608695652183,11.956521739130432,0.57947034,False,0.6514146321605842
300391.SZ,20260116,True,35.91183888537675,0.0,1.0251838029407687,-20.58823529411765,16.176470588235293,0.45044952,False,1.1975571223292105
001337.SZ,20260122,True,0.45071816216539,83.8461538461538,1.7001685792986043,4.341864716636194,11.882998171846443,26.36458694,False,2.6848651839545274
601212.SH,20260123,True,0.1899872458798913,100.0,0.8124243950890172,9.968186638388119,5.938494167550358,31.25733067,True,1.3834380882438868
600531.SH,20260126,True,0.0,100.0,0.09557136542175451,9.976387249114508,0.0,2.01120853,True,1.4342539106271883
600916.SH,20260127,True,0.24120161315704886,100.0,2.9164697851711705,9.960552268244573,6.410256410256414,26.57634137,True,4.699039626638
002830.SZ,20260202,True,3.4919516960815282,100.0,3.4220198439649665,10.021505376344079,12.860215053763435,3.68281585,True,0.986091613679529
603103.SH,20260202,True,0.0,100.0,0.2859020548412973,10.000000000000004,0.0,0.74931227,True,1.5422084697309344
301362.SZ,20260203,True,0.0,100.0,4.289403485151175,20.00741015190812,0.0,0.36048774,True,0.23463283051281666
002455.SZ,20260205,True,0.6359269034150522,27.18446601941756,0.8250473373192697,-6.02968460111316,9.554730983302424,15.02488876,False,6.643025181045211
300749.SZ,20260210,True,1.4625090097239517,100.0,2.2533630403275406,20.018665422305176,12.69248716752216,8.67857024,True,1.5385856378030613
603256.SH,20260210,True,0.6512123077979581,68.2422451994091,1.1600436152669524,6.228070175438591,11.877192982456146,18.238588,False,0.9051838062615809
001896.SZ,20260213,True,0.0,100.0,0.7591936890628442,10.012062726176117,0.0,2.3742572,True,0.8835562717014906
