stock_code,date,time_point,volume_ratio,cumulative_volume,is_limit_up
603801.SH,20260313,09:35,0.0,0,False
600227.SH,20260313,09:35,6.852375499520927,532683,False
601916.SH,20260313,09:35,1.1597688314111558,43820,False
600648.SH,20260313,09:35,0.0,0,False
603903.SH,20260313,09:35,0.0,0,False
600325.SH,20260313,09:35,12.20882588155288,107118,False
601860.SH,20260313,09:35,2.319276174460589,26802,False
603977.SH,20260313,09:35,2.6287026406429392,7632,False
600351.SH,20260313,09:35,0.0,0,False
603041.SH,20260313,09:35,0.0,0,False
601156.SH,20260313,09:35,0.9538641095852571,2302,False
688345.SH,20260313,09:35,6.464266397008679,3436,False
603035.SH,20260313,09:35,0.0,0,False
601888.SH,20260313,09:35,2.96945286690501,13670,False
605378.SH,20260313,09:35,0.0,0,False
688331.SH,20260313,09:35,3.4428260689996972,6252,False
600099.SH,20260313,09:35,0.0,0,False
600482.SH,20260313,09:35,2.655841259010088,34802,False
688011.SH,20260313,09:35,0.0,0,False
601619.SH,20260313,09:35,5.059968273183382,117594,False
603315.SH,20260313,09:35,5.532284167569796,17505,False
605058.SH,20260313,09:35,0.0,0,False
600933.SH,20260313,09:35,2.9669855574654003,7221,False
688065.SH,20260313,09:35,7.77360295580376,14491,False
600071.SH,20260313,09:35,0.0,0,False
688496.SH,20260313,09:35,0.0,0,False
603389.SH,20260313,09:35,0.0,0,False
600568.SH,20260313,09:35,3.3039387033607532,26954,False
600173.SH,20260313,09:35,8.032134843131322,18688,False
603690.SH,20260313,09:35,2.1241232769409453,3932,False
600107.SH,20260313,09:35,0.0,0,False
603217.SH,20260313,09:35,0.0,0,False
600831.SH,20260313,09:35,0.0,0,False
600580.SH,20260313,09:35,2.662112543762275,15588,False
688113.SH,20260313,09:35,0.0,0,False
688508.SH,20260313,09:35,2.4980734256034034,2026,False
603678.SH,20260313,09:35,1.5285681852011674,4236,False
600845.SH,20260313,09:35,3.050800568169142,17093,False
688167.SH,20260313,09:35,5.812109461755013,8069,False
601198.SH,20260313,09:35,2.5061403292890017,8486,False
688790.SH,20260313,09:35,0.9955015481684876,142,False
600303.SH,20260313,09:35,0.0,0,False
600718.SH,20260313,09:35,3.6388872713595806,15883,False
600377.SH,20260313,09:35,2.463655687089817,5293,False
603067.SH,20260313,09:35,3.7214306534795196,26864,False
688778.SH,20260313,09:35,4.4664812154189475,6088,False
688363.SH,20260313,09:35,2.4824716459314766,1223,False
603408.SH,20260313,09:35,0.0,0,False
603013.SH,20260313,09:35,0.0,0,False
600784.SH,20260313,09:35,1.6031218127799212,4519,False
688317.SH,20260313,09:35,0.0,0,False
688261.SH,20260313,09:35,1.5624080903146986,1151,False
603165.SH,20260313,09:35,3.068482515446576,11857,False
605228.SH,20260313,09:35,0.0,0,False
600686.SH,20260313,09:35,2.1971316376785666,5833,False
688215.SH,20260313,09:35,0.0,0,False
601006.SH,20260313,09:35,2.1338384470256178,99491,False
603111.SH,20260313,09:35,0.0,0,False
688289.SH,20260313,09:35,0.0,0,False
688692.SH,20260313,09:35,1.9405443383513206,702,False
600201.SH,20260313,09:35,2.1413511560262086,8963,False
603596.SH,20260313,09:35,4.706761858483161,12592,False
605339.SH,20260313,09:35,0.0,0,False
601163.SH,20260313,09:35,0.0,0,False
688370.SH,20260313,09:35,0.0,0,False
603000.SH,20260313,09:35,3.422323063416184,19929,False
