stock_code,open,prev_close,open_change_pct,volume,amount,auction_power,bidVol1,askVol1
301590.SZ,199.0,196.56,1.2413512413512402,80,1592000,0.09299426539238174,0,0
601628.SH,42.42,42.2,0.5213270142180068,754,3198500,0.0003620940078898746,0,0
688120.SH,176.01,173.01,1.7340038148083925,65,1136700,0.0018261330208665597,0,0
600039.SH,10.12,10.01,1.0989010989010932,1084,1097000,0.0012465997298124424,0,0
688082.SH,158.98,155.33,2.349835833386968,139,2212500,0.003189158748235671,0,0
301200.SZ,145.75,142.88,2.0086786114221757,121,1763600,0.0028715163415599246,0,0
688200.SH,266.4,260.0,2.461538461538453,51,1357600,0.003760034556911116,0,0
002736.SZ,12.08,11.98,0.8347245409014995,1342,1621100,0.0013960780839508441,0,0
688271.SH,123.29,121.8,1.2233169129720929,224,2757500,0.0027137959889110817,0,0
688183.SH,79.48,77.19,2.9667055318046462,539,4285900,0.006482674316975252,0,0
603179.SH,78.0,76.79,1.5757260059903548,189,1474200,0.0037048515833221327,0,0
002595.SZ,94.92,94.0,0.978723404255321,189,1794000,0.002378677845362148,0,0
603260.SH,48.32,47.82,1.0455876202425762,308,1488300,0.0026053738586556386,0,0
688698.SH,76.76,74.7,2.75769745649264,152,1163100,0.00707981812115497,0,0
688169.SH,132.8,131.2,1.2195121951219685,82,1094000,0.003179370646432324,0,0
688728.SH,14.58,14.38,1.3908205841446404,910,1326500,0.003640852479994111,0,0
601658.SH,4.98,4.97,0.20120724346077817,3647,1816200,0.0005433340006626028,0,0
601336.SH,72.09,71.6,0.6843575418994541,391,2818700,0.0018748920522694468,0,0
601100.SH,112.0,109.4,2.3765996343692817,867,9715300,0.006469450472326735,0,0
688375.SH,116.73,116.0,0.6293103448275896,105,1220500,0.0017542770476795721,0,0
002938.SZ,51.46,50.37,2.163986499900741,1378,7091200,0.0059669688256837865,0,0
688126.SH,19.5,19.24,1.3513513513513595,1027,2002100,0.0037585880142342715,0,0
688519.SH,112.25,109.25,2.745995423340961,184,2064700,0.007834768247835747,0,0
688234.SH,80.31,78.79,1.929178829800731,239,1917200,0.005555476038781773,0,0
300760.SZ,179.99,178.78,0.6768094865197494,244,4391800,0.0020125479522398555,0,0
601799.SH,140.0,137.53,1.7959717879735322,152,2128000,0.005320649297456041,0,0
600519.SH,1404.9,1397.0,0.5654974946313595,214,30064900,0.001708898623910603,0,0
601229.SH,9.620000000000001,9.59,0.3128258602711276,1354,1302500,0.0009528813740576818,0,0
688608.SH,187.0,184.94,1.1138747701957405,57,1074500,0.0034061663907155974,0,0
688409.SH,96.96000000000001,95.05,2.009468700683862,187,1810800,0.006098982904248467,0,0
002352.SZ,37.06,36.91,0.4063939311839764,603,2234700,0.0012636060003216427,0,0
600999.SH,16.05,15.95,0.6269592476489118,1449,2325600,0.0019522647984139324,0,0
000538.SZ,56.4,56.22,0.3201707577374595,178,1003900,0.0010040447026253452,0,0
601689.SH,64.1,63.21,1.408005062490102,763,4890800,0.0043904919924173304,0,0
002415.SZ,31.3,31.16,0.4492939666238786,1327,4153500,0.001466872873325955,0,0
001979.SZ,9.47,9.42,0.5307855626327039,1467,1389200,0.0017434563935397609,0,0
601138.SH,53.63,52.79,1.5912104565258636,10404,55796200,0.005239104213469581,0,0
000425.SZ,11.96,11.78,1.5280135823429668,4538,5427400,0.00503701583522332,0,0
