stock_code,open,prev_close,open_change_pct,volume,amount,auction_power,bidVol1,askVol1
601857.SH,12.33,12.13,1.6488046166529207,65396,80633300,0.004038734361256482,0,0
001289.SZ,18.25,18.13,0.661886376172096,1172,2138900,0.002324504767174901,0,0
000807.SZ,34.07,33.65,1.248142644873705,2460,8381200,0.007093570163667785,0,0
002294.SZ,54.0,53.69,0.5773887129819376,431,2327400,0.003866976940694326,0,0
600348.SH,10.15,10.0,1.5000000000000036,3977,4036700,0.011024377920929645,0,0
000301.SZ,12.04,11.83,1.7751479289940748,9618,11580100,0.014553895929667994,0,0
000612.SZ,14.62,14.47,1.0366275051831277,1188,1736900,0.009971546156426528,0,0
002408.SZ,6.46,6.26,3.1948881789137404,8618,5567200,0.03132554287837502,0,0
002171.SZ,12.79,12.61,1.4274385408406005,2459,3145100,0.015238069655434476,0,0
601666.SH,8.97,8.86,1.241534988713332,3844,3448100,0.01556692641493429,0,0
000937.SZ,5.87,5.81,1.0327022375215231,4512,2648500,0.013141284693504056,0,0
002206.SZ,7.15,7.06,1.2747875354107756,1409,1007400,0.016517274187893772,0,0
000990.SZ,9.5,8.89,6.861642294713153,10471,9947500,0.08616472158592345,0,0
000983.SZ,7.350000000000001,7.23,1.659751037344412,12461,9158500,0.02194891464020758,0,0
002545.SZ,26.6,26.33,1.0254462590201412,1545,4109700,0.013670585854629123,0,0
600989.SH,33.3,31.85,4.552590266875967,44768,149077400,0.061047034358040514,0,0
000703.SZ,13.09,12.83,2.026500389711612,10246,13412000,0.028593185325817734,0,0
000932.SZ,6.17,6.15,0.3252032520325134,3267,2015700,0.004767434877204969,0,0
002675.SZ,13.49,13.34,1.124437781109448,1286,1734800,0.01729912982148738,0,0
000830.SZ,20.8,20.35,2.2113022113022076,6841,14229300,0.03592648483649643,0,0
000898.SZ,2.58,2.56,0.7812500000000007,11173,2882600,0.014040947791067357,0,0
003021.SZ,124.4,123.4,0.8103727714748784,302,3756900,0.014563924786941853,0,0
002267.SZ,8.09,8.01,0.9987515605493142,2069,1673800,0.01860461941974804,0,0
000059.SZ,5.78,5.68,1.7605633802816996,5336,3084200,0.03336153713391924,0,0
000558.SZ,4.84,4.76,1.6806722689075646,4311,2086500,0.03345233105494762,0,0
002004.SZ,5.49,5.46,0.549450549450554,2269,1245700,0.012058945466909667,0,0
600141.SH,39.87,39.46,1.0390268626457084,2728,10876500,0.02270034529323785,0,0
002563.SZ,5.53,5.5,0.54545454545455,2712,1499700,0.01227985377486693,0,0
000852.SZ,8.08,7.97,1.3801756587202048,3080,2488600,0.03256660867295237,0,0
000951.SZ,23.17,23.1,0.30303030303030426,851,1971800,0.007243479756379279,0,0
000792.SZ,38.3,38.21,0.23554043444123607,2991,11455500,0.005652402098807571,0,0
600256.SH,7.31,7.03,3.9829302987197632,61962,45294100,0.09693648994580654,0,0
000593.SZ,14.42,14.23,1.3352073085031588,1195,1723800,0.033346698728228534,0,0
000936.SZ,8.08,7.97,1.3801756587202048,3145,2541200,0.03550168710618442,0,0
000930.SZ,7.390000000000001,7.33,0.8185538881309753,4406,3256000,0.023734525002880494,0,0
001301.SZ,82.31,81.94,0.4515499145716434,249,2049500,0.013383169906571601,0,0
003816.SZ,4.38,4.37,0.2288329519450752,26945,11801900,0.006850107435643015,0,0
002861.SZ,19.31,19.0,1.6315789473684146,739,1427000,0.04921112466125424,0,0
002588.SZ,11.25,11.11,1.2601260126012652,3388,3811500,0.039459697049922936,0,0
000635.SZ,9.48,9.33,1.6077170418006468,1892,1793600,0.0515779966031843,0,0
000711.SZ,4.65,4.43,4.966139954853288,36310,16884200,0.15478405767651476,0,0
002876.SZ,29.15,28.72,1.497214484679665,724,2110500,0.04860802886879039,0,0
002993.SZ,50.85,50.53,0.633287156144865,497,2527200,0.020842840970509688,0,0
002068.SZ,9.89,9.77,1.2282497441146467,3056,3022400,0.04157812211336939,0,0
000723.SZ,5.44,5.41,0.5545286506469547,8495,4621300,0.019327045856650706,0,0
002648.SZ,28.4,27.93,1.6827783745076936,20079,57024400,0.05964389885874319,0,0
002278.SZ,13.34,13.2,1.060606060606065,1323,1764900,0.03961157842992249,0,0
000963.SZ,35.39,35.37,0.05654509471304249,374,1323600,0.002133492079131923,0,0
002312.SZ,13.12,12.98,1.0785824345146287,7609,9983000,0.040391317332986565,0,0
002565.SZ,14.39,14.23,1.124385101897401,4463,6422300,0.04210628307053403,0,0
000707.SZ,6.79,6.68,1.6467065868263524,3560,2417200,0.06464350625174511,0,0
002047.SZ,5.5,5.45,0.9174311926605472,5748,3161400,0.037911273205445475,0,0
000507.SZ,5.74,5.65,1.5929203539822985,6221,3571100,0.06894661556725591,0,0
002597.SZ,25.81,25.75,0.23300970873785912,582,1502100,0.010267544209118068,0,0
002567.SZ,4.45,4.43,0.45146726862303527,2939,1307900,0.02053281014167372,0,0
002895.SZ,40.9,40.78,0.29426189308483924,800,3272000,0.013408717523162215,0,0
002766.SZ,5.76,5.51,4.537205081669692,16984,9782800,0.1985863501986379,0,0
000629.SZ,4.06,4.05,0.24691358024690832,10647,4322700,0.011460353599381178,0,0
002629.SZ,6.57,6.45,1.8604651162790715,3633,2386900,0.0858275046100978,0,0
002297.SZ,12.78,12.63,1.1876484560569958,3208,4099800,0.05597547105352952,0,0
000637.SZ,5.100000000000001,5.01,1.796407185628775,3136,1599400,0.08601774506013551,0,0
002959.SZ,44.4,42.28,5.014191106906332,3570,15850800,0.23718015516963545,0,0
000422.SZ,18.77,18.38,2.1218715995647472,11018,20680800,0.10415933346926576,0,0
002886.SZ,23.8,23.68,0.5067567567567609,532,1266200,0.025445833105875615,0,0
002538.SZ,7.94,7.91,0.37926675094817003,1631,1295000,0.01910821058983988,0,0
002218.SZ,6.49,6.45,0.6201550387596905,4681,3038000,0.03361859848039444,0,0
002703.SZ,23.45,23.18,1.1647972389991352,3681,8631900,0.06281021939224975,0,0
000543.SZ,8.94,8.81,1.4755959137343815,18367,16420100,0.08102386229448637,0,0
001286.SZ,11.05,11.03,0.18132366273799955,1070,1182400,0.010190907132083604,0,0
002140.SZ,14.62,14.5,0.8275862068965464,3481,5089200,0.04923868651410246,0,0
601112.SH,20.36,20.18,0.8919722497522286,947,1928100,0.053427612496058784,0,0
000096.SZ,11.4,11.25,1.3333333333333366,4250,4845000,0.08319500125281885,0,0
000973.SZ,16.09,15.9,1.1949685534591163,7301,11747300,0.07546846742275974,0,0
000407.SZ,5.18,5.14,0.7782101167315182,4637,2402000,0.05294770290522454,0,0
603861.SH,19.42,19.33,0.46559751681326134,1706,3313100,0.032275224353862826,0,0
000731.SZ,8.0,7.92,1.010101010101011,4000,3200000,0.072882857751429,0,0
002931.SZ,79.69,78.1,2.035851472471195,2992,23843200,0.14866790194403726,0,0
600152.SH,9.86,9.78,0.8179959100204507,3210,3165100,0.060672192484375685,0,0
000725.SZ,4.4,4.39,0.2277904328018377,62177,27357900,0.017109025602543525,0,0
002515.SZ,6.390000000000001,6.35,0.6299212598425342,5742,3669100,0.047430547483208525,0,0
002274.SZ,6.92,6.83,1.3177159590043903,9387,6495800,0.1000906640458597,0,0
002386.SZ,6.41,6.39,0.3129890453834188,3340,2141200,0.02566769610258896,0,0
000065.SZ,13.11,13.07,0.3060443764345765,2480,3251300,0.025437037781405242,0,0
000049.SZ,26.63,26.59,0.1504324934185752,490,1304900,0.012742960753713114,0,0
002972.SZ,12.71,12.61,0.7930214115781239,907,1152800,0.06736165295605737,0,0
002150.SZ,31.16,29.68,4.986522911051215,14600,45493600,0.4072013525734002,0,0
600096.SH,42.3,41.99,0.7382710169087763,11792,49880200,0.06468496660866882,0,0
000159.SZ,6.93,6.85,1.1678832116788334,4912,3404000,0.10218960209705268,0,0
000822.SZ,6.850000000000001,6.8,0.7352941176470823,6162,4221000,0.06884258048396738,0,0
002432.SZ,60.19,58.52,2.8537252221462652,12066,72625300,0.2752222139683736,0,0
002624.SZ,21.21,21.17,0.18894662257911735,3486,7393800,0.019072791775096472,0,0
002469.SZ,9.6,9.53,0.7345225603357848,4644,4458200,0.07384315331712604,0,0
002941.SZ,16.62,16.6,0.1204819277108408,899,1494100,0.012318954329555308,0,0
000912.SZ,5.69,5.65,0.707964601769912,11394,6483200,0.07266597324342743,0,0
002335.SZ,69.13,67.97,1.7066352802707025,7928,54806300,0.1743673236602271,0,0
002125.SZ,15.34,15.29,0.32701111837802954,2216,3399300,0.03520282181368443,0,0
000839.SZ,4.16,3.98,4.522613065326637,188181,78283200,0.4800742490410433,0,0
002263.SZ,3.67,3.66,0.27322404371584114,5840,2143300,0.03109148843794895,0,0
002405.SZ,11.0,10.99,0.09099181073703173,2509,2759900,0.010650078323133699,0,0
002927.SZ,21.6,21.54,0.27855153203343674,723,1561700,0.032754206775903245,0,0
000545.SZ,4.16,3.83,8.616187989556137,93700,38979200,0.9508799026545781,0,0
