stock_code,open,prev_close,open_change_pct,volume,amount,auction_power,bidVol1,askVol1
301373.SZ,52.72,49.61,6.2688973997177975,195824,1056811700,52.10378648698183,0,0
300423.SZ,10.49,10.03,4.586241276171495,1399986,1612126500,46.100911475764924,0,0
002272.SZ,22.38,21.07,6.217370669197905,1863287,3943749700,45.59401099180043,0,0
300708.SZ,11.34,10.43,8.724832214765103,2490951,3038486800,37.73785677512548,0,0
300265.SZ,19.94,17.88,11.521252796420594,1560466,3280420000,35.205208992471405,0,0
002112.SZ,23.63,23.26,1.590713671539112,885268,2149133100,34.70295499441945,0,0
000890.SZ,9.32,8.87,5.073280721533271,1462356,1345545100,34.41594122738285,0,0
300444.SZ,16.95,16.88,0.41469194312796376,2027160,3618915100,34.356175031226336,0,0
300812.SZ,48.37,48.29,0.1656657693104127,314467,1527792800,34.06990263979778,0,0
301362.SZ,120.3,118.09,1.8714539757811783,96372,1176804000,32.97015297953297,0,0
301120.SZ,27.64,27.55,0.32667876588021727,673102,1848530000,30.59137834773776,0,0
300232.SZ,8.370000000000001,7.36,13.72282608695653,2610596,2220260800,30.028763805419366,0,0
301638.SZ,24.8,24.27,2.183765966213437,699870,1703236800,29.227532876853,0,0
300317.SZ,5.77,5.74,0.5226480836236822,2342476,1372627900,28.699071479799006,0,0
600410.SH,29.76,29.06,2.4088093599449514,3258874,9329687500,28.590887735666843,0,0
301129.SZ,31.01,29.23,6.089633937735208,183901,560659300,27.27711179950505,0,0
300084.SZ,12.81,12.55,2.0717131474103567,951896,1194220200,26.935908523177606,0,0
600108.SH,5.66,5.29,6.994328922495276,5576996,2913428200,26.438747077988868,0,0
002980.SZ,34.06,34.02,0.11757789535567062,278282,912022700,26.409861345707213,0,0
688807.SH,226.05,221.51,2.049568868222663,37258,893320800,26.283340045547238,0,0
002339.SZ,12.0,11.54,3.9861351819757447,1191626,1496740200,26.05054640621306,0,0
300241.SZ,6.640000000000001,6.16,7.792207792207799,1398804,1011001400,25.965974542565906,0,0
001282.SZ,25.86,25.3,2.2134387351778604,206332,515743200,25.514894035769885,0,0
000862.SZ,7.92,7.34,7.9019073569482305,1679284,1259347800,25.32116151381179,0,0
300296.SZ,8.49,8.13,4.428044280442797,5374416,4881487900,25.282422721998433,0,0
002606.SZ,12.99,12.78,1.6431924882629174,989999,1377159300,25.173663128250173,0,0
300179.SZ,28.49,25.7,10.856031128404666,943485,2633043100,24.712402035134236,0,0
300499.SZ,38.03,37.36,1.7933618843683128,641388,2494869800,24.171627838500427,0,0
002413.SZ,16.07,16.07,0.0,3191006,5020680900,24.117518814245763,0,0
301609.SZ,52.65,52.64,0.01899696048631841,86587,465258600,24.112695134306136,0,0
603232.SH,25.35,24.21,4.708798017348205,545299,1408263700,24.017643700554764,0,0
600172.SH,9.55,9.2,3.804347826086972,2906086,2867761300,23.528915843180847,0,0
002842.SZ,47.0,46.05,2.0629750271444145,678921,2950219100,23.381538877003464,0,0
688809.SH,373.11,330.08,13.036233640329625,54642,2110172000,23.223535568261404,0,0
300617.SZ,68.47,64.81,5.647276654837211,317097,2125130000,22.341316330794175,0,0
300880.SZ,27.5,23.22,18.432385874246346,465452,1193097700,22.235627445393746,0,0
300139.SZ,77.9,77.9,0.0,533319,3994803600,21.946993903833885,0,0
002490.SZ,11.89,11.72,1.4505119453924908,1116230,1409146800,21.877511003761736,0,0
300739.SZ,28.42,28.11,1.1028103877623703,703707,2127303700,21.812783817572345,0,0
001396.SZ,56.01,54.81,2.1893814997263195,50878,265562800,21.35054461834751,0,0
600860.SH,14.91,14.85,0.4040404040404074,897726,1412958500,21.34169447135389,0,0
603175.SH,82.03,79.64,3.001004520341538,95283,759032200,21.03011474998519,0,0
300215.SZ,10.14,10.01,1.2987012987013067,981037,1056698300,20.84757940176788,0,0
300658.SZ,28.21,26.33,7.140144322066094,459577,1292279400,20.313268078166224,0,0
688530.SH,36.0,35.32,1.925254813137032,139630,495154700,20.293097796191564,0,0
300249.SZ,19.19,18.62,3.0612244897959195,756406,1452368800,20.26736794353241,0,0
688818.SH,62.59,61.49,1.788908765652954,274624,1673940900,20.258509258575053,0,0
002639.SZ,21.65,21.39,1.215521271622244,1285456,2844371200,20.19302699597676,0,0
000547.SZ,29.99,29.35,2.180579216354334,3116131,9517460000,19.970438947201366,0,0
300303.SZ,11.7,10.44,12.068965517241379,2541353,3103293100,19.954794491821215,0,0
