排名,股票代码,最新价,昨收价,涨跌幅(%),竞价量,竞价额,买盘,卖盘,时间
4030,603909.SH,11.78,11.72,0.51,75,88400.00,55,358,09:26:16
4031,000019.SZ,7.100000000000001,7.11,-0.14,75,53300.00,949,174,09:26:17
4032,002843.SZ,18.52,18.66,-0.75,75,138900.00,168,104,09:26:17
4033,300523.SZ,24.33,24.46,-0.53,75,182500.00,34,98,09:26:17
4034,600612.SH,44.52,44.59,-0.16,75,333900.00,40,73,09:26:17
4035,688678.SH,23.01,23.15,-0.60,75,173200.00,122,133,09:26:17
4036,300340.SZ,12.09,12.1,-0.08,75,90700.00,537,130,09:26:17
4037,603098.SH,15.08,15.16,-0.53,74,111600.00,91,422,09:26:17
4038,001218.SZ,25.91,25.79,0.47,74,191700.00,73,69,09:26:17
4039,688197.SH,40.67,40.6,0.17,74,301900.00,46,74,09:26:16
4040,688484.SH,42.77,42.77,0.00,74,317900.00,38,76,09:26:16
4041,301058.SZ,11.3,11.31,-0.09,74,83600.00,492,390,09:26:17
4042,301369.SZ,128.08,128.08,0.00,74,947800.00,15,23,09:26:17
4043,688520.SH,40.5,40.59,-0.22,74,300500.00,119,135,09:26:17
4044,001210.SZ,24.55,24.52,0.12,74,181700.00,56,43,09:26:17
4045,301000.SZ,40.05,40.11,-0.15,73,292400.00,11,29,09:26:17
4046,300532.SZ,12.4,12.4,0.00,73,90500.00,410,90,09:26:17
4047,600319.SH,8.27,8.23,0.49,73,60400.00,200,1782,09:26:17
4048,002765.SZ,11.93,11.92,0.08,73,87100.00,520,483,09:26:17
4049,688235.SH,286,286.02,-0.01,73,2086700.00,12,58,09:26:16
4050,600962.SH,22.27,22.16,0.50,73,162600.00,105,75,09:26:17
4051,300371.SZ,14.31,14.26,0.35,73,104500.00,197,236,09:26:17
4052,301559.SZ,17.9,17.82,0.45,73,130700.00,100,122,09:26:17
4053,301336.SZ,62,61.78,0.36,72,446400.00,8,33,09:26:17
4054,301355.SZ,13.44,13.44,0.00,72,96800.00,141,30,09:26:17
4055,002668.SZ,10.04,10.04,0.00,72,72300.00,2045,359,09:26:17
4056,603112.SH,17.46,17.53,-0.40,72,125700.00,288,96,09:26:17
4057,688021.SH,24.03,23.93,0.42,72,173000.00,190,36,09:26:17
4058,300289.SZ,7.140000000000001,7.17,-0.42,72,51400.00,767,377,09:26:17
4059,688617.SH,244.99,241.2,1.57,72,1757800.00,19,35,09:26:16
4060,600658.SH,5.38,5.38,0.00,72,38700.00,1416,1713,09:26:17
4061,688275.SH,83.75,83.73,0.02,72,599700.00,59,113,09:26:16
4062,600818.SH,10.05,10.05,0.00,72,72400.00,527,82,09:26:17
4063,688601.SH,51.17,51.14,0.06,72,369800.00,224,78,09:26:17
4064,301275.SZ,59.57,59.65,-0.13,72,428900.00,56,12,09:26:17
4065,603192.SH,26.34,26.48,-0.53,72,189600.00,51,50,09:26:16
4066,688639.SH,35.4,35.41,-0.03,72,255100.00,28,192,09:26:17
4067,688571.SH,8.040000000000001,8,0.50,72,57700.00,1427,961,09:26:16
4068,603175.SH,69.46000000000001,69.55,-0.13,72,500100.00,14,121,09:26:17
4069,603072.SH,41.9,41.98,-0.19,71,297500.00,30,20,09:26:16
4070,688156.SH,19.81,19.75,0.30,71,140600.00,113,63,09:26:17
4071,002882.SZ,31.48,31.45,0.10,71,223500.00,24,21,09:26:17
4072,000068.SZ,3.56,3.56,0.00,71,25300.00,856,1595,09:26:17
4073,688098.SH,9.63,9.61,0.21,71,68600.00,173,146,09:26:16
4074,002248.SZ,12.33,12.36,-0.24,71,87500.00,168,367,09:26:17
4075,301049.SZ,25.11,24.98,0.52,71,178300.00,89,42,09:26:17
4076,002773.SZ,29.3,29.29,0.03,71,208000.00,13,98,09:26:17
4077,000007.SZ,12.15,12.15,0.00,71,86300.00,205,261,09:26:17
4078,603630.SH,20.47,20.57,-0.49,70,143300.00,70,124,09:26:17
4079,603408.SH,13.69,13.64,0.37,70,95800.00,336,144,09:26:16
4080,600444.SH,19.2,19.3,-0.52,70,134400.00,78,42,09:26:17
4081,300443.SZ,26.61,26.63,-0.08,70,186300.00,176,40,09:26:17
4082,002857.SZ,23.23,23.1,0.56,70,162600.00,234,54,09:26:17
4083,300809.SZ,38.52,38.63,-0.28,70,269600.00,126,23,09:26:17
4084,688082.SH,181.2,181.54,-0.19,70,1276900.00,36,58,09:26:17
4085,300103.SZ,8,7.97,0.38,70,56000.00,52,599,09:26:17
4086,688159.SH,49.23,49.28,-0.10,70,346700.00,56,107,09:26:16
4087,688567.SH,14.7,14.7,0.00,70,102900.00,260,416,09:26:17
4088,002581.SZ,7.33,7.32,0.14,70,51300.00,2063,1251,09:26:17
4089,688368.SH,137.01,136.94,0.05,70,958400.00,94,13,09:26:16
4090,300555.SZ,14.73,14.64,0.61,70,103100.00,157,110,09:26:17
4091,603137.SH,14.72,14.72,0.00,70,103000.00,50,147,09:26:16
4092,688106.SH,22.29,22.22,0.32,70,155000.00,68,56,09:26:16
4093,688248.SH,51.01,50.59,0.83,69,352300.00,39,64,09:26:17
4094,301273.SZ,31.64,31.65,-0.03,69,218300.00,58,38,09:26:17
4095,600455.SH,29.68,29.66,0.07,69,204800.00,51,49,09:26:16
4096,301045.SZ,40.68,40.72,-0.10,69,280700.00,55,154,09:26:17
4097,688608.SH,209.5,208.66,0.40,69,1440100.00,15,40,09:26:16
4098,603395.SH,30.46,30.46,0.00,69,210200.00,54,139,09:26:17
4099,000739.SZ,18.53,18.51,0.11,69,127900.00,71,273,09:26:17
4100,605365.SH,20.37,20.3,0.34,69,140600.00,37,493,09:26:17
4101,300615.SZ,14.59,14.57,0.14,69,100700.00,47,78,09:26:17
4102,000429.SZ,12.4,12.37,0.24,69,85600.00,234,247,09:26:17
4103,300823.SZ,18.02,18,0.11,69,124300.00,285,128,09:26:17
4104,001339.SZ,53.71,53.99,-0.52,69,370600.00,38,29,09:26:17
4105,600563.SH,106.5,106.81,-0.29,69,734900.00,17,9,09:26:16
4106,002557.SZ,23.63,23.65,-0.08,68,160700.00,80,121,09:26:17
4107,603989.SH,18.33,18.39,-0.33,68,124600.00,198,84,09:26:17
4108,301581.SZ,51.66,51.66,0.00,68,351300.00,42,37,09:26:17
4109,002403.SZ,12.33,12.37,-0.32,68,83800.00,174,156,09:26:17
4110,300863.SZ,59.95,59.95,0.00,68,407700.00,28,69,09:26:17
4111,688361.SH,195.26,194.08,0.61,68,1333000.00,151,25,09:26:17
4112,300174.SZ,16.48,16.47,0.06,68,112100.00,187,154,09:26:17
4113,301359.SZ,21.8,21.8,0.00,67,146100.00,42,30,09:26:17
4114,603206.SH,17.2,17.19,0.06,67,115200.00,153,120,09:26:17
4115,300313.SZ,7.9,7.93,-0.38,67,52900.00,1039,1091,09:26:17
4116,301300.SZ,46.76,46.53,0.49,67,313300.00,32,21,09:26:17
4117,301325.SZ,53.92,54.07,-0.28,67,361300.00,46,16,09:26:17
4118,301591.SZ,48.21,48.13,0.17,67,323000.00,168,16,09:26:17
4119,688268.SH,63.82,64.01,-0.30,67,429200.00,133,55,09:26:17
4120,003023.SZ,23.9,23.9,0.00,67,160100.00,68,182,09:26:17
4121,300462.SZ,12.05,12.04,0.08,67,80700.00,110,125,09:26:17
4122,603182.SH,16.54,16.46,0.49,67,110800.00,131,82,09:26:17
4123,300584.SZ,44.39,44.55,-0.36,67,297400.00,511,56,09:26:17
4124,605138.SH,7.61,7.61,0.00,67,51000.00,127,79,09:26:16
4125,002963.SZ,15.75,15.75,0.00,67,105500.00,68,93,09:26:17
4126,688201.SH,15.77,15.78,-0.06,66,104400.00,294,92,09:26:16
4127,603556.SH,37.05,37.01,0.11,66,244500.00,141,33,09:26:17
4128,688618.SH,31.93,31.82,0.35,66,209800.00,29,55,09:26:16
4129,301155.SZ,72.02,72.37,-0.48,66,475300.00,42,48,09:26:17
4130,603928.SH,15.92,15.98,-0.38,66,105100.00,77,117,09:26:16
4131,688646.SH,39.55,39.89,-0.85,66,261100.00,102,107,09:26:17
4132,300105.SZ,7.55,7.54,0.13,66,49800.00,865,162,09:26:17
4133,600579.SH,9.23,9.23,0.00,66,60900.00,419,342,09:26:17
4134,300594.SZ,26.28,26.43,-0.57,66,173400.00,27,73,09:26:17
4135,301539.SZ,21.31,21.25,0.28,66,140600.00,103,68,09:26:17
4136,605288.SH,144.43,143,1.00,66,953200.00,16,7,09:26:17
4137,300908.SZ,29.2,29.28,-0.27,66,192700.00,32,24,09:26:17
4138,688507.SH,100.01,100.31,-0.30,66,660800.00,31,13,09:26:17
4139,603275.SH,48.5,48.8,-0.61,65,315300.00,251,56,09:26:16
4140,301580.SZ,52.81,52.74,0.13,65,343300.00,116,58,09:26:17
4141,603681.SH,19.95,19.96,-0.05,65,129700.00,95,116,09:26:17
4142,301057.SZ,42.89,43.18,-0.67,65,278800.00,138,54,09:26:17
4143,301051.SZ,20.19,20,0.95,65,131200.00,514,88,09:26:17
4144,300832.SZ,53.45,53.58,-0.24,65,347400.00,74,51,09:26:17
4145,002650.SZ,6.18,6.19,-0.16,65,40200.00,326,569,09:26:17
4146,002572.SZ,14.68,14.67,0.07,65,95400.00,393,144,09:26:17
4147,300761.SZ,20.13,20.13,0.00,65,130800.00,289,16,09:26:17
4148,001301.SZ,76.56,76.31,0.33,65,497600.00,18,32,09:26:17
4149,300521.SZ,32.23,32.31,-0.25,65,209500.00,48,109,09:26:17
4150,688778.SH,83.59,83.32,0.32,65,546800.00,18,49,09:26:16
4151,002136.SZ,13.16,13.17,-0.08,65,85500.00,178,94,09:26:17
4152,002186.SZ,12.29,12.32,-0.24,65,79900.00,212,193,09:26:17
4153,603348.SH,20.52,20.51,0.05,65,133400.00,93,71,09:26:17
4154,300917.SZ,41.74,41.79,-0.12,65,271300.00,127,61,09:26:17
4155,688272.SH,31.86,32.02,-0.50,65,206800.00,35,95,09:26:16
4156,300956.SZ,18,18.03,-0.17,64,115200.00,182,84,09:26:17
4157,002737.SZ,14.24,14.22,0.14,64,91100.00,608,139,09:26:17
4158,300406.SZ,13.32,13.32,0.00,64,85200.00,87,223,09:26:17
4159,001336.SZ,28.03,28.08,-0.18,64,179400.00,59,44,09:26:17
4160,605099.SH,40.21,40.6,-0.96,64,257300.00,43,46,09:26:17
4161,688372.SH,125,125.19,-0.15,64,799100.00,49,22,09:26:17
4162,603527.SH,10.81,10.85,-0.37,64,69200.00,101,275,09:26:16
4163,603511.SH,15.81,15.81,0.00,64,101200.00,16,304,09:26:17
4164,002902.SZ,21.25,21.28,-0.14,64,136000.00,548,62,09:26:17
4165,688529.SH,20.89,20.85,0.19,64,133700.00,71,18,09:26:16
4166,688178.SH,25.35,25.22,0.52,64,162200.00,49,115,09:26:16
4167,688480.SH,79.74,79.7,0.05,64,513600.00,37,25,09:26:16
4168,688578.SH,96.26,95.88,0.40,64,615400.00,29,18,09:26:17
4169,000020.SZ,15.42,15.43,-0.06,64,98700.00,511,92,09:26:17
4170,603639.SH,14.18,14.16,0.14,64,90800.00,334,56,09:26:16
4171,688668.SH,156.16,156.97,-0.52,63,978200.00,12,31,09:26:16
4172,002892.SZ,12.66,12.66,0.00,63,79800.00,1080,102,09:26:17
4173,002184.SZ,13.24,13.24,0.00,63,83400.00,70,440,09:26:17
4174,603139.SH,24.18,24.24,-0.25,63,152300.00,141,66,09:26:17
4175,601026.SH,19.9,19.89,0.05,63,125400.00,191,151,09:26:16
4176,688591.SH,42.88,42.81,0.16,63,271300.00,482,82,09:26:16
4177,301533.SZ,37.54,37.55,-0.03,63,236500.00,259,57,09:26:17
4178,002399.SZ,12.4,12.39,0.08,63,78100.00,33,211,09:26:17
4179,605388.SH,7.08,7.07,0.14,63,44600.00,325,1116,09:26:16
4180,603538.SH,21.31,21.4,-0.42,63,134300.00,94,105,09:26:16
4181,300535.SZ,21.69,21.59,0.46,63,136600.00,39,72,09:26:17
4182,002205.SZ,14.75,14.73,0.14,63,92900.00,133,27,09:26:17
4183,688080.SH,58.35,58.35,0.00,63,367600.00,44,420,09:26:16
4184,603178.SH,17.63,17.63,0.00,63,111100.00,130,93,09:26:17
4185,300705.SZ,15.51,15.5,0.06,62,96200.00,169,364,09:26:17
4186,002912.SZ,31.76,31.78,-0.06,62,196900.00,84,101,09:26:17
4187,600379.SH,12.88,12.88,0.00,62,79900.00,423,315,09:26:17
4188,000550.SZ,17.98,17.96,0.11,62,111500.00,177,137,09:26:17
4189,605189.SH,15.68,15.69,-0.06,62,97200.00,114,460,09:26:17
4190,605050.SH,13.29,13.29,0.00,62,82400.00,239,295,09:26:17
4191,002993.SZ,48.2,48.3,-0.21,62,298800.00,73,40,09:26:17
4192,301167.SZ,18.54,18.53,0.05,62,114900.00,518,17,09:26:17
4193,000731.SZ,6.9,6.92,-0.29,62,42800.00,531,862,09:26:17
4194,603886.SH,13.78,13.77,0.07,62,85400.00,235,179,09:26:17
4195,300720.SZ,32.35,32.21,0.43,62,200600.00,94,68,09:26:17
4196,603089.SH,14,14.01,-0.07,61,85400.00,113,56,09:26:16
4197,000921.SZ,24.15,24.21,-0.25,61,147300.00,138,57,09:26:17
4198,002058.SZ,23.2,23.03,0.74,61,141500.00,88,140,09:26:17
4199,688671.SH,24.86,24.88,-0.08,61,152200.00,80,159,09:26:16
4200,003043.SZ,53.24,53.3,-0.11,61,324800.00,21,80,09:26:17
4201,688079.SH,13.29,13.2,0.68,61,81700.00,238,310,09:26:17
4202,300835.SZ,77.17,77.14,0.04,61,470700.00,41,23,09:26:17
4203,300854.SZ,23.68,23.56,0.51,61,144400.00,24,30,09:26:17
4204,300962.SZ,17.5,17.52,-0.11,61,106800.00,469,127,09:26:17
4205,688563.SH,70.79,70.79,0.00,61,434700.00,89,193,09:26:16
4206,002982.SZ,14.65,14.65,0.00,61,89400.00,95,101,09:26:17
4207,003026.SZ,33.88,34.01,-0.38,61,206700.00,34,36,09:26:17
4208,300935.SZ,37.68,37.68,0.00,61,229800.00,25,15,09:26:17
4209,688455.SH,23.9,23.86,0.17,60,143800.00,360,45,09:26:16
4210,301687.SZ,59.26,59.13,0.22,60,355600.00,25,73,09:26:17
4211,301206.SZ,27.61,27.68,-0.25,60,165700.00,50,184,09:26:17
4212,301137.SZ,51.1,51.26,-0.31,60,306600.00,20,12,09:26:17
4213,688522.SH,41.21,41.14,0.17,60,248700.00,247,148,09:26:16
4214,603171.SH,69.5,69.52,-0.03,60,417000.00,24,103,09:26:16
4215,688189.SH,8.74,8.75,-0.11,60,52200.00,500,427,09:26:16
4216,002722.SZ,16.07,16.02,0.31,60,96400.00,94,163,09:26:17
4217,301100.SZ,21.1,21.11,-0.05,60,126600.00,41,29,09:26:17
4218,688333.SH,105.77,105.76,0.01,60,630600.00,19,16,09:26:17
4219,300550.SZ,14.36,14.43,-0.49,60,86200.00,89,77,09:26:17
4220,000513.SZ,35.51,35.59,-0.22,60,213100.00,226,27,09:26:17
4221,000869.SZ,21.06,20.94,0.57,60,126400.00,385,97,09:26:17
4222,688015.SH,25.51,25.41,0.39,60,153400.00,66,92,09:26:17
4223,688332.SH,135.85,136.54,-0.51,60,817400.00,42,59,09:26:17
4224,603057.SH,27.89,27.9,-0.04,60,167300.00,57,87,09:26:17
4225,002331.SZ,9.36,9.39,-0.32,60,56200.00,453,252,09:26:17
4226,300939.SZ,35.61,35.68,-0.20,59,210100.00,208,20,09:26:17
4227,300691.SZ,17.6,17.59,0.06,59,103800.00,34,170,09:26:17
4228,301238.SZ,20.63,20.61,0.10,59,121700.00,192,73,09:26:17
4229,688153.SH,38.35,38.45,-0.26,59,224600.00,74,50,09:26:16
4230,002825.SZ,10.91,10.93,-0.18,59,64400.00,1396,252,09:26:17
4231,300693.SZ,38.22,38.18,0.10,59,225500.00,37,146,09:26:17
4232,300557.SZ,35.6,35.78,-0.50,59,210000.00,44,109,09:26:17
4233,688219.SH,12.42,12.42,0.00,59,73700.00,264,72,09:26:16
4234,001289.SZ,15.52,15.51,0.06,59,91600.00,139,145,09:26:17
4235,603800.SH,39.32,39.32,0.00,58,228100.00,148,37,09:26:16
4236,001233.SZ,76.99,76.98,0.01,58,446500.00,18,87,09:26:17
4237,600861.SH,18.61,18.69,-0.43,58,107900.00,131,16,09:26:17
4238,300631.SZ,28.93,28.9,0.10,58,167800.00,34,37,09:26:17
4239,002900.SZ,12.45,12.43,0.16,58,72200.00,47,192,09:26:17
4240,688349.SH,26.95,27,-0.19,58,155100.00,185,56,09:26:16
4241,688330.SH,47.09,47.42,-0.70,58,275000.00,38,26,09:26:16
4242,600835.SH,28.1,28.09,0.04,58,163000.00,90,448,09:26:17
4243,300220.SZ,16.19,16.27,-0.49,58,93900.00,123,294,09:26:17
4244,301662.SZ,177.15,178.64,-0.83,58,1027500.00,10,5,09:26:17
4245,688376.SH,65.18,64.92,0.40,58,379000.00,78,49,09:26:16
4246,600148.SH,20.69,20.66,0.15,58,120000.00,52,100,09:26:17
4247,688605.SH,66.26,66.11,0.23,57,378400.00,30,32,09:26:16
4248,002962.SZ,15.66,15.66,0.00,57,89300.00,64,777,09:26:17
4249,001308.SZ,21.81,21.79,0.09,57,124300.00,206,19,09:26:17
4250,603307.SH,42.33,42.3,0.07,57,241300.00,92,22,09:26:16
4251,301116.SZ,11.76,11.76,0.00,57,67000.00,292,231,09:26:17
4252,301339.SZ,15.11,15.13,-0.13,57,86100.00,181,66,09:26:17
4253,002816.SZ,25.18,25.06,0.48,57,143500.00,76,467,09:26:17
4254,603808.SH,10.51,10.45,0.57,57,59900.00,126,370,09:26:17
4255,002381.SZ,7.11,7.12,-0.14,57,40500.00,800,98,09:26:17
4256,603350.SH,38.6,38.36,0.63,57,220000.00,54,51,09:26:17
4257,000828.SZ,11.01,10.97,0.36,57,62800.00,236,2678,09:26:17
4258,300225.SZ,5.06,5.06,0.00,57,28800.00,1927,1116,09:26:17
4259,300018.SZ,12.26,12.32,-0.49,56,68700.00,297,84,09:26:17
4260,600285.SH,22.11,22.07,0.18,56,123800.00,130,122,09:26:16
4261,603633.SH,9.370000000000001,9.36,0.11,56,52500.00,476,196,09:26:16
4262,002978.SZ,36.07,36.07,0.00,56,202000.00,121,81,09:26:17
4263,603197.SH,36.08,36.12,-0.11,56,202000.00,57,94,09:26:17
4264,688759.SH,43.28,43.55,-0.62,56,244500.00,31,22,09:26:16
4265,603416.SH,56.08,56.27,-0.34,56,312000.00,38,29,09:26:16
4266,603222.SH,8.94,8.98,-0.45,56,50100.00,155,201,09:26:16
4267,301028.SZ,14.8,14.79,0.07,56,82900.00,94,137,09:26:17
4268,688615.SH,246.93,248,-0.43,56,1382100.00,10,42,09:26:17
4269,603135.SH,11.94,11.95,-0.08,56,66900.00,39,290,09:26:17
4270,688511.SH,28.7,28.58,0.42,56,160300.00,84,73,09:26:16
4271,301220.SZ,38.4,38.34,0.16,55,211200.00,49,101,09:26:17
4272,300387.SZ,9.290000000000001,9.3,-0.11,55,51100.00,332,111,09:26:17
4273,688665.SH,52.29,52.25,0.08,55,285800.00,72,20,09:26:16
4274,002768.SZ,50.32,50.69,-0.73,55,276800.00,9,38,09:26:17
4275,301048.SZ,11.65,11.6,0.43,55,64100.00,203,558,09:26:17
4276,603262.SH,28.02,27.97,0.18,55,154100.00,24,116,09:26:16
4277,300293.SZ,20.75,20.71,0.19,55,114100.00,54,54,09:26:17
4278,301113.SZ,26.71,26.73,-0.07,55,146900.00,57,38,09:26:17
4279,688588.SH,14.4,14.4,0.00,54,77800.00,223,152,09:26:17
4280,300486.SZ,22.13,22.12,0.05,54,119500.00,291,24,09:26:17
4281,603203.SH,38.33,38.34,-0.03,54,207000.00,271,223,09:26:16
4282,605303.SH,18.5,18.49,0.05,54,99900.00,92,62,09:26:17
4283,300357.SZ,27.82,27.83,-0.04,54,150200.00,63,93,09:26:17
4284,688788.SH,75.27,76.03,-1.00,54,406200.00,57,106,09:26:16
4285,603489.SH,29.46,29.33,0.44,54,159100.00,62,61,09:26:17
4286,002950.SZ,11.1,11.08,0.18,53,58800.00,72,98,09:26:17
4287,688539.SH,46.6,46.89,-0.62,53,247000.00,271,487,09:26:17
4288,603298.SH,28.67,28.8,-0.45,53,152000.00,12,115,09:26:16
4289,688602.SH,8.5,8.49,0.12,53,45400.00,318,581,09:26:16
4290,603217.SH,25.98,25.98,0.00,53,137700.00,75,84,09:26:16
4291,605499.SH,269.09,270.73,-0.61,53,1426200.00,16,45,09:26:16
4292,603180.SH,21.29,21.1,0.90,53,112800.00,102,76,09:26:16
4293,688411.SH,220.53,221.12,-0.27,53,1177900.00,41,15,09:26:17
4294,603260.SH,49.33,49.5,-0.34,53,261400.00,26,65,09:26:17
4295,300508.SZ,42.85,43.03,-0.42,53,227100.00,23,18,09:26:17
4296,300717.SZ,21.72,21.7,0.09,53,115100.00,103,141,09:26:17
4297,300891.SZ,9.64,9.64,0.00,53,51100.00,132,49,09:26:17
4298,002869.SZ,22.83,22.95,-0.52,53,121000.00,208,61,09:26:17
4299,002990.SZ,27.65,27.74,-0.32,53,146500.00,90,44,09:26:17
4300,300501.SZ,15.72,15.78,-0.38,53,83300.00,52,50,09:26:17
4301,301295.SZ,33.92,33.91,0.03,52,176400.00,87,42,09:26:17
4302,300551.SZ,17.18,17.29,-0.64,52,89300.00,247,103,09:26:17
4303,688065.SH,54.22,54.25,-0.06,52,281300.00,24,25,09:26:16
4304,000668.SZ,14.49,14.5,-0.07,52,75300.00,172,355,09:26:17
4305,300161.SZ,32.34,32.39,-0.15,52,168200.00,74,256,09:26:17
4306,688305.SH,59.7,59.72,-0.03,52,310000.00,33,56,09:26:16
4307,600979.SH,4.58,4.57,0.22,52,23800.00,3035,2669,09:26:16
4308,688679.SH,46.82,46.9,-0.17,52,241100.00,40,136,09:26:17
4309,301565.SZ,24.57,24.52,0.20,52,127800.00,255,55,09:26:17
4310,603519.SH,13.72,13.74,-0.15,52,71300.00,226,139,09:26:16
4311,300980.SZ,33.89,34,-0.32,52,176200.00,39,87,09:26:17
4312,603215.SH,20.55,20.51,0.20,52,106900.00,94,112,09:26:17
4313,603611.SH,23.93,23.92,0.04,51,122000.00,170,243,09:26:17
4314,300888.SZ,35.37,35.4,-0.08,51,180400.00,146,89,09:26:17
4315,605258.SH,34.05,33.87,0.53,51,173700.00,680,28,09:26:17
4316,300756.SZ,49.4,49.19,0.43,51,251900.00,257,16,09:26:17
4317,688059.SH,99.43,99.43,0.00,51,508800.00,72,27,09:26:17
4318,688395.SH,27.14,27.01,0.48,51,138800.00,69,97,09:26:16
4319,002679.SZ,11.95,11.95,0.00,51,60900.00,125,110,09:26:17
4320,002265.SZ,24.58,24.57,0.04,51,125400.00,79,249,09:26:17
4321,600132.SH,55.01,55.1,-0.16,51,280600.00,124,32,09:26:16
4322,301585.SZ,32.06,32.09,-0.09,51,163500.00,63,78,09:26:17
4323,688314.SH,39.33,39.36,-0.08,51,199100.00,90,19,09:26:17
4324,002997.SZ,35,35.08,-0.23,51,178700.00,45,295,09:26:17
4325,688029.SH,82.57000000000001,82.38,0.23,50,409800.00,98,19,09:26:16
4326,688301.SH,123.11,123.89,-0.63,50,618600.00,34,67,09:26:16
4327,603061.SH,274.92,278.8,-1.39,50,1374600.00,225,18,09:26:16
4328,300625.SZ,13.12,13.08,0.31,50,65600.00,67,233,09:26:17
4329,600178.SH,12.52,12.49,0.24,50,62600.00,135,189,09:26:16
4330,600211.SH,42.89,42.81,0.19,50,215700.00,61,227,09:26:17
4331,301459.SZ,43.51,43.43,0.18,50,217600.00,34,21,09:26:17
4332,301508.SZ,33.28,33.19,0.27,50,166400.00,97,101,09:26:17
4333,605169.SH,13.33,13.33,0.00,50,66700.00,121,126,09:26:16
4334,600645.SH,25.81,25.84,-0.12,50,129100.00,225,145,09:26:16
4335,688711.SH,30.7,30.85,-0.49,50,152600.00,77,223,09:26:17
4336,300911.SZ,37.46,37.54,-0.21,50,187300.00,98,58,09:26:17
4337,300652.SZ,51.79,51.69,0.19,50,259000.00,37,43,09:26:17
4338,300547.SZ,35.23,35.28,-0.14,50,176200.00,42,55,09:26:17
4339,603055.SH,9.31,9.32,-0.11,50,46600.00,88,476,09:26:16
4340,301023.SZ,47.02,47.25,-0.49,50,235100.00,37,24,09:26:17
4341,001219.SZ,15.07,15.1,-0.20,50,75400.00,801,205,09:26:17
4342,688677.SH,48.98,48.8,0.37,50,244900.00,48,107,09:26:16
4343,002430.SZ,30.91,31,-0.29,50,154600.00,190,261,09:26:17
4344,000504.SZ,8.950000000000001,8.93,0.22,50,44800.00,344,288,09:26:17
4345,301234.SZ,42.03,42.01,0.05,50,210200.00,70,28,09:26:17
4346,603656.SH,24,23.99,0.04,49,117600.00,109,125,09:26:17
4347,688052.SH,175,175.73,-0.42,49,866100.00,58,17,09:26:17
4348,301491.SZ,56.61,56.71,-0.18,49,278100.00,73,62,09:26:17
4349,301065.SZ,24.32,24.32,0.00,49,119200.00,148,62,09:26:17
4350,300019.SZ,21.32,21.33,-0.05,49,104500.00,51,75,09:26:17
4351,001872.SZ,19.85,19.85,0.00,49,97300.00,126,159,09:26:17
4352,603568.SH,26.15,26.18,-0.11,49,128100.00,50,28,09:26:16
4353,301632.SZ,24.31,24.33,-0.08,49,119100.00,38,123,09:26:17
4354,003006.SZ,21.73,21.8,-0.32,49,106500.00,149,621,09:26:17
4355,603207.SH,30.26,30.26,0.00,49,148300.00,152,25,09:26:17
4356,688317.SH,21.28,21.3,-0.09,49,104300.00,71,314,09:26:16
4357,002676.SZ,8.09,8.1,-0.12,49,39600.00,376,836,09:26:17
4358,301278.SZ,39.12,39.19,-0.18,49,191700.00,28,63,09:26:17
4359,600232.SH,8.94,8.92,0.22,48,42900.00,281,143,09:26:16
4360,301093.SZ,85.61,86.31,-0.81,48,410900.00,61,18,09:26:17
4361,603316.SH,13.93,13.99,-0.43,48,66900.00,391,165,09:26:17
4362,300870.SZ,236.65,238.42,-0.74,48,1135900.00,42,25,09:26:17
4363,605166.SH,11.06,11.06,0.00,48,53100.00,315,115,09:26:17
4364,300966.SZ,21.9,21.73,0.78,48,105100.00,389,22,09:26:17
4365,600218.SH,10.67,10.67,0.00,48,51200.00,164,315,09:26:16
4366,603059.SH,40.7,41.06,-0.88,48,195400.00,34,27,09:26:16
4367,002125.SZ,13.71,13.69,0.15,47,64400.00,231,120,09:26:17
4368,002232.SZ,19,19,0.00,47,89300.00,74,353,09:26:17
4369,600389.SH,24.75,24.85,-0.40,47,116300.00,75,115,09:26:16
4370,688612.SH,31.11,31.17,-0.19,47,146200.00,237,29,09:26:17
4371,688670.SH,20.06,20.01,0.25,47,93800.00,131,74,09:26:16
4372,002134.SZ,23.36,23.36,0.00,47,109800.00,77,68,09:26:17
4373,688298.SH,24.89,24.83,0.24,47,117300.00,115,50,09:26:17
4374,301191.SZ,113.85,113.85,0.00,47,535100.00,20,22,09:26:17
4375,688433.SH,85.60000000000001,84.25,1.60,47,403200.00,17,31,09:26:16
4376,603082.SH,37.8,37.95,-0.40,47,177700.00,68,27,09:26:16
4377,688076.SH,34.63,34.63,0.00,46,159900.00,202,379,09:26:16
4378,002870.SZ,39.42,39.61,-0.48,46,181300.00,88,253,09:26:17
4379,301132.SZ,36.58,36.62,-0.11,46,168300.00,42,46,09:26:17
4380,301311.SZ,18.91,18.91,0.00,46,87000.00,108,154,09:26:17
4381,300546.SZ,24.37,24.47,-0.41,46,112100.00,95,121,09:26:17
4382,688807.SH,199,201.8,-1.39,46,909400.00,13,26,09:26:17
4383,301368.SZ,63.62,63.89,-0.42,46,292700.00,29,35,09:26:17
4384,002975.SZ,76.88,76.97,-0.12,46,353600.00,233,34,09:26:17
4385,603238.SH,18.71,18.74,-0.16,46,86100.00,43,66,09:26:17
4386,301027.SZ,18.8,18.81,-0.05,46,86500.00,176,35,09:26:17
