排名,股票代码,最新价,昨收价,涨跌幅(%),竞价量,竞价额,买盘,卖盘,时间
1,300182.SZ,9.46,8.45,11.95,397167,375720000.00,778,32623,09:26:17
2,002506.SZ,5.27,5.26,0.19,376889,198620700.00,56225,23139,09:26:17
3,000711.SZ,2.61,2.71,-3.69,269557,70354300.00,301627,20108,09:26:17
4,300017.SZ,19.3,18.68,3.32,236536,456514500.00,58258,2502,09:26:17
5,002323.SZ,2.29,2.16,6.02,222135,50868900.00,48047,28578,09:26:17
6,600715.SH,2.6,2.61,-0.38,162508,42252100.00,3926,25953,09:26:16
7,603980.SH,8.35,7.93,5.30,131873,110113600.00,467,987,09:26:16
8,002723.SZ,11.62,10.56,10.04,128192,148959100.00,2056,0,09:26:17
9,000638.SZ,1.81,1.9,-4.74,125709,22753300.00,27809,965,09:26:17
10,000839.SZ,3.21,3.27,-1.83,123291,39576400.00,11666,42147,09:26:17
11,002455.SZ,14.51,13.48,7.64,122053,177098700.00,7891,1362,09:26:17
12,603466.SH,11.84,10.96,8.03,121211,143513800.00,357,25115,09:26:17
13,300251.SZ,26.1,25.56,2.11,108422,282981400.00,243,273,09:26:17
14,001330.SZ,13.72,12.47,10.02,98750,135485000.00,494367,0,09:26:17
15,601599.SH,5.59,5.64,-0.89,96834,54130200.00,1412,24837,09:26:17
16,300364.SZ,43.52,42.34,2.79,96586,420343700.00,2905,73,09:26:17
17,002131.SZ,8.31,8.35,-0.48,93733,77892200.00,15691,8192,09:26:17
18,600589.SH,12.6,11.45,10.04,91741,115593700.00,1228769,0,09:26:17
19,000056.SZ,2.28,2.41,-5.39,89281,20356200.00,16386,4205,09:26:17
20,002429.SZ,11.9,11.37,4.66,79439,94532400.00,677,3547,09:26:17
21,300277.SZ,16,18.08,-11.50,72246,115593900.00,5320,524,09:26:17
22,002739.SZ,13.14,13.87,-5.26,72069,94698700.00,500,1862,09:26:17
23,300058.SZ,19.3,19.62,-1.63,69321,133789600.00,1441,440,09:26:17
24,002292.SZ,10.69,10.88,-1.75,66730,71334400.00,7384,676,09:26:17
25,300133.SZ,10.41,11.23,-7.30,66600,69330600.00,3320,9498,09:26:17
26,600986.SH,13.9,13.99,-0.64,58556,81392800.00,962,847,09:26:17
27,000681.SZ,31.03,30.49,1.77,57443,178245600.00,1475,403,09:26:17
28,002129.SZ,11.27,11.3,-0.27,55856,62950200.00,2638,3114,09:26:17
29,601929.SH,4.07,4.22,-3.55,53417,21740700.00,4571,10888,09:26:16
30,002624.SZ,22.52,22.47,0.22,53074,119521500.00,1473,403,09:26:17
31,000156.SZ,9.9,9.83,0.71,51216,50703800.00,299,9206,09:26:17
32,002716.SZ,14.24,14.28,-0.28,51156,72846200.00,13260,8533,09:26:17
33,600010.SH,2.59,2.61,-0.77,50615,13109300.00,260768,156749,09:26:16
34,002471.SZ,9.71,9.87,-1.62,49622,48183000.00,7903,534,09:26:17
35,600477.SH,4.16,4.2,-0.95,48728,20270800.00,19289,21574,09:26:17
36,002099.SZ,8.51,8.38,1.55,46735,39771300.00,15403,1417,09:26:17
37,300027.SZ,2.21,2.36,-6.36,45735,10107400.00,9021,12660,09:26:17
38,603000.SH,28.21,26.27,7.38,45008,126967600.00,31,2852,09:26:16
39,300315.SZ,6.43,6.5,-1.08,41248,26522500.00,4313,23032,09:26:17
40,600959.SH,4.61,4.64,-0.65,41126,18959100.00,10334,9203,09:26:16
41,600666.SH,3.87,3.87,0.00,39681,15356500.00,23626,14168,09:26:17
42,300079.SZ,6.7,6.76,-0.89,39418,26410000.00,10465,1155,09:26:17
43,000559.SZ,19.24,19.53,-1.48,39136,75296900.00,200,813,09:26:17
44,600977.SH,20.74,20.74,0.00,39057,81003600.00,2151,934,09:26:17
45,000892.SZ,9.870000000000001,8.97,10.03,38039,37544500.00,1489051,0,09:26:17
46,002302.SZ,6.66,6.72,-0.89,36951,24609400.00,209,6413,09:26:17
47,600759.SH,5.3,5.27,0.57,36937,19576600.00,5152,4868,09:26:16
48,002085.SZ,16.15,15.84,1.96,36921,59627400.00,5982,4447,09:26:17
49,002491.SZ,9.51,10,-4.90,36656,34860200.00,6609,504,09:26:17
50,301526.SZ,10.43,9.83,6.10,36555,38126900.00,7163,625,09:26:17
51,002218.SZ,7.5,7.6,-1.32,35183,26387300.00,5142,321,09:26:17
52,002027.SZ,7.48,7.48,0.00,34468,25781700.00,20974,3583,09:26:17
53,000070.SZ,17.73,16.12,9.99,34302,60817100.00,256817,0,09:26:17
54,600884.SH,15.12,15.12,0.00,34049,51482100.00,148,1434,09:26:17
55,002342.SZ,18.95,19.78,-4.20,33625,63719400.00,841,5013,09:26:17
56,600418.SH,56.35,54.61,3.19,33420,188321700.00,6889,944,09:26:16
57,601212.SH,9.72,9.81,-0.92,33381,32446300.00,3263,11118,09:26:17
58,001896.SZ,7.54,6.85,10.07,33041,24912800.00,809186,0,09:26:17
59,300383.SZ,17.54,17.76,-1.24,32610,57198800.00,6322,1101,09:26:17
60,002309.SZ,3.42,3.44,-0.58,32435,11092800.00,7925,9268,09:26:17
61,000815.SZ,15,15.53,-3.41,32314,48471600.00,73,1440,09:26:17
62,600330.SH,17.27,17.18,0.52,32230,55661200.00,1907,206,09:26:16
63,300043.SZ,7.42,7.52,-1.33,32025,23762600.00,5033,916,09:26:17
64,002519.SZ,9.47,9.89,-4.25,31741,30058700.00,2916,3172,09:26:17
65,300148.SZ,5.77,5.81,-0.69,31267,18041100.00,5358,2917,09:26:17
66,000630.SZ,7.06,7.11,-0.70,30669,21652300.00,14831,12340,09:26:17
67,002969.SZ,29.6,30.42,-2.70,29079,86074800.00,2459,192,09:26:17
68,601015.SH,4.8,4.9,-2.04,28913,13878200.00,14627,689,09:26:16
69,600871.SH,3.05,3.03,0.66,28685,8748900.00,27089,16474,09:26:16
70,300344.SZ,2.7,2.78,-2.88,28324,7647500.00,3297,8398,09:26:17
71,601360.SH,13,13.15,-1.14,28026,36433800.00,6219,1679,09:26:16
72,002235.SZ,10.75,10.71,0.37,27866,29956000.00,11856,1096,09:26:17
73,603616.SH,8.09,8.36,-3.23,27186,21993500.00,4171,1530,09:26:17
74,600814.SH,9.450000000000001,9.64,-1.97,26238,24794900.00,4852,386,09:26:17
75,002400.SZ,11.91,12.09,-1.49,26156,31151800.00,836,1664,09:26:17
76,002067.SZ,5.8,5.64,2.84,25866,15002300.00,5478,6663,09:26:17
77,600575.SH,3.5,3.42,2.34,25773,9020600.00,19488,6456,09:26:17
78,002445.SZ,2.93,2.95,-0.68,25584,7496100.00,23973,7626,09:26:17
79,000767.SZ,3.28,3.26,0.61,25297,8297400.00,18815,20029,09:26:17
80,000525.SZ,6.53,6.41,1.87,25286,16511700.00,4582,2351,09:26:17
81,603618.SH,14.28,14.64,-2.46,25260,36071300.00,2295,2015,09:26:16
82,300188.SZ,15.11,15.35,-1.56,24968,37726300.00,11716,211,09:26:17
83,600722.SH,9.31,9.4,-0.96,24925,23205200.00,4483,186,09:26:17
84,002412.SZ,7.98,8.02,-0.50,24867,19843700.00,5962,2047,09:26:17
85,000859.SZ,11.3,11.66,-3.09,24597,27794600.00,195,2961,09:26:17
86,002361.SZ,14.3,14.78,-3.25,23938,34231300.00,5034,1627,09:26:17
87,300299.SZ,7.99,7.78,2.70,23819,19031400.00,1843,1472,09:26:17
88,300459.SZ,5.32,5.34,-0.37,23366,12430700.00,5747,11870,09:26:17
89,300166.SZ,12.86,12.83,0.23,23248,29896900.00,4802,244,09:26:17
90,601005.SH,1.49,1.49,0.00,23043,3433400.00,505110,454766,09:26:17
91,600586.SH,7.29,7.45,-2.15,22875,16675900.00,4974,384,09:26:16
92,000533.SZ,11.29,11.54,-2.17,22621,25539100.00,7387,179,09:26:17
93,600105.SH,28.58,28.58,0.00,22598,64585100.00,1628,2541,09:26:17
94,301025.SZ,13.7,13.9,-1.44,22417,30711400.00,32,2872,09:26:17
95,603999.SH,8.89,8.87,0.23,22179,19717100.00,2627,12142,09:26:16
96,601595.SH,36.72,35.78,2.63,22075,81059400.00,1269,31,09:26:16
97,600157.SH,1.63,1.63,0.00,21973,3581600.00,2501804,2176369,09:26:17
98,300152.SZ,2.46,2.53,-2.77,21813,5366000.00,14321,4759,09:26:17
99,688223.SH,8.2,8.12,0.99,21591,17704500.00,4834,1560,09:26:17
100,000821.SZ,15.46,15.44,0.13,21267,32878800.00,3626,947,09:26:17
101,001217.SZ,16.35,15.14,7.99,20998,34331700.00,6975,331,09:26:17
102,600821.SH,6,5.79,3.63,20817,12490200.00,5651,1763,09:26:17
103,600487.SH,39.7,41.51,-4.36,20817,82643500.00,595,1412,09:26:16
104,002165.SZ,12.47,12.73,-2.04,20616,25707600.00,4492,454,09:26:17
105,600537.SH,3.54,3.54,0.00,20210,7154300.00,7045,2703,09:26:16
106,600545.SH,2.69,2.71,-0.74,20111,5409900.00,11148,7995,09:26:16
107,600522.SH,23.8,24.34,-2.22,20062,47747600.00,643,3024,09:26:16
108,600172.SH,8.24,8.26,-0.24,19918,16412400.00,6620,1126,09:26:16
109,000691.SZ,8.08,8.51,-5.05,19729,15941000.00,5706,75,09:26:17
110,603103.SH,40.41,40.41,0.00,19421,78480700.00,110,13,09:26:16
111,000818.SZ,23.09,23.62,-2.24,19289,44538300.00,106,3615,09:26:17
112,002438.SZ,19.86,19.4,2.37,18999,37732000.00,1398,235,09:26:17
113,600326.SH,11.2,11.45,-2.18,18965,21240800.00,1101,1430,09:26:17
114,600076.SH,4.15,4.21,-1.43,18824,7812000.00,1890,3102,09:26:16
115,603888.SH,26.99,27.23,-0.88,18789,50711500.00,2241,2348,09:26:16
116,300067.SZ,5.87,5.77,1.73,18714,10985100.00,578,5039,09:26:17
117,301231.SZ,57.79,50.69,14.01,18478,106784400.00,14,4364,09:26:17
118,002115.SZ,15.81,15.82,-0.06,18268,28881700.00,524,2931,09:26:17
119,000016.SZ,4.03,4.02,0.25,18096,7292700.00,3850,1275,09:26:17
120,601169.SH,5.46,5.45,0.18,18068,9865100.00,95259,177266,09:26:16
121,603598.SH,31.35,31.3,0.16,18016,56480200.00,1754,415,09:26:17
122,002015.SZ,12.55,12.87,-2.49,18001,22591300.00,3426,350,09:26:17
123,002181.SZ,12.71,13.23,-3.93,17896,22745800.00,114,595,09:26:17
124,002440.SZ,14.92,15.38,-2.99,17890,26691900.00,1267,93,09:26:17
125,002127.SZ,3.29,3.33,-1.20,17859,5875600.00,24805,13751,09:26:17
126,600481.SH,10.35,10.38,-0.29,17507,18119700.00,6575,1442,09:26:17
127,000838.SZ,2.69,2.69,0.00,17220,4632200.00,4150,5378,09:26:17
128,601778.SH,4.5,4.46,0.90,17146,7715700.00,4617,10199,09:26:17
129,300063.SZ,15.99,15.86,0.82,16964,27125400.00,1892,177,09:26:17
130,002185.SZ,14.03,13.85,1.30,16935,23759800.00,2402,1115,09:26:17
131,600375.SH,6.05,6.25,-3.20,16888,10217200.00,1463,10885,09:26:17
132,300291.SZ,9.68,9.9,-2.22,16753,16216900.00,1604,439,09:26:17
133,600340.SH,1.7,1.68,1.19,16659,2832000.00,33297,79634,09:26:17
134,002467.SZ,7.2,7.24,-0.55,16646,11985100.00,6954,1259,09:26:17
135,603778.SH,15.08,15.13,-0.33,16640,25092400.00,521,1384,09:26:17
136,000592.SZ,11.28,11.1,1.62,16560,18679700.00,9384,2111,09:26:17
137,002009.SZ,32.51,33.69,-3.50,15930,51788400.00,550,529,09:26:17
138,002195.SZ,10.1,10.04,0.60,15905,16064100.00,2736,2525,09:26:17
139,000725.SZ,4.31,4.32,-0.23,15876,6842600.00,120684,82092,09:26:17
140,300071.SZ,6.71,6.75,-0.59,15841,10629300.00,3291,2544,09:26:17
141,301136.SZ,19.01,17.36,9.50,15834,30100400.00,2120,76,09:26:17
142,000547.SZ,28.5,28.5,0.00,15744,44869400.00,2541,80,09:26:17
143,002655.SZ,13.79,14.08,-2.06,15608,21523400.00,259,2941,09:26:17
144,002501.SZ,2.22,2.24,-0.89,15604,3464100.00,19827,17826,09:26:17
145,000981.SZ,4.600000000000001,4.65,-1.08,15333,7053200.00,15284,21146,09:26:17
146,688818.SH,66.38,65.94,0.67,15327,101743000.00,33,25,09:26:17
147,600498.SH,42.56,43.86,-2.96,15236,64844400.00,2928,24,09:26:17
148,600556.SH,8.120000000000001,8.27,-1.81,15213,12353000.00,1956,2084,09:26:16
149,000607.SZ,5.43,5.43,0.00,15171,8237900.00,1072,997,09:26:17
150,000591.SZ,5.65,5.58,1.25,15074,8516800.00,3089,8490,09:26:17
151,600905.SH,4.1,4.09,0.24,14774,6057300.00,461358,363257,09:26:17
152,300525.SZ,13.72,13.15,4.33,14737,20219200.00,870,447,09:26:17
153,002307.SZ,4.97,5.05,-1.58,14684,7297900.00,13826,1703,09:26:17
154,600373.SH,10.19,10.29,-0.97,14632,14910000.00,230,16109,09:26:17
155,603881.SH,41.03,41.9,-2.08,14355,58898600.00,2201,14,09:26:17
156,600016.SH,3.97,3.97,0.00,14232,5650100.00,268756,259262,09:26:16
157,002354.SZ,7.65,7.66,-0.13,14182,10849200.00,1382,5775,09:26:17
158,301262.SZ,34.11,35.55,-4.05,14113,48139400.00,247,50,09:26:17
159,002517.SZ,25.3,24.42,3.60,14063,35579400.00,47,117,09:26:17
160,300418.SZ,59.77,59.78,-0.02,13814,82566300.00,338,252,09:26:17
161,300010.SZ,7.600000000000001,7.82,-2.81,13669,10388400.00,2961,2150,09:26:17
162,002630.SZ,2.59,2.56,1.17,13653,3536100.00,9789,3384,09:26:17
163,002413.SZ,14.46,14.6,-0.96,13274,19194200.00,2483,579,09:26:17
164,601398.SH,7.32,7.3,0.27,13255,9702700.00,37912,57383,09:26:17
165,601921.SH,8.65,8.86,-2.37,13218,11433600.00,2787,2423,09:26:17
166,000608.SZ,3.8,3.78,0.53,13072,4967400.00,8488,269,09:26:17
167,300393.SZ,10.07,9.98,0.90,13044,13135300.00,1766,661,09:26:17
168,002343.SZ,8.2,8.5,-3.53,13003,10662500.00,1087,462,09:26:17
169,600633.SH,16,16.18,-1.11,12968,20748800.00,1024,812,09:26:17
170,603968.SH,15,14.25,5.26,12793,19189500.00,186,1749,09:26:16
171,601288.SH,6.73,6.73,0.00,12427,8363400.00,30805,30205,09:26:16
172,000829.SZ,10.97,11.2,-2.05,12423,13628000.00,304,1894,09:26:17
173,300039.SZ,6.52,6.53,-0.15,12238,7979200.00,4878,8380,09:26:17
174,600126.SH,8.950000000000001,9.03,-0.89,12208,10926200.00,3756,652,09:26:16
175,002437.SZ,3.46,3.48,-0.57,12178,4213600.00,20509,13806,09:26:17
176,002210.SZ,3.28,3.31,-0.91,12047,3951400.00,9016,5708,09:26:17
177,002155.SZ,33.98,33.96,0.06,12018,40837200.00,1718,597,09:26:17
178,000802.SZ,5.03,5.26,-4.37,11990,6031000.00,1410,1319,09:26:17
179,601969.SH,11.79,12.08,-2.40,11959,14099700.00,2173,1055,09:26:16
180,000656.SZ,1.43,1.44,-0.69,11906,1702600.00,418444,640399,09:26:17
181,603188.SH,5.94,6.01,-1.16,11850,7038900.00,1052,2126,09:26:16
182,000560.SZ,3.38,3.41,-0.88,11773,3979300.00,14346,4182,09:26:17
183,002717.SZ,1.68,1.68,0.00,11744,1973000.00,29757,29404,09:26:17
184,002465.SZ,17.78,17.63,0.85,11693,20790200.00,289,3485,09:26:17
185,002340.SZ,8.700000000000001,8.64,0.69,11665,10148600.00,6127,7278,09:26:17
186,002092.SZ,7.22,7.22,0.00,11605,8378800.00,5436,634,09:26:17
187,300144.SZ,9.23,9.32,-0.97,11583,10691100.00,5342,1634,09:26:17
188,300749.SZ,26.09,25.72,1.44,11478,29946100.00,2253,180,09:26:17
189,300164.SZ,11.47,11.74,-2.30,11278,12935600.00,421,786,09:26:17
190,000099.SZ,20.7,20.29,2.02,11263,23314400.00,115,6837,09:26:17
191,600637.SH,11.8,11.94,-1.17,11234,13256100.00,672,1718,09:26:16
192,002425.SZ,4.15,4.15,0.00,11232,4661300.00,2987,1780,09:26:17
193,000917.SZ,11.27,11.4,-1.14,11183,12603200.00,1901,624,09:26:17
194,002565.SZ,16.1,16.55,-2.72,11172,17986900.00,5987,83,09:26:17
195,601818.SH,3.35,3.35,0.00,11087,3714100.00,467380,634688,09:26:16
196,603959.SH,6.8,6.92,-1.73,10774,7326300.00,1635,168,09:26:17
197,300296.SZ,7.3,7.37,-0.95,10746,7844600.00,2207,1375,09:26:17
198,002079.SZ,11.92,11.94,-0.17,10731,12791400.00,2772,1274,09:26:17
199,601668.SH,5.08,5.08,0.00,10638,5404100.00,136023,106332,09:26:16
200,002291.SZ,8.540000000000001,8.51,0.35,10637,9084000.00,2061,4123,09:26:17
201,600392.SH,28.39,28.48,-0.32,10609,30119000.00,884,581,09:26:16
202,600875.SH,30.66,31.17,-1.64,10554,32358600.00,243,65,09:26:17
203,300044.SZ,7.29,7.25,0.55,10480,7639900.00,1034,785,09:26:17
204,300912.SZ,41.51,43,-3.47,10441,43340600.00,246,16,09:26:17
205,002149.SZ,50.54,49.31,2.49,10360,52357600.00,371,55,09:26:17
206,601899.SH,38.6,38.81,-0.54,10338,39904700.00,243,63,09:26:17
207,601390.SH,5.47,5.46,0.18,10297,5632500.00,27459,57109,09:26:16
208,600696.SH,2.04,2.02,0.99,10294,2100000.00,3239,2899,09:26:17
209,002555.SZ,26.2,26.19,0.04,10217,26767700.00,1095,891,09:26:17
210,600207.SH,5.48,5.61,-2.32,10137,5555100.00,389,3915,09:26:16
211,002112.SZ,24.47,25.16,-2.74,10021,24521300.00,1250,127,09:26:17
212,002196.SZ,16.9,17.45,-3.15,10016,16927000.00,359,942,09:26:17
213,600176.SH,24,23.32,2.92,9990,23976000.00,638,404,09:26:16
214,002607.SZ,2.92,2.95,-1.02,9964,2909500.00,39792,11751,09:26:17
215,603601.SH,11,11,0.00,9939,10932900.00,2541,141,09:26:16
216,601868.SH,2.41,2.4,0.42,9931,2393400.00,1227397,1497358,09:26:17
217,000002.SZ,4.88,4.88,0.00,9830,4797000.00,17122,19978,09:26:17
218,601098.SH,11.25,11.43,-1.57,9752,10971200.00,2071,992,09:26:17
219,601096.SH,5.850000000000001,5.92,-1.18,9741,5698500.00,3442,1559,09:26:16
220,002306.SZ,2.22,2.2,0.91,9673,2147400.00,3089,12568,09:26:17
221,002806.SZ,16.08,16.1,-0.12,9651,15519000.00,509,706,09:26:17
222,002905.SZ,14.67,15.04,-2.46,9645,14149200.00,335,1497,09:26:17
223,300008.SZ,8.9,8.95,-0.56,9577,8523500.00,3329,1114,09:26:17
224,600383.SH,3.42,3.44,-0.58,9529,3258900.00,28372,7493,09:26:17
225,300061.SZ,11.49,11.27,1.95,9494,10908600.00,332,522,09:26:17
226,600667.SH,9.5,9.66,-1.66,9436,8964200.00,1239,4651,09:26:17
227,600795.SH,4.66,4.65,0.22,9415,4387400.00,54297,71495,09:26:17
228,002562.SZ,7.5,7.61,-1.45,9283,6962300.00,5000,135,09:26:17
229,603328.SH,12.25,12.35,-0.81,9269,11354500.00,1595,394,09:26:17
230,300413.SZ,28,28.5,-1.75,9202,25765600.00,404,2094,09:26:17
231,300528.SZ,27.55,29.46,-6.48,9175,25277100.00,666,364,09:26:17
232,000100.SZ,4.82,4.83,-0.21,9105,4388600.00,38923,35516,09:26:17
233,600683.SH,6.4,6.68,-4.19,9052,5793300.00,1924,263,09:26:16
234,300932.SZ,13.98,13.71,1.97,8959,12524700.00,86,10477,09:26:17
235,001696.SZ,21.17,20.68,2.37,8872,18782000.00,65,1633,09:26:17
236,300369.SZ,8.85,8.9,-0.56,8830,7814600.00,2780,1480,09:26:17
237,002575.SZ,8.1,8.3,-2.41,8828,7150700.00,2431,898,09:26:17
238,002556.SZ,6.53,6.38,2.35,8691,5675200.00,3088,3027,09:26:17
239,600550.SH,15.32,15.58,-1.67,8647,13247200.00,1650,740,09:26:16
240,002712.SZ,7.03,7.03,0.00,8637,6071800.00,501,2422,09:26:17
241,600482.SH,30,29.85,0.50,8548,25644000.00,62,1205,09:26:16
242,300253.SZ,11.36,11.3,0.53,8478,9631000.00,847,1262,09:26:17
243,600293.SH,3.7,3.73,-0.80,8400,3108000.00,2081,1628,09:26:17
244,002628.SZ,4.57,4.61,-0.87,8354,3817800.00,3553,563,09:26:17
245,002207.SZ,11.06,10.87,1.75,8353,9238400.00,1537,59,09:26:17
246,002995.SZ,29.08,30.6,-4.97,8312,24171300.00,320,83,09:26:17
247,600751.SH,4.350000000000001,4.32,0.69,8286,3604400.00,1738,4650,09:26:17
248,600770.SH,6.82,6.88,-0.87,8181,5579400.00,2980,833,09:26:17
249,601933.SH,4.45,4.47,-0.45,8172,3636500.00,17865,9536,09:26:17
250,002358.SZ,7.83,7.7,1.69,8156,6386100.00,904,4697,09:26:17
251,601949.SH,7.49,7.63,-1.83,8122,6083400.00,3334,294,09:26:16
252,300217.SZ,6.350000000000001,6.26,1.44,8023,5094600.00,621,4870,09:26:17
253,600843.SH,11.63,11.29,3.01,8009,9314500.00,167,5778,09:26:16
254,000571.SZ,7.15,7.14,0.14,7924,5665500.00,5846,875,09:26:17
255,002410.SZ,14.16,13.84,2.31,7708,10914500.00,1618,759,09:26:17
256,002600.SZ,15.29,15.3,-0.07,7678,11739700.00,668,820,09:26:17
257,600136.SH,1.86,1.84,1.09,7676,1427700.00,15272,21277,09:26:17
258,000995.SZ,16.89,17.03,-0.82,7648,12917500.00,784,120,09:26:17
259,600740.SH,4.44,4.46,-0.45,7594,3371700.00,6335,3082,09:26:16
260,300986.SZ,33.51,34.21,-2.05,7557,25321900.00,2659,54,09:26:17
261,688981.SH,114,116.2,-1.89,7556,86133000.00,199,202,09:26:17
262,002219.SZ,2.41,2.41,0.00,7548,1819100.00,68841,39953,09:26:17
263,002702.SZ,7.33,7.24,1.24,7509,5504100.00,3275,2565,09:26:17
264,002640.SZ,4.05,4.08,-0.74,7465,3023300.00,9800,3508,09:26:17
265,002936.SZ,1.93,1.93,0.00,7436,1435100.00,704574,556121,09:26:17
266,601665.SH,5.88,5.87,0.17,7355,4324700.00,17463,8125,09:26:17
267,300170.SZ,25,25.22,-0.87,7346,18365000.00,35,756,09:26:17
268,002050.SZ,52.6,53.3,-1.31,7332,38566300.00,315,278,09:26:17
269,002424.SZ,4.39,4.3,2.09,7296,3202900.00,137,10643,09:26:17
270,600221.SH,1.73,1.73,0.00,7264,1256700.00,1350958,1064862,09:26:16
271,003029.SZ,25.93,26.48,-2.08,7249,18796700.00,1943,1157,09:26:17
272,300398.SZ,27.81,28.16,-1.24,7223,20087200.00,1517,179,09:26:17
273,300766.SZ,46.48,47.3,-1.73,7180,33372600.00,719,128,09:26:17
274,601012.SH,18.8,18.81,-0.05,7124,13393100.00,1298,2745,09:26:16
275,002151.SZ,44.6,44.08,1.18,7088,31612500.00,1815,623,09:26:17
276,300798.SZ,9.9,9.87,0.30,7087,7016100.00,1999,614,09:26:17
277,000582.SZ,9.94,9.89,0.51,7023,6980600.00,2168,3215,09:26:17
278,002072.SZ,7.86,7.91,-0.63,7010,5509900.00,4099,525,09:26:17
279,002842.SZ,32.1,31.83,0.85,6986,22425100.00,777,123,09:26:17
280,600410.SH,21.57,21.73,-0.74,6976,15047200.00,773,755,09:26:17
281,688387.SH,16.2,16.05,0.93,6972,11295100.00,213,1818,09:26:16
282,000801.SZ,16.6,16.17,2.66,6871,11405900.00,511,117,09:26:17
283,300456.SZ,53.41,54.49,-1.98,6833,36497100.00,1205,162,09:26:17
284,603993.SH,22.5,22.55,-0.22,6814,15331500.00,634,3287,09:26:16
285,603533.SH,31.09,28.26,10.01,6808,21166100.00,2098108,0,09:26:16
286,600916.SH,11.17,11.17,0.00,6783,7576600.00,10125,201,09:26:17
287,300059.SZ,22.85,22.89,-0.17,6715,15343800.00,2297,1846,09:26:17
288,002264.SZ,11.65,11.92,-2.27,6694,7798700.00,3748,511,09:26:17
289,600879.SH,25.1,25.09,0.04,6627,16633800.00,4328,256,09:26:17
290,300638.SZ,30.82,30,2.73,6616,20390500.00,771,440,09:26:17
291,300157.SZ,5.96,6,-0.67,6595,3930600.00,2344,1307,09:26:17
292,002229.SZ,16.47,16.45,0.12,6549,10786200.00,341,2234,09:26:17
293,601669.SH,5.49,5.5,-0.18,6545,3593200.00,49392,64224,09:26:17
294,002044.SZ,7.11,7.15,-0.56,6524,4638600.00,6743,3998,09:26:17
295,002054.SZ,10.66,10.66,0.00,6364,6784000.00,1470,222,09:26:17
296,600590.SH,12.71,12.77,-0.47,6351,8072100.00,147,580,09:26:17
297,601600.SH,13.06,13.15,-0.68,6336,8274800.00,2584,4354,09:26:16
298,300738.SZ,24.28,24.44,-0.65,6332,15374100.00,800,116,09:26:17
299,603058.SH,13.53,13.53,0.00,6331,8565800.00,255,1084,09:26:16
300,601618.SH,3.04,3.04,0.00,6325,1922800.00,228563,265044,09:26:16
301,002082.SZ,19.05,18.59,2.47,6312,12024400.00,3126,1205,09:26:17
302,600352.SH,15.9,16.09,-1.18,6310,10032900.00,766,1193,09:26:17
303,003018.SZ,20.98,21.4,-1.96,6305,13227900.00,386,86,09:26:17
304,000039.SZ,10.9,11.05,-1.36,6223,6783100.00,949,36,09:26:17
305,300623.SZ,33.07,32.9,0.52,6196,20488600.00,8250,354,09:26:17
306,601179.SH,14.49,14.5,-0.07,6191,8970800.00,837,595,09:26:17
307,000063.SZ,37.58,37.58,0.00,6186,23247000.00,315,1636,09:26:17
308,300065.SZ,27.23,27.53,-1.09,6172,16805300.00,1810,379,09:26:17
309,002957.SZ,29.3,30.38,-3.55,6162,18054700.00,157,271,09:26:17
310,601872.SH,12.32,12.32,0.00,6160,7589100.00,289,1412,09:26:16
311,002177.SZ,8.07,8.15,-0.98,6143,4957400.00,9958,1055,09:26:17
312,601988.SH,5.41,5.41,0.00,6136,3319600.00,101454,160994,09:26:17
313,600703.SH,16.02,15.86,1.01,6128,9817100.00,2482,208,09:26:17
314,600734.SH,4.5,4.55,-1.10,6115,2751800.00,11068,934,09:26:16
315,300094.SZ,4.04,4.05,-0.25,6061,2448600.00,7508,4394,09:26:17
316,000066.SZ,16.14,16.24,-0.62,6058,9777600.00,2331,620,09:26:17
317,603667.SH,88.23,91.18,-3.24,6038,53272700.00,233,23,09:26:16
318,601916.SH,3,3,0.00,6013,1803900.00,404370,487445,09:26:16
319,002721.SZ,3.47,3.49,-0.57,5968,2070900.00,8360,3448,09:26:17
320,000659.SZ,4.44,4.4,0.91,5927,2631600.00,4146,454,09:26:17
321,002602.SZ,19.14,19.04,0.53,5917,11324700.00,656,1742,09:26:17
322,300507.SZ,9.75,9.62,1.35,5917,5769100.00,472,2465,09:26:17
323,000014.SZ,14.73,14.54,1.31,5852,8620000.00,277,200,09:26:17
324,000700.SZ,15.55,15.85,-1.89,5851,9098300.00,937,2563,09:26:17
325,002931.SZ,101.27,104.38,-2.98,5827,59012500.00,110,18,09:26:17
326,301171.SZ,61.44,60.62,1.35,5765,35420200.00,432,56,09:26:17
327,301085.SZ,72.13,77.82,-7.31,5758,41532500.00,918,89,09:26:17
328,300846.SZ,27.5,27.5,0.00,5683,15628300.00,261,1019,09:26:17
329,002238.SZ,9.5,9.54,-0.42,5680,5396000.00,239,378,09:26:17
330,600266.SH,5.67,5.71,-0.70,5623,3188200.00,7200,2962,09:26:16
331,605287.SH,61.24,55.67,10.01,5611,34363000.00,46692,0,09:26:16
332,603960.SH,24.47,24.55,-0.33,5599,13700800.00,78,2063,09:26:17
333,601138.SH,55.6,56.07,-0.84,5592,31091300.00,932,62,09:26:17
334,002597.SZ,25.99,26.22,-0.88,5564,14460800.00,378,436,09:26:17
335,600307.SH,1.83,1.84,-0.54,5556,1016700.00,55195,26673,09:26:17
336,600028.SH,6.47,6.46,0.15,5546,3588300.00,4081,9642,09:26:16
