stock,fri_atr_ratio,fri_vol_ratio,fri_amt_ratio,fri_change,mon_atr_ratio,mon_vol_ratio,mon_amt_ratio,mon_change,has_fri_signal,is_mon_breakout,prepos_signal
300472.SZ,0.783,0.607,0.581,1.95,0.857,0.772,0.736,-1.28,False,False,False
300069.SZ,0.528,0.602,0.614,0.36,1.437,0.952,0.949,-3.72,False,False,False
000752.SZ,0.955,1.181,1.139,-1.67,1.052,1.16,1.103,-1.98,False,False,False
002645.SZ,1.185,1.064,1.157,3.41,1.382,1.036,1.101,-2.28,False,False,False
301601.SZ,0.589,0.46,0.452,0.6,2.34,1.65,1.63,0.77,False,False,False
300081.SZ,0.835,0.967,0.977,1.6,1.556,1.378,1.331,-6.14,False,False,False
300829.SZ,0.732,0.64,0.654,-0.1,1.342,0.787,0.788,-2.36,False,False,False
301318.SZ,0.812,0.778,0.782,-0.62,1.774,1.437,1.396,-4.56,False,False,False
300183.SZ,0.866,0.849,0.858,0.55,1.513,1.062,1.049,-4.01,False,False,False
300598.SZ,1.534,1.351,1.32,2.68,1.508,1.439,1.358,-4.86,True,False,False
002733.SZ,1.454,2.441,2.572,0.64,3.529,4.539,5.04,5.15,True,True,True
002328.SZ,0.584,0.65,0.66,-0.96,1.211,1.083,1.068,-3.46,False,False,False
300504.SZ,1.027,2.144,2.194,-1.01,1.235,1.843,1.849,-2.68,False,False,False
002747.SZ,0.484,0.791,0.768,-1.0,1.01,1.219,1.143,-4.08,False,False,False
300570.SZ,0.576,0.782,0.83,-5.46,1.246,1.001,1.103,2.48,False,False,False
000650.SZ,0.852,0.956,0.95,1.52,1.083,0.921,0.907,-1.66,False,False,False
300435.SZ,0.903,0.602,0.588,1.64,1.314,0.77,0.737,-3.01,False,False,False
000715.SZ,0.448,0.457,0.458,0.78,1.245,1.004,0.982,-4.0,False,False,False
002219.SZ,0.711,0.831,0.871,-1.15,1.233,1.089,1.098,-3.89,False,False,False
002602.SZ,0.696,0.915,0.871,-0.7,1.76,1.76,1.585,-4.51,False,False,False
300984.SZ,0.85,1.107,1.04,-0.81,1.225,1.222,1.1,-3.76,False,False,False
300441.SZ,0.575,0.929,0.943,-0.62,1.618,1.234,1.229,-2.23,False,False,False
000761.SZ,0.658,0.7,0.724,1.6,0.989,0.917,0.941,-0.26,False,False,False
002676.SZ,0.565,0.666,0.636,-0.13,1.229,1.18,1.092,-4.53,False,False,False
301229.SZ,0.485,0.647,0.631,-1.54,1.444,1.199,1.131,-3.82,False,False,False
000789.SZ,1.214,1.215,1.263,1.39,0.899,1.188,1.234,-1.03,True,False,False
301632.SZ,0.355,0.677,0.65,0.5,0.971,0.923,0.87,-3.12,False,False,False
300918.SZ,0.374,0.595,0.571,-0.42,0.894,0.838,0.781,-3.52,False,False,False
002285.SZ,0.338,0.592,0.6,0.35,0.7,0.728,0.717,-3.48,False,False,False
002387.SZ,0.546,0.747,0.76,0.11,1.004,1.207,1.209,-2.93,False,False,False
002700.SZ,0.725,0.76,0.769,0.27,1.267,1.372,1.392,0.13,False,False,False
300886.SZ,0.419,0.599,0.614,-0.1,2.118,1.492,1.472,-4.77,False,False,False
300537.SZ,0.445,0.621,0.647,-0.71,0.633,0.677,0.697,-2.08,False,False,False
000617.SZ,0.664,1.093,1.099,1.0,4.517,4.722,4.937,5.83,False,True,False
002774.SZ,0.438,0.482,0.482,0.09,1.211,0.798,0.786,-2.71,False,False,False
300158.SZ,0.428,0.491,0.481,0.65,1.077,0.963,0.913,-4.71,False,False,False
300543.SZ,0.653,0.808,0.812,-0.43,2.244,1.748,1.69,-5.48,False,False,False
000663.SZ,1.153,0.96,1.019,2.77,1.567,1.311,1.328,-6.34,False,False,False
002183.SZ,0.574,0.376,0.345,0.58,0.879,0.585,0.523,-1.91,False,False,False
002598.SZ,0.428,0.684,0.694,0.29,1.971,1.518,1.495,-4.39,False,False,False
002829.SZ,0.636,0.854,0.863,-0.42,1.567,2.114,2.207,3.88,False,False,False
002570.SZ,1.766,2.254,2.266,1.63,2.426,2.972,3.034,0.8,True,False,False
300747.SZ,0.582,1.241,1.241,-2.65,1.131,1.984,2.015,2.28,False,False,False
300733.SZ,0.567,0.757,0.752,-0.92,0.91,1.084,1.057,-2.18,False,False,False
300328.SZ,1.162,1.58,1.738,2.26,0.495,1.238,1.346,-2.57,False,False,False
000008.SZ,0.371,0.642,0.627,-0.33,0.881,1.148,1.099,-1.66,False,False,False
300645.SZ,0.891,1.717,1.765,1.58,2.664,2.409,2.322,-8.37,False,False,False
000565.SZ,0.5,0.664,0.677,1.99,0.923,0.64,0.645,-2.41,False,False,False
002472.SZ,0.476,0.614,0.591,-0.79,0.834,1.158,1.087,-2.17,False,False,False
002069.SZ,0.524,0.479,0.482,0.5,1.515,0.873,0.866,-2.01,False,False,False
300631.SZ,1.073,2.971,3.082,0.75,1.489,1.911,1.93,-4.12,False,False,False
001391.SZ,1.113,0.835,0.835,0.67,2.614,2.588,2.541,-2.67,False,False,False
002406.SZ,1.421,1.641,1.68,1.43,1.906,2.055,2.036,-4.58,True,False,False
002081.SZ,0.535,0.568,0.563,0.27,0.87,1.014,0.99,-1.62,False,False,False
301059.SZ,0.496,0.978,1.014,2.15,0.859,1.332,1.405,0.07,False,False,False
001379.SZ,0.377,0.482,0.477,0.04,0.797,0.613,0.6,-1.65,False,False,False
000848.SZ,0.399,0.528,0.52,0.0,0.72,0.939,0.918,-0.36,False,False,False
002563.SZ,0.566,0.449,0.447,0.54,0.96,0.785,0.771,-1.62,False,False,False
002178.SZ,0.946,0.983,0.997,0.91,2.08,2.004,1.951,-5.56,False,False,False
002517.SZ,0.895,1.015,0.949,0.76,0.718,0.905,0.832,-2.12,False,False,False
300720.SZ,1.365,2.168,2.407,4.21,0.833,1.433,1.569,-0.41,True,False,False
001280.SZ,0.833,0.733,0.764,3.19,1.374,1.169,1.254,4.77,False,False,False
000400.SZ,0.608,0.771,0.79,-0.31,1.793,1.504,1.572,1.19,False,False,False
002190.SZ,1.304,1.232,1.229,0.88,1.853,4.302,4.493,3.86,True,False,False
000959.SZ,0.856,0.982,1.002,0.7,0.845,1.356,1.389,1.22,False,False,False
301148.SZ,0.647,0.968,1.002,1.21,0.824,1.061,1.079,-2.18,False,False,False
001268.SZ,0.472,0.582,0.554,-1.58,1.405,0.7,0.671,0.27,False,False,False
002938.SZ,0.707,0.865,0.871,-4.81,0.652,0.846,0.827,-2.56,False,False,False
002092.SZ,0.709,0.446,0.497,0.0,0.97,0.835,0.96,5.31,False,False,False
002489.SZ,0.377,0.651,0.638,0.27,1.031,1.143,1.096,-2.43,False,False,False
300656.SZ,0.498,0.518,0.493,-0.37,0.485,0.612,0.564,-3.77,False,False,False
000576.SZ,0.614,1.082,1.096,0.71,1.074,2.306,2.377,0.71,False,False,False
002461.SZ,0.483,0.796,0.795,0.21,1.07,1.088,1.083,-0.63,False,False,False
300622.SZ,1.672,1.611,1.619,4.12,0.882,1.165,1.142,-3.42,True,False,False
001382.SZ,0.919,1.193,1.21,0.57,1.11,1.234,1.247,-0.66,False,False,False
300239.SZ,0.656,0.746,0.725,-0.33,2.346,1.102,1.053,-3.44,False,False,False
002415.SZ,0.482,0.649,0.632,-0.38,0.941,0.787,0.763,-0.89,False,False,False
002296.SZ,1.355,1.127,1.226,3.91,1.302,1.088,1.174,-2.97,True,False,False
300426.SZ,0.443,0.394,0.362,0.59,0.74,0.573,0.519,-2.24,False,False,False
002611.SZ,0.805,0.848,0.827,0.84,1.27,1.361,1.292,-3.98,False,False,False
300997.SZ,0.303,0.44,0.406,-0.97,0.589,0.507,0.452,-3.69,False,False,False
300049.SZ,0.656,0.615,0.591,0.02,4.486,3.952,3.446,-12.15,False,False,False
300452.SZ,0.478,0.432,0.431,-0.57,1.066,0.725,0.703,-3.36,False,False,False
002713.SZ,0.835,0.8,0.869,1.15,0.943,0.807,0.868,-3.61,False,False,False
300895.SZ,1.293,1.546,1.615,4.84,0.821,1.138,1.157,-3.17,True,False,False
002767.SZ,0.666,0.473,0.473,0.76,1.244,0.804,0.785,-3.88,False,False,False
300550.SZ,0.684,0.676,0.651,1.58,1.799,1.349,1.241,-6.63,False,False,False
000670.SZ,0.382,0.425,0.398,-0.46,0.924,0.648,0.588,-4.76,False,False,False
300809.SZ,0.573,0.711,0.685,-1.21,1.467,1.187,1.112,-4.13,False,False,False
002394.SZ,3.498,2.906,3.027,9.97,1.433,3.156,3.363,-0.38,True,False,False
301338.SZ,1.165,1.176,1.345,3.64,1.942,1.313,1.781,20.0,False,False,False
000698.SZ,0.813,0.825,0.843,1.24,1.302,1.755,1.819,1.47,False,False,False
301018.SZ,0.44,0.826,1.116,-1.64,0.997,0.953,1.333,2.46,False,False,False
300698.SZ,0.621,0.733,0.727,-0.33,1.121,1.116,1.069,-4.11,False,False,False
001338.SZ,0.855,0.735,0.741,1.26,1.145,0.966,0.975,-0.39,False,False,False
300283.SZ,0.628,0.815,0.821,-0.35,1.506,1.093,1.069,-4.97,False,False,False
000809.SZ,0.641,0.772,0.773,0.29,1.456,1.156,1.139,-3.14,False,False,False
300670.SZ,0.404,0.777,0.815,0.0,1.623,1.034,1.057,-3.27,False,False,False
000550.SZ,1.483,0.86,0.878,1.41,1.503,1.126,1.135,-1.34,True,False,False
300604.SZ,0.72,0.933,1.022,-2.5,0.906,0.858,0.938,-2.98,False,False,False
002982.SZ,0.971,0.912,0.925,2.21,1.329,0.913,0.915,-2.64,False,False,False
000524.SZ,0.982,1.021,1.015,2.35,2.397,1.812,1.833,0.4,False,False,False
000895.SZ,0.678,0.647,0.654,0.04,0.831,0.759,0.768,0.46,False,False,False
002028.SZ,1.554,1.617,1.749,-5.67,1.182,1.022,1.141,3.78,True,False,False
002545.SZ,1.05,0.79,0.797,3.18,1.944,1.373,1.456,9.99,False,False,False
300369.SZ,0.918,1.206,1.232,2.85,0.953,1.009,0.996,-5.45,False,False,False
300772.SZ,0.558,0.593,0.61,-0.25,0.893,0.72,0.724,-3.19,False,False,False
000049.SZ,0.611,0.808,0.812,-0.49,1.564,1.228,1.203,-2.9,False,False,False
000997.SZ,0.86,1.591,1.472,-0.83,2.149,2.152,1.902,-4.69,False,False,False
002531.SZ,0.791,0.858,1.009,-2.5,0.969,0.79,0.904,-2.47,False,False,False
300706.SZ,0.58,0.93,1.039,-1.07,0.654,0.811,0.877,-5.13,False,False,False
301186.SZ,0.526,0.618,0.616,0.84,1.204,1.113,1.085,-2.92,False,False,False
002880.SZ,0.579,0.44,0.447,0.5,0.87,0.556,0.576,1.42,False,False,False
000426.SZ,1.217,0.994,0.968,5.85,1.972,1.409,1.448,9.11,True,False,False
301501.SZ,0.428,0.493,0.477,-0.31,0.922,0.827,0.784,-2.92,False,False,False
300381.SZ,0.843,0.731,0.735,1.15,1.96,1.322,1.3,-4.13,False,False,False
301575.SZ,0.724,0.7,0.68,-1.48,1.353,0.896,0.848,-3.03,False,False,False
002868.SZ,1.282,2.935,3.443,1.7,1.779,1.637,1.922,1.72,True,False,False
002735.SZ,0.925,1.084,1.068,1.82,1.602,1.63,1.615,1.95,False,False,False
300502.SZ,0.657,1.156,1.058,-6.75,1.613,1.254,1.173,5.87,False,False,False
300119.SZ,0.548,0.569,0.561,0.97,0.993,0.95,0.916,-2.84,False,False,False
301382.SZ,0.899,0.726,0.682,2.13,0.958,1.006,0.902,-5.62,False,False,False
002741.SZ,0.909,1.195,1.233,-1.42,1.105,1.057,1.068,-2.8,False,False,False
300576.SZ,0.407,0.709,0.712,-1.13,1.024,1.034,1.008,-3.7,False,False,False
000656.SZ,0.321,0.396,0.387,0.0,0.657,0.863,0.834,-2.08,False,False,False
300185.SZ,0.737,1.058,1.095,-0.32,0.863,1.166,1.206,-0.32,False,False,False
301268.SZ,0.537,0.554,0.57,-1.8,0.594,0.685,0.692,-2.61,False,False,False
300959.SZ,0.763,0.604,0.577,0.53,1.124,1.045,0.955,-4.59,False,False,False
301607.SZ,0.889,0.648,0.646,0.06,1.052,0.949,0.937,-2.55,False,False,False
300087.SZ,0.919,0.665,0.63,2.3,0.69,0.958,0.926,1.01,False,False,False
001896.SZ,1.587,2.367,3.778,9.98,3.65,4.558,7.54,6.0,True,True,True
300400.SZ,0.961,1.372,1.408,-1.58,1.177,1.513,1.52,-3.12,False,False,False
301280.SZ,0.702,0.448,0.444,-0.67,1.06,0.781,0.753,-2.72,False,False,False
000720.SZ,0.567,0.683,0.719,0.76,1.095,0.876,0.902,-3.02,False,False,False
002637.SZ,0.751,0.394,0.409,-0.84,0.758,0.725,0.767,2.62,False,False,False
300474.SZ,0.626,0.631,0.605,-0.11,1.616,1.512,1.482,0.62,False,False,False
002643.SZ,0.524,0.96,1.0,-0.67,0.777,1.008,1.045,-1.23,False,False,False
002258.SZ,0.896,0.643,0.642,1.82,0.609,0.745,0.737,-0.6,False,False,False
300848.SZ,2.534,3.531,3.785,7.05,1.6,2.338,2.39,-5.55,True,False,False
301379.SZ,0.471,0.884,0.894,-1.38,1.037,0.858,0.848,-3.49,False,False,False
300196.SZ,1.067,1.798,1.973,-6.57,0.71,1.148,1.227,-2.73,False,False,False
002726.SZ,0.508,0.403,0.398,0.98,1.119,0.77,0.753,-1.69,False,False,False
300511.SZ,0.957,0.899,0.987,2.11,0.776,0.869,0.946,-0.41,False,False,False
301391.SZ,2.331,1.457,1.493,4.55,2.536,2.865,3.163,5.8,True,True,True
000631.SZ,0.388,0.311,0.298,0.78,0.646,0.468,0.441,-2.33,False,False,False
002752.SZ,0.628,0.648,0.645,0.75,1.97,1.396,1.347,-4.32,False,False,False
002349.SZ,0.729,0.63,0.634,0.77,1.327,1.028,1.013,-2.81,False,False,False
300565.SZ,0.495,1.002,1.038,-0.66,0.932,0.954,0.969,-3.41,False,False,False
300413.SZ,0.417,0.505,0.468,-0.25,0.583,0.829,0.74,-3.4,False,False,False
300008.SZ,1.002,1.385,1.511,0.93,2.022,2.143,2.363,2.15,False,False,False
301293.SZ,0.777,0.738,0.732,1.55,0.921,0.803,0.792,-0.7,False,False,False
000733.SZ,0.679,1.012,1.046,-0.67,0.913,1.275,1.308,-0.97,False,False,False
002624.SZ,0.929,1.177,1.268,1.17,0.878,1.034,1.087,0.05,False,False,False
300467.SZ,0.568,0.686,0.67,-0.12,0.9,0.836,0.808,-0.69,False,False,False
002650.SZ,2.169,2.512,2.59,4.93,1.858,2.33,2.421,0.61,True,False,False
300094.SZ,0.595,0.678,0.655,-0.79,0.868,0.873,0.818,-4.0,False,False,False
003038.SZ,1.367,0.852,0.876,4.58,0.776,0.66,0.657,-3.9,True,False,False
300278.SZ,0.457,0.64,0.626,-0.35,1.292,1.036,0.982,-3.99,False,False,False
300663.SZ,0.884,1.253,1.229,2.01,1.842,1.89,1.755,-6.39,False,False,False
000543.SZ,3.15,2.609,2.75,4.36,2.033,3.02,3.25,2.44,True,False,False
000158.SZ,3.101,3.222,3.323,3.75,1.349,1.927,1.916,-3.43,True,False,False
002454.SZ,0.521,0.595,0.588,-0.43,1.16,1.057,1.023,-2.7,False,False,False
300617.SZ,0.898,0.987,1.206,-3.27,0.426,0.812,0.964,-2.36,False,False,False
002991.SZ,0.347,0.473,0.452,0.05,1.411,1.339,1.249,-3.77,False,False,False
301097.SZ,0.887,0.636,0.635,1.33,0.834,0.824,0.82,-2.05,False,False,False
000537.SZ,1.645,1.784,1.857,2.16,1.683,2.232,2.369,1.0,True,False,False
000886.SZ,0.389,0.522,0.515,0.78,1.341,1.006,0.966,-3.39,False,False,False
002420.SZ,0.676,0.553,0.57,-1.04,1.187,0.78,0.784,-1.98,False,False,False
300290.SZ,0.823,0.711,0.691,0.87,1.939,1.575,1.472,-4.76,False,False,False
002979.SZ,0.558,1.154,1.109,-1.69,1.154,1.512,1.397,-3.95,False,False,False
301109.SZ,0.903,1.783,1.925,0.46,1.301,1.876,2.006,-0.4,False,False,False
301512.SZ,0.526,0.6,0.615,-0.11,1.773,1.049,1.044,-4.45,False,False,False
300789.SZ,0.699,0.908,0.922,-0.08,1.189,1.209,1.213,-2.82,False,False,False
001229.SZ,0.729,0.913,0.882,-1.64,1.426,1.239,1.161,-3.09,False,False,False
301566.SZ,0.947,1.354,1.523,0.98,1.145,1.281,1.424,-3.24,False,False,False
002556.SZ,0.543,0.761,0.79,1.2,0.768,1.157,1.207,0.15,False,False,False
300761.SZ,1.719,1.837,1.897,4.61,1.177,1.309,1.377,0.68,True,False,False
002139.SZ,0.424,0.637,0.629,-0.45,1.068,1.067,1.031,-2.64,False,False,False
002522.SZ,0.669,0.68,0.71,0.63,1.362,1.25,1.256,-4.86,False,False,False
300715.SZ,0.729,1.207,1.296,0.69,3.837,3.653,4.273,10.98,False,True,False
301195.SZ,0.832,0.981,0.986,-0.98,2.097,1.619,1.575,-4.14,False,False,False
002893.SZ,1.013,1.331,1.352,1.54,1.428,1.267,1.262,-3.28,False,False,False
002362.SZ,0.766,0.727,0.729,1.45,1.313,0.99,0.968,-3.54,False,False,False
002779.SZ,1.04,1.267,1.194,-3.11,0.83,0.996,0.912,-1.98,False,False,False
300155.SZ,0.465,0.529,0.513,0.74,1.647,0.743,0.7,-4.77,False,False,False
002316.SZ,0.841,0.75,0.786,1.56,1.766,1.12,1.133,-4.78,False,False,False
300121.SZ,0.673,0.864,0.882,0.22,0.948,1.077,1.092,-1.15,False,False,False
300817.SZ,0.474,0.813,0.815,-0.8,0.958,1.217,1.192,-2.93,False,False,False
002791.SZ,0.538,0.551,0.556,-0.72,1.014,0.721,0.716,-2.31,False,False,False
000686.SZ,0.627,0.597,0.59,0.33,1.113,0.852,0.832,-1.44,False,False,False
301326.SZ,0.508,0.786,0.893,-2.3,1.009,0.823,0.96,0.0,False,False,False
300863.SZ,0.584,0.553,0.525,-1.69,1.336,0.668,0.636,-0.43,False,False,False
300915.SZ,0.564,0.548,0.555,0.73,1.446,0.955,0.966,-0.27,False,False,False
003013.SZ,0.632,0.576,0.569,0.41,1.33,1.159,1.131,-1.75,False,False,False
002693.SZ,0.708,0.49,0.477,0.66,0.874,0.748,0.714,-2.76,False,False,False
300961.SZ,1.029,1.672,1.727,0.26,1.83,1.721,1.718,-5.08,False,False,False
300057.SZ,1.68,2.921,3.137,2.17,1.446,1.8,1.88,-2.74,True,False,False
300438.SZ,0.611,0.875,0.81,1.56,1.926,1.281,1.254,2.15,False,False,False
000718.SZ,0.444,0.68,0.671,0.85,0.916,1.177,1.141,-2.95,False,False,False
002214.SZ,0.834,0.585,0.575,2.48,0.942,0.523,0.512,-1.08,False,False,False
300989.SZ,0.589,0.682,0.676,0.19,2.138,1.418,1.373,-4.28,False,False,False
002952.SZ,0.768,0.515,0.49,0.35,0.903,0.585,0.551,-3.01,False,False,False
301020.SZ,0.898,0.997,1.007,-1.62,1.735,1.428,1.404,-3.09,False,False,False
002926.SZ,0.646,0.556,0.543,0.56,1.154,1.029,1.001,-0.56,False,False,False
001300.SZ,0.526,0.781,0.765,-0.12,1.172,1.491,1.417,-4.01,False,False,False
002497.SZ,1.097,1.293,1.354,4.88,0.693,1.003,1.046,-2.74,False,False,False
000831.SZ,1.339,1.372,1.536,7.71,1.373,1.722,1.917,-2.26,True,False,False
300227.SZ,0.466,0.569,0.606,0.52,1.491,1.073,1.122,-4.39,False,False,False
002010.SZ,0.764,0.785,0.791,0.15,1.642,1.079,1.052,-3.66,False,False,False
300648.SZ,0.688,0.706,0.757,1.9,0.925,1.089,1.178,-0.54,False,False,False
300253.SZ,0.899,0.773,0.734,2.87,0.831,0.763,0.698,-4.55,False,False,False
000568.SZ,0.315,0.422,0.393,-0.45,0.728,0.704,0.642,-2.11,False,False,False
002064.SZ,0.834,0.853,0.846,-0.88,0.64,0.93,0.927,0.56,False,False,False
002112.SZ,0.868,0.73,0.756,0.98,0.759,0.661,0.676,-4.25,False,False,False
002166.SZ,0.754,0.534,0.528,-0.86,0.815,0.842,0.809,-2.83,False,False,False
300351.SZ,1.057,1.964,2.092,0.66,1.023,1.493,1.576,-1.31,False,False,False
301156.SZ,0.675,0.741,0.747,0.95,1.632,0.999,0.987,-3.86,False,False,False
002850.SZ,0.617,0.627,0.618,-1.15,0.485,0.562,0.548,-1.43,False,False,False
002595.SZ,0.751,0.931,1.006,-1.02,0.624,1.03,1.115,0.08,False,False,False
000933.SZ,0.816,0.741,0.741,2.04,1.329,1.362,1.395,4.47,False,False,False
301539.SZ,0.452,0.639,0.639,-0.73,1.601,1.345,1.295,-5.28,False,False,False
002824.SZ,0.908,0.989,0.945,-4.09,0.51,0.736,0.687,-1.48,False,False,False
301122.SZ,2.762,2.794,3.137,11.28,1.662,2.204,2.456,-1.56,True,False,False
000099.SZ,0.883,0.924,0.924,-0.54,2.808,2.255,2.29,2.7,False,False,False
001202.SZ,0.611,0.448,0.43,1.26,0.887,0.564,0.532,-2.39,False,False,False
300234.SZ,0.74,0.689,0.7,-0.32,1.814,1.025,1.018,-3.05,False,False,False
002418.SZ,0.457,1.085,1.116,-0.8,0.99,1.075,1.105,-1.0,False,False,False
002003.SZ,0.499,0.448,0.444,0.29,0.964,0.856,0.841,-1.64,False,False,False
300240.SZ,0.594,0.879,0.899,0.74,3.012,1.811,1.831,-3.18,False,False,False
002077.SZ,0.602,0.404,0.387,-0.52,0.832,0.555,0.52,-3.44,False,False,False
002941.SZ,0.624,0.735,0.725,0.97,0.771,0.767,0.752,-1.2,False,False,False
301047.SZ,0.507,0.64,0.629,-0.3,2.062,1.401,1.329,-4.23,False,False,False
001367.SZ,0.947,0.774,0.753,-1.09,2.169,1.303,1.229,-2.72,False,False,False
000856.SZ,0.857,0.623,0.63,0.35,1.552,1.006,0.988,-4.41,False,False,False
301428.SZ,0.487,0.477,0.415,1.81,0.635,0.529,0.441,-5.35,False,False,False
000593.SZ,1.598,1.544,1.501,9.99,0.718,1.758,1.785,-1.52,True,False,False
301033.SZ,1.182,0.75,0.761,1.46,1.626,0.8,0.796,-3.94,False,False,False
002935.SZ,0.495,0.704,0.697,-0.55,0.728,1.097,1.084,-0.83,False,False,False
001313.SZ,1.001,1.032,1.032,-0.51,1.985,1.302,1.253,-4.24,False,False,False
002484.SZ,0.435,0.846,0.92,-1.36,1.891,1.671,1.885,4.43,False,False,False
000822.SZ,0.627,0.58,0.612,0.46,1.495,2.327,2.565,4.83,False,False,False
002843.SZ,0.0,0.746,0.925,10.01,1.109,1.692,2.26,10.01,False,False,False
002586.SZ,1.632,1.737,1.811,4.77,1.628,1.376,1.477,0.2,True,False,False
000920.SZ,0.588,0.777,0.782,0.53,0.983,0.967,0.965,-1.28,False,False,False
002837.SZ,0.477,0.884,0.913,-4.57,1.123,0.987,1.037,2.35,False,False,False
301131.SZ,0.685,1.474,1.458,-1.38,1.962,2.875,2.752,-5.24,False,False,False
001211.SZ,0.607,0.642,0.63,-1.3,1.911,1.196,1.144,-2.71,False,False,False
002101.SZ,0.56,0.831,0.842,0.48,0.925,1.014,1.015,-2.22,False,False,False
001696.SZ,0.749,0.794,0.797,-1.12,3.122,2.514,2.6,4.62,False,False,False
000016.SZ,0.504,0.531,0.501,-0.78,0.787,0.64,0.585,-3.93,False,False,False
002175.SZ,0.848,0.815,0.752,0.9,0.974,0.962,0.865,-5.07,False,False,False
300759.SZ,0.911,0.724,0.712,0.2,1.557,1.375,1.297,-4.39,False,False,False
300342.SZ,0.754,0.786,0.695,1.27,1.283,0.929,0.833,1.9,False,False,False
000062.SZ,1.322,1.265,1.257,1.85,1.028,1.115,1.078,-3.95,True,False,False
300804.SZ,1.659,1.875,2.303,1.6,2.592,2.073,2.313,-9.16,True,False,False
002782.SZ,0.626,0.668,0.683,-0.3,0.608,0.629,0.648,-0.97,False,False,False
002399.SZ,0.624,0.891,0.87,-0.17,1.7,1.238,1.187,-2.08,False,False,False
000695.SZ,0.923,1.273,1.327,1.76,0.901,1.059,1.097,-2.7,False,False,False
301335.SZ,0.656,0.561,0.542,0.73,1.718,1.37,1.288,-4.49,False,False,False
300870.SZ,0.671,0.84,0.891,-0.89,1.554,1.574,1.786,8.19,False,False,False
002371.SZ,1.101,1.08,1.05,-3.48,0.787,1.006,0.965,-1.29,False,False,False
300146.SZ,0.375,0.492,0.481,0.25,1.277,1.371,1.317,-1.99,False,False,False
002305.SZ,0.997,0.889,0.897,1.82,1.025,0.985,0.972,-2.68,False,False,False
300898.SZ,0.294,0.579,0.544,0.37,1.288,0.753,0.689,-3.82,False,False,False
300132.SZ,1.713,1.526,1.661,5.97,1.251,1.62,1.739,-3.07,True,False,False
300529.SZ,0.44,0.55,0.534,0.25,1.27,1.058,1.011,-2.52,False,False,False
000609.SZ,2.949,2.873,3.637,-2.0,0.0,0.2,0.238,-5.01,True,False,False
300044.SZ,0.47,0.675,0.839,0.74,0.628,0.724,0.866,-3.78,False,False,False
002273.SZ,0.843,0.94,0.996,2.43,0.962,1.037,1.115,0.74,False,False,False
002668.SZ,0.601,0.744,0.739,-0.2,1.737,1.64,1.589,-2.51,False,False,False
300030.SZ,0.69,0.751,0.758,0.84,1.957,1.298,1.277,-4.28,False,False,False
002207.SZ,0.776,0.818,0.897,-1.83,0.0,0.152,0.183,10.01,False,False,False
000797.SZ,0.961,0.623,0.615,1.6,0.788,0.93,0.906,-2.52,False,False,False
301237.SZ,0.649,0.726,0.711,1.36,1.61,1.161,1.104,-5.73,False,False,False
300906.SZ,0.764,0.771,0.776,-0.96,1.482,1.221,1.187,-4.94,False,False,False
003000.SZ,0.295,0.61,0.599,0.27,1.567,1.493,1.44,-2.21,False,False,False
301658.SZ,0.621,0.695,0.692,1.72,0.808,0.631,0.62,-2.12,False,False,False
300972.SZ,0.388,0.433,0.424,-1.48,0.525,0.857,0.831,-1.71,False,False,False
000972.SZ,2.231,1.324,1.348,4.97,1.566,1.419,1.462,-0.26,True,False,False
002865.SZ,0.963,1.104,1.004,10.0,0.941,1.1,1.002,-2.84,False,False,False
301163.SZ,1.404,1.309,1.364,1.33,2.481,1.927,1.936,-5.51,True,False,False
301578.SZ,0.751,0.652,0.663,-0.3,2.503,1.433,1.413,-4.41,False,False,False
000906.SZ,0.727,0.743,0.75,0.48,1.457,1.447,1.461,-0.16,False,False,False
301117.SZ,0.788,0.84,0.779,1.68,1.449,1.896,1.86,6.69,False,False,False
002811.SZ,1.173,2.078,2.247,-2.98,1.632,2.261,2.301,-6.55,False,False,False
300797.SZ,0.828,1.103,1.126,1.14,1.127,1.092,1.092,-3.69,False,False,False
002127.SZ,0.39,0.417,0.406,0.0,0.93,0.896,0.854,-2.2,False,False,False
300310.SZ,0.653,0.844,0.864,-0.14,1.614,1.172,1.153,-5.64,False,False,False
301590.SZ,0.886,1.19,1.144,-3.25,1.129,1.211,1.171,1.79,False,False,False
000030.SZ,0.624,0.659,0.665,-0.36,1.164,0.956,0.959,-0.54,False,False,False
002153.SZ,0.541,0.501,0.458,0.59,0.639,0.541,0.477,-3.21,False,False,False
002548.SZ,1.044,1.293,1.379,4.21,0.857,0.882,0.926,-3.9,False,False,False
300364.SZ,0.315,0.639,0.587,-0.31,0.666,0.734,0.645,-4.52,False,False,False
300212.SZ,0.456,0.473,0.439,1.61,0.883,0.723,0.642,-5.53,False,False,False
300609.SZ,1.798,1.632,1.58,6.72,1.367,1.477,1.431,-1.23,True,False,False
000529.SZ,0.735,0.587,0.582,0.82,1.404,0.984,0.967,-1.79,False,False,False
301089.SZ,0.386,0.364,0.343,-0.17,1.065,0.598,0.544,-4.24,False,False,False
000898.SZ,0.958,1.076,1.112,2.27,1.145,1.256,1.297,0.37,False,False,False
002025.SZ,0.534,0.794,0.8,-0.83,1.079,1.435,1.463,2.7,False,False,False
300266.SZ,1.674,2.412,2.55,-0.36,1.283,1.765,1.831,-2.2,True,False,False
002051.SZ,1.147,0.929,0.938,2.07,0.901,1.005,1.016,-0.34,False,False,False
