stock,fri_atr_ratio,fri_vol_ratio,fri_amt_ratio,fri_change,mon_atr_ratio,mon_vol_ratio,mon_amt_ratio,mon_change,has_fri_signal,is_mon_breakout,prepos_signal
600051.SH,0.713,0.731,0.744,0.62,1.72,1.168,1.173,-2.08,False,False,False
605090.SH,2.22,1.461,1.473,6.55,0.841,1.387,1.43,0.33,True,False,False
600025.SH,1.188,1.24,1.274,1.08,3.134,2.36,2.481,2.88,False,False,False
601222.SH,0.664,0.804,0.826,0.97,0.976,0.948,0.97,-0.96,False,False,False
688031.SH,0.945,1.09,1.194,6.01,1.015,0.927,1.092,3.23,False,False,False
603335.SH,1.115,1.022,1.041,-1.11,2.575,1.356,1.334,-4.33,False,False,False
688045.SH,0.549,0.46,0.427,0.26,1.343,0.65,0.598,-3.66,False,False,False
603341.SH,0.843,1.024,1.028,0.49,0.814,1.017,0.998,-3.85,False,False,False
600967.SH,0.443,0.911,0.911,-0.17,1.145,3.347,3.492,5.42,False,False,False
603237.SH,1.201,1.208,1.218,1.73,1.517,1.307,1.307,-1.65,True,False,False
688528.SH,0.608,1.202,1.241,-0.08,2.02,2.052,2.057,-4.41,False,False,False
688133.SH,0.365,0.433,0.42,-0.2,1.32,0.901,0.851,-3.98,False,False,False
603658.SH,0.405,0.497,0.485,0.36,0.959,0.861,0.83,-1.49,False,False,False
600865.SH,0.473,0.431,0.393,1.19,0.547,0.505,0.456,-1.88,False,False,False
688147.SH,0.546,0.752,0.834,-0.02,0.604,0.786,0.871,-1.41,False,False,False
605589.SH,0.692,1.134,1.221,-3.17,2.231,2.079,2.336,6.42,False,True,False
600153.SH,0.81,0.676,0.691,1.15,0.937,0.835,0.852,0.1,False,False,False
600548.SH,1.104,0.737,0.73,1.01,0.95,0.937,0.93,-0.33,False,False,False
688805.SH,1.249,1.387,1.403,0.58,0.906,1.081,1.076,-0.59,True,False,False
600127.SH,0.791,0.543,0.524,1.2,2.288,1.906,1.915,3.7,False,False,False
688343.SH,2.721,3.059,3.701,20.0,0.697,1.845,2.238,-4.77,True,False,False
688758.SH,0.642,0.696,0.724,-2.38,1.204,1.369,1.422,-0.2,False,False,False
603033.SH,0.591,0.528,0.523,-1.69,1.096,0.822,0.788,-3.71,False,False,False
603999.SH,0.795,0.806,0.799,1.02,1.038,0.98,0.936,-4.94,False,False,False
688337.SH,0.908,1.052,1.169,0.24,0.898,1.282,1.441,-1.68,False,False,False
600738.SH,0.619,0.691,0.672,0.0,1.474,1.283,1.211,-3.96,False,False,False
600323.SH,1.58,1.557,1.551,2.63,1.694,1.852,1.884,2.03,True,False,False
601866.SH,0.881,1.269,1.348,0.69,2.064,2.743,2.951,1.37,False,False,False
600221.SH,0.803,1.063,1.055,1.19,1.116,1.632,1.573,-4.12,False,False,False
600255.SH,0.459,0.52,0.512,1.01,0.774,0.736,0.717,-1.25,False,False,False
605208.SH,0.745,0.673,0.669,1.24,1.532,1.199,1.166,-4.26,False,False,False
601026.SH,0.677,0.783,0.788,-0.82,2.378,3.01,3.105,3.51,False,False,False
688235.SH,1.488,1.423,1.31,-2.18,1.209,1.812,1.63,-2.66,True,False,False
603131.SH,0.554,0.668,0.678,-0.51,1.412,1.115,1.143,0.91,False,False,False
601801.SH,1.043,0.995,0.999,0.87,1.394,1.463,1.462,-0.29,False,False,False
603916.SH,0.31,0.222,0.214,0.65,0.527,0.382,0.361,-2.81,False,False,False
600330.SH,0.451,0.669,0.727,-2.33,1.239,0.97,1.072,2.86,False,False,False
605319.SH,0.84,0.984,0.973,-2.22,1.188,1.123,1.074,-3.47,False,False,False
688350.SH,0.413,0.623,0.711,1.39,0.73,0.979,1.094,-4.14,False,False,False
603020.SH,0.516,0.673,0.654,0.73,0.975,0.889,0.85,-2.64,False,False,False
601137.SH,1.148,0.871,0.884,3.28,1.021,0.882,0.886,-1.78,False,False,False
688252.SH,0.353,0.513,0.502,-1.15,1.17,1.149,1.083,-5.33,False,False,False
603156.SH,0.65,0.613,0.592,0.33,1.442,0.884,0.874,1.81,False,False,False
603888.SH,0.473,0.492,0.458,1.49,0.571,0.508,0.463,-2.59,False,False,False
688226.SH,1.085,2.017,2.186,1.74,1.786,2.202,2.48,1.78,False,False,False
603122.SH,1.046,0.866,0.823,2.09,0.83,0.693,0.648,-0.88,False,False,False
600629.SH,0.725,0.761,0.763,0.39,1.054,0.869,0.866,-1.4,False,False,False
600232.SH,0.565,0.592,0.565,0.0,1.265,0.812,0.761,-1.74,False,False,False
603860.SH,0.854,1.15,1.16,0.24,1.607,1.422,1.416,-2.92,False,False,False
600246.SH,0.79,0.764,0.734,1.06,0.862,0.749,0.715,-2.09,False,False,False
605287.SH,0.609,0.885,0.874,-3.12,1.375,1.227,1.266,3.74,False,False,False
688439.SH,0.595,0.841,0.844,0.19,1.346,1.409,1.423,-1.06,False,False,False
601231.SH,1.948,1.572,1.85,9.97,0.965,1.115,1.475,1.66,True,False,False
688022.SH,1.359,1.22,1.279,3.7,1.704,1.655,1.737,-3.56,True,False,False
603326.SH,1.119,0.819,0.81,-0.6,1.484,0.746,0.721,-2.71,False,False,False
600900.SH,0.465,0.741,0.739,0.0,1.51,1.465,1.485,2.04,False,False,False
688056.SH,0.675,0.977,1.025,0.84,1.21,1.432,1.489,-2.52,False,False,False
603352.SH,0.612,0.426,0.408,-0.62,2.038,0.848,0.79,-3.81,False,False,False
600459.SH,1.868,1.369,1.466,10.0,1.647,1.722,1.861,1.62,True,False,False
600036.SH,0.475,0.537,0.541,0.13,0.691,0.578,0.58,-0.21,False,False,False
688816.SH,0.575,0.439,0.4,0.36,0.841,0.506,0.441,-4.81,False,False,False
605169.SH,0.821,0.651,0.642,1.19,1.199,2.312,2.336,2.65,False,False,False
600802.SH,0.988,0.843,0.851,1.87,1.114,0.845,0.845,-1.99,False,False,False
601333.SH,0.694,0.735,0.728,0.32,1.211,1.502,1.496,0.32,False,False,False
688120.SH,0.583,0.74,0.759,-1.43,1.451,0.784,0.805,-0.94,False,False,False
601728.SH,1.326,0.859,0.852,1.94,1.744,1.092,1.101,1.38,True,False,False
600876.SH,0.617,0.544,0.553,0.64,0.852,0.752,0.751,-2.62,False,False,False
603170.SH,0.289,0.61,0.594,0.14,0.83,1.232,1.185,-0.99,False,False,False
600693.SH,0.358,0.439,0.393,0.82,0.488,0.473,0.415,-2.22,False,False,False
600288.SH,0.365,0.646,0.654,0.19,1.272,1.18,1.175,-2.99,False,False,False
688200.SH,0.521,0.587,0.61,-2.54,0.717,0.858,0.88,-2.62,False,False,False
688687.SH,0.822,0.594,0.585,1.19,1.727,1.036,1.001,-3.4,False,False,False
603198.SH,0.468,0.424,0.393,-0.24,0.746,0.546,0.496,-2.92,False,False,False
603583.SH,0.394,0.714,0.697,-0.91,1.285,1.368,1.293,-3.56,False,False,False
601827.SH,1.413,1.482,1.497,1.12,0.786,1.148,1.149,-1.11,True,False,False
688785.SH,0.589,0.338,0.311,-2.41,0.636,0.429,0.384,-3.24,False,False,False
600316.SH,0.812,0.584,0.567,0.05,1.347,1.65,1.632,4.67,False,False,False
600362.SH,0.599,0.759,0.728,2.0,1.517,1.311,1.259,2.71,False,False,False
600779.SH,0.265,0.314,0.288,0.37,0.854,0.568,0.506,-3.76,False,False,False
603072.SH,0.756,0.844,0.856,1.96,0.993,0.802,0.801,-1.63,False,False,False
688376.SH,0.613,0.985,0.972,-2.07,1.709,1.203,1.116,-5.84,False,False,False
603006.SH,0.945,0.696,0.7,-0.91,1.543,1.371,1.35,-1.62,False,False,False
600791.SH,0.582,1.035,1.271,-1.81,1.129,1.301,1.556,1.59,False,False,False
601111.SH,1.458,1.121,1.087,-1.87,0.738,1.576,1.473,-3.69,True,False,False
688719.SH,0.578,0.622,0.6,0.21,1.017,1.014,0.988,0.15,False,False,False
688302.SH,0.599,0.655,0.619,0.43,1.531,1.271,1.17,-4.3,False,False,False
600166.SH,0.55,0.557,0.569,-0.31,0.75,0.771,0.773,-2.19,False,False,False
603685.SH,0.664,0.677,0.825,1.12,1.068,1.22,1.449,-0.07,False,False,False
688581.SH,1.508,1.917,1.859,-1.99,1.708,1.798,1.698,-3.23,True,False,False
600509.SH,0.999,1.816,1.884,2.25,1.264,2.151,2.276,1.21,False,False,False
603202.SH,0.465,0.714,0.704,-0.14,0.82,1.085,1.059,-1.39,False,False,False
603619.SH,0.538,0.775,0.847,0.33,0.181,0.724,0.868,10.01,False,False,False
600824.SH,0.602,0.432,0.409,0.68,0.884,0.623,0.58,-2.7,False,False,False
600595.SH,0.817,0.64,0.606,1.55,1.096,1.281,1.232,3.99,False,False,False
688106.SH,0.561,0.723,0.738,-0.51,1.379,1.453,1.5,0.86,False,False,False
603276.SH,0.61,0.639,0.647,0.0,2.024,1.226,1.216,-2.94,False,False,False
600850.SH,1.13,1.29,1.292,2.0,0.623,1.076,1.061,-2.62,False,False,False
688172.SH,0.698,0.628,0.64,-1.93,1.101,1.116,1.069,-10.03,False,False,False
688569.SH,1.934,3.197,3.279,3.24,1.865,2.201,2.259,-0.59,True,False,False
600497.SH,1.699,1.525,1.691,7.3,1.135,1.726,1.928,1.72,True,False,False
688004.SH,0.492,0.802,0.772,1.58,1.116,1.025,0.951,-5.68,False,False,False
603300.SH,1.631,2.124,2.2,2.96,1.061,1.696,1.706,-3.93,True,False,False
600926.SH,0.588,0.544,0.555,-0.18,1.334,0.81,0.83,1.35,False,False,False
601678.SH,0.586,0.609,0.631,1.08,1.002,1.132,1.2,2.32,False,False,False
688070.SH,0.55,0.777,0.777,0.0,2.279,3.191,3.384,13.71,False,True,False
600064.SH,0.34,0.748,0.748,-0.56,0.976,1.317,1.296,-1.23,False,False,False
688098.SH,0.849,0.688,0.681,1.68,1.158,0.775,0.751,-3.09,False,False,False
600010.SH,2.292,2.837,3.471,8.72,1.898,2.338,2.935,2.47,True,False,False
603787.SH,0.526,0.538,0.556,0.0,1.647,0.935,0.947,-2.4,False,False,False
603211.SH,0.3,0.408,0.403,-0.22,0.776,0.607,0.594,-1.79,False,False,False
600586.SH,0.566,0.652,0.652,0.45,0.715,0.64,0.62,-4.35,False,False,False
688115.SH,0.553,0.626,0.613,-0.32,1.191,0.606,0.589,-1.91,False,False,False
600843.SH,0.615,0.632,0.64,-0.44,1.303,1.228,1.218,-2.19,False,False,False
605128.SH,1.351,1.175,1.153,2.12,1.002,1.106,1.06,-3.13,True,False,False
688161.SH,2.656,2.264,2.261,3.72,1.368,2.03,2.005,-1.74,True,False,False
603696.SH,0.591,0.693,0.647,1.46,0.599,0.628,0.572,-3.36,False,False,False
688592.SH,0.555,0.804,0.814,1.53,0.876,1.165,1.19,0.79,False,False,False
688189.SH,0.759,0.716,0.7,0.95,2.02,1.75,1.651,-5.06,False,False,False
600101.SH,3.776,3.721,4.025,4.73,2.163,2.753,2.994,-0.54,True,False,False
601298.SH,0.81,0.519,0.516,1.09,0.883,0.761,0.759,0.43,False,False,False
600418.SH,0.475,0.595,0.601,-0.81,0.862,0.998,0.983,-1.81,False,False,False
688017.SH,0.506,0.585,0.614,-1.97,0.76,0.861,0.88,-2.07,False,False,False
603313.SH,0.483,0.414,0.398,-0.42,1.061,0.874,0.819,-2.95,False,False,False
603708.SH,0.421,0.338,0.319,-0.16,0.76,0.482,0.442,-3.14,False,False,False
600935.SH,1.082,1.022,1.061,1.39,0.977,1.062,1.098,-0.34,False,False,False
688063.SH,0.764,0.839,0.856,2.24,1.418,1.624,1.711,1.78,False,False,False
688478.SH,0.737,0.601,0.582,0.39,1.874,1.351,1.366,2.52,False,False,False
603367.SH,0.481,0.419,0.406,0.4,1.298,1.048,0.993,-3.15,False,False,False
600941.SH,0.52,0.442,0.44,0.36,1.633,1.13,1.139,1.35,False,False,False
600207.SH,1.532,1.416,1.542,2.91,0.573,0.969,1.024,-2.12,True,False,False
603590.SH,1.074,0.899,0.91,2.19,1.778,0.819,0.826,-2.8,False,False,False
603855.SH,1.136,1.073,1.11,0.58,0.832,0.932,0.961,-0.72,False,False,False
600273.SH,0.573,0.513,0.52,0.43,1.223,0.941,0.952,0.0,False,False,False
600668.SH,0.357,0.533,0.533,-0.26,1.058,0.884,0.865,-2.53,False,False,False
688267.SH,1.047,1.054,1.057,1.13,0.771,0.841,0.832,-1.19,False,False,False
603578.SH,1.561,1.051,1.039,9.98,1.337,1.568,1.604,-2.32,True,False,False
603163.SH,0.986,0.957,1.288,1.87,0.747,0.996,1.29,-2.84,False,False,False
601000.SH,1.113,0.764,0.771,2.36,1.126,0.765,0.769,-1.15,False,False,False
688608.SH,1.075,1.01,0.929,-0.88,0.943,1.083,0.974,-3.36,False,False,False
688213.SH,1.273,1.122,1.129,1.09,0.801,1.034,1.022,-0.85,True,False,False
603117.SH,2.705,2.135,2.303,9.96,1.793,2.614,2.912,-2.18,True,False,False
603061.SH,0.622,0.532,0.517,-0.73,0.863,0.627,0.617,0.6,False,False,False
688365.SH,0.407,0.541,0.473,0.39,0.521,0.56,0.469,-4.01,False,False,False
603015.SH,0.377,0.539,0.537,-0.72,1.141,0.774,0.753,-2.59,False,False,False
605358.SH,0.523,0.581,0.572,-1.14,0.64,0.668,0.645,-3.23,False,False,False
600782.SH,0.98,0.92,0.97,2.42,1.32,1.192,1.273,2.12,False,False,False
600399.SH,1.633,2.92,3.397,4.26,1.238,1.972,2.322,-0.64,True,False,False
601519.SH,0.501,0.742,0.71,0.33,1.327,1.387,1.283,-3.34,False,False,False
688311.SH,0.886,0.945,0.985,1.98,1.474,1.319,1.4,1.87,False,False,False
603089.SH,0.58,0.783,0.775,-0.57,1.332,1.122,1.076,-3.53,False,False,False
688796.SH,0.553,0.459,0.498,-0.98,0.679,0.436,0.46,-1.56,False,False,False
600305.SH,0.382,0.402,0.395,0.25,0.775,0.838,0.815,-1.26,False,False,False
600371.SH,0.814,0.594,0.586,1.29,0.74,0.945,0.949,1.16,False,False,False
600880.SH,0.537,0.429,0.405,1.41,1.181,0.822,0.745,-5.57,False,False,False
600531.SH,1.044,0.737,0.719,3.14,2.0,1.541,1.554,6.92,False,False,False
600545.SH,0.949,1.938,2.213,0.29,0.969,1.524,1.712,-2.05,False,False,False
603655.SH,0.785,0.534,0.494,-1.2,0.729,0.654,0.59,-2.55,False,False,False
600868.SH,0.93,0.763,0.673,4.22,0.781,0.71,0.612,-3.57,False,False,False
688551.SH,1.677,2.179,2.326,2.78,1.427,2.688,2.91,1.28,True,False,False
605177.SH,0.601,0.682,0.71,-0.82,1.376,1.136,1.146,-2.88,False,False,False
688525.SH,0.499,0.679,0.632,-0.73,0.677,0.71,0.65,-3.2,False,False,False
688048.SH,1.597,1.134,1.331,3.72,0.79,0.865,1.018,-1.41,True,False,False
603757.SH,1.625,1.939,2.005,-2.41,1.616,1.792,1.891,0.88,True,False,False
605001.SH,1.637,1.084,1.081,-1.33,1.863,1.109,1.078,-2.7,True,False,False
603338.SH,1.302,1.076,1.09,-2.64,0.769,0.835,0.838,-1.54,True,False,False
600028.SH,0.504,0.397,0.4,-0.46,2.567,4.086,4.348,10.06,False,True,False
600433.SH,0.718,0.807,0.834,-0.27,0.996,1.208,1.245,-0.82,False,False,False
600982.SH,1.977,1.974,2.085,2.66,1.321,1.892,2.002,-0.2,True,False,False
688238.SH,0.644,0.739,0.752,1.08,1.705,1.531,1.538,-3.21,False,False,False
688623.SH,0.669,1.234,1.275,-0.01,1.433,1.925,1.953,-3.68,False,False,False
603896.SH,0.375,0.487,0.474,0.05,1.243,1.888,1.889,1.84,False,False,False
603527.SH,0.697,0.653,0.666,1.14,1.237,0.972,0.973,-1.99,False,False,False
688657.SH,0.708,1.649,1.539,-1.75,2.418,2.37,2.106,-5.97,False,False,False
600643.SH,1.034,0.768,0.756,1.45,1.645,1.433,1.381,-2.86,False,False,False
600258.SH,1.612,1.571,1.581,5.31,0.935,0.957,0.951,-2.52,True,False,False
605299.SH,0.558,0.562,0.596,1.03,1.567,0.809,0.829,-5.02,False,False,False
601969.SH,1.706,1.49,1.522,4.56,1.718,2.296,2.438,4.2,True,False,False
600637.SH,0.777,0.624,0.61,1.41,0.946,0.954,0.906,-3.66,False,False,False
600741.SH,0.771,0.698,0.699,-1.02,1.089,0.801,0.8,0.1,False,False,False
603908.SH,0.685,0.718,0.723,1.19,1.975,1.31,1.286,-4.37,False,False,False
688721.SH,0.948,1.328,1.347,-3.51,0.934,1.155,1.142,-3.19,False,False,False
688755.SH,0.535,0.47,0.468,-0.17,2.292,1.335,1.301,-2.64,False,False,False
600650.SH,0.629,0.601,0.576,0.07,1.159,0.894,0.838,-3.91,False,False,False
603819.SH,0.76,0.706,0.718,0.15,2.228,1.372,1.359,-4.16,False,False,False
600624.SH,1.708,1.109,1.108,1.89,1.162,1.155,1.143,-2.04,True,False,False
601038.SH,0.444,0.752,0.774,-0.67,0.634,0.768,0.781,-1.34,False,False,False
688630.SH,0.67,0.804,0.889,-1.24,0.986,1.027,1.161,1.37,False,False,False
603885.SH,0.748,0.677,0.638,-0.64,1.722,2.824,2.551,-4.36,False,False,False
601992.SH,0.713,0.492,0.486,0.99,0.853,0.604,0.586,-2.44,False,False,False
601890.SH,1.273,2.218,2.53,2.7,2.549,2.292,2.504,-5.77,True,False,False
688329.SH,0.562,0.734,0.76,-0.82,1.248,1.583,1.612,-2.23,False,False,False
603987.SH,0.508,0.581,0.581,0.32,1.613,1.074,1.056,-2.03,False,False,False
603059.SH,0.47,0.354,0.347,-1.57,1.541,0.923,0.859,-4.9,False,False,False
605388.SH,0.546,0.546,0.541,0.58,1.885,1.038,1.004,-3.44,False,False,False
601878.SH,0.828,0.743,0.734,0.57,0.92,0.954,0.938,-1.03,False,False,False
600726.SH,1.147,1.499,1.582,2.26,1.151,1.492,1.569,-0.37,False,False,False
688159.SH,1.043,0.802,0.75,2.86,1.105,1.008,0.909,-5.94,False,False,False
603229.SH,0.279,0.378,0.367,0.1,1.358,0.917,0.867,-3.19,False,False,False
688536.SH,0.593,0.564,0.518,-1.66,0.789,0.885,0.799,-2.78,False,False,False
600893.SH,0.909,0.819,0.925,-4.26,1.583,1.405,1.658,7.37,False,False,False
600522.SH,1.367,1.635,2.07,5.62,1.948,1.461,1.975,3.64,True,False,False
600556.SH,0.458,0.364,0.338,0.42,0.78,0.582,0.514,-6.63,False,False,False
600420.SH,0.551,0.676,0.677,0.47,1.262,1.458,1.47,0.37,False,False,False
600979.SH,3.475,8.022,8.837,1.99,1.041,3.969,4.307,-1.36,True,False,False
603730.SH,0.517,0.507,0.517,-0.09,1.493,1.159,1.138,-4.83,False,False,False
605066.SH,0.607,0.743,0.77,0.11,1.173,0.993,1.016,-2.6,False,False,False
601168.SH,0.907,0.826,0.846,2.67,1.209,1.073,1.107,4.59,False,False,False
603949.SH,0.577,0.644,0.593,-1.79,1.174,0.796,0.705,-4.16,False,False,False
600774.SH,1.098,0.468,0.464,1.25,1.191,0.604,0.586,-3.81,False,False,False
603097.SH,0.662,0.559,0.592,-0.39,1.05,0.865,0.927,0.84,False,False,False
688393.SH,0.664,0.662,0.637,2.07,1.483,1.07,0.997,-5.4,False,False,False
688788.SH,0.522,0.751,0.698,-1.62,1.219,2.673,2.613,3.64,False,False,False
600676.SH,0.625,0.45,0.44,0.86,0.937,0.705,0.685,-1.71,False,False,False
688291.SH,0.635,0.833,0.901,-3.79,0.686,1.005,1.081,-0.36,False,False,False
600219.SH,0.707,0.676,0.677,0.71,1.117,1.014,1.034,4.66,False,False,False
600602.SH,1.835,1.624,1.679,5.7,0.483,0.953,0.951,-3.49,True,False,False
603195.SH,0.53,0.52,0.53,-1.22,1.012,0.692,0.691,-2.32,False,False,False
601928.SH,0.331,0.414,0.41,0.0,0.668,0.961,0.946,-0.8,False,False,False
600285.SH,0.42,0.507,0.502,0.28,0.72,0.774,0.766,0.32,False,False,False
688616.SH,0.764,1.098,1.118,0.07,1.275,1.826,1.87,-0.94,False,False,False
603109.SH,0.988,0.858,0.855,1.09,1.148,1.2,1.177,-2.49,False,False,False
688662.SH,1.339,1.093,1.165,1.97,0.619,0.976,1.041,-3.77,True,False,False
688279.SH,0.374,0.565,0.537,-1.08,1.001,1.024,0.942,-4.05,False,False,False
603566.SH,1.217,1.178,1.203,0.99,1.529,1.108,1.115,-2.39,True,False,False
688095.SH,0.391,0.838,0.715,1.85,0.868,0.896,0.743,-4.38,False,False,False
600406.SH,0.713,0.705,0.744,-0.51,2.251,1.467,1.604,3.77,False,False,False
603391.SH,0.579,0.765,0.779,1.74,0.653,0.661,0.679,1.21,False,False,False
688466.SH,0.842,1.632,1.721,-1.51,1.204,1.719,1.785,-2.12,False,False,False
603379.SH,0.711,0.642,0.685,1.02,1.836,1.367,1.51,4.85,False,False,False
600081.SH,0.986,0.971,0.965,-0.83,1.842,1.383,1.342,-2.36,False,False,False
688009.SH,0.78,0.582,0.593,-0.35,2.68,1.988,2.084,3.5,False,False,False
601601.SH,0.62,0.94,0.87,-0.37,1.014,1.197,1.089,-2.01,False,False,False
603716.SH,0.634,0.584,0.554,1.4,1.218,0.936,0.858,-4.5,False,False,False
603660.SH,0.303,0.47,0.452,-0.1,1.075,0.849,0.819,-0.4,False,False,False
605136.SH,0.326,0.464,0.434,0.63,0.906,0.722,0.647,-4.65,False,False,False
601777.SH,0.678,0.77,0.798,0.78,0.924,1.054,1.06,-4.55,False,False,False
600829.SH,0.345,0.247,0.227,0.46,1.129,0.552,0.491,-4.29,False,False,False
600183.SH,0.879,1.138,1.157,-5.33,0.618,0.872,0.867,-0.95,False,False,False
600598.SH,0.797,0.64,0.635,1.52,1.644,1.651,1.701,5.47,False,False,False
688510.SH,1.583,0.977,1.165,-2.41,0.84,1.024,1.154,-3.84,True,False,False
601318.SH,0.388,0.538,0.516,-0.65,0.814,0.859,0.81,-1.17,False,False,False
603688.SH,0.765,1.178,1.309,-1.76,1.832,1.741,2.022,6.18,False,False,False
688197.SH,0.569,0.612,0.591,0.74,0.929,0.967,0.912,-3.14,False,False,False
600570.SH,0.461,0.594,0.568,0.57,1.279,1.249,1.157,-3.56,False,False,False
688475.SH,0.766,1.092,1.049,-0.37,1.389,1.744,1.617,-3.79,False,False,False
601666.SH,0.989,0.72,0.749,2.18,0.831,1.296,1.367,0.9,False,False,False
600489.SH,0.646,0.716,0.694,2.48,1.758,1.734,1.768,9.99,False,False,False
688401.SH,0.725,0.683,0.699,-0.87,0.741,0.856,0.872,-1.61,False,False,False
600938.SH,0.491,0.513,0.529,1.13,1.089,2.707,3.062,10.01,False,False,False
600415.SH,0.749,0.626,0.585,1.09,0.926,0.969,0.881,-2.96,False,False,False
603799.SH,0.953,0.807,0.839,2.26,0.935,0.924,0.96,-0.22,False,False,False
603382.SH,0.497,0.681,0.671,-0.35,1.647,1.206,1.164,-2.97,False,False,False
600461.SH,0.833,0.77,0.792,0.4,1.217,1.252,1.292,0.4,False,False,False
603280.SH,0.653,0.632,0.615,-0.58,2.045,1.503,1.399,-5.62,False,False,False
688184.SH,3.422,2.217,2.356,5.36,1.445,1.479,1.584,-0.55,True,False,False
600517.SH,1.964,1.727,1.873,3.49,0.863,1.492,1.606,-1.08,True,False,False
600563.SH,0.662,0.916,0.957,-1.45,1.834,1.464,1.549,2.47,False,False,False
600178.SH,0.652,0.73,0.72,-1.03,1.273,1.101,1.083,-0.72,False,False,False
603268.SH,0.452,1.232,1.484,5.0,0.12,1.196,1.516,5.0,False,False,False
688577.SH,1.134,1.057,1.018,-1.61,0.992,1.071,1.0,-3.32,False,False,False
603607.SH,0.326,0.625,0.611,-1.15,0.818,0.661,0.633,-2.67,False,False,False
605151.SH,0.447,0.508,0.482,-0.89,0.996,0.538,0.501,-2.83,False,False,False
688118.SH,1.742,0.955,0.998,20.01,1.266,2.497,2.747,2.54,True,False,False
688503.SH,2.205,1.421,1.734,13.41,0.92,0.853,1.044,-4.31,True,False,False
601588.SH,0.494,0.65,0.669,0.53,1.008,0.907,0.92,-2.09,False,False,False
688380.SH,0.473,0.432,0.427,-2.11,0.467,0.427,0.418,-2.17,False,False,False
600308.SH,0.587,0.648,0.666,-0.24,1.261,0.799,0.819,-0.24,False,False,False
600713.SH,0.62,0.451,0.448,0.36,1.163,0.773,0.762,-1.09,False,False,False
603018.SH,0.381,0.58,0.583,0.49,0.603,0.637,0.63,-1.6,False,False,False
688707.SH,0.616,0.84,0.855,0.67,1.638,1.321,1.304,-4.04,False,False,False
603477.SH,1.213,1.253,1.253,2.42,0.939,0.979,0.983,-0.06,True,False,False
688368.SH,0.566,0.499,0.442,0.52,0.762,0.577,0.503,-2.53,False,False,False
688605.SH,0.485,0.882,0.873,-1.78,0.904,0.881,0.852,-3.99,False,False,False
603501.SH,1.274,1.063,1.066,0.33,1.126,1.155,1.133,-3.31,True,False,False
688671.SH,0.467,1.059,1.052,-0.68,1.836,1.747,1.673,-5.92,False,False,False
603858.SH,0.418,0.42,0.415,0.53,0.957,0.912,0.892,-1.05,False,False,False
600665.SH,0.631,0.731,0.74,0.56,1.741,1.359,1.342,-3.31,False,False,False
688282.SH,0.995,0.92,0.972,2.75,1.182,2.057,2.239,5.55,False,False,False
688699.SH,0.428,0.451,0.388,-0.17,0.662,0.602,0.505,-4.96,False,False,False
600611.SH,0.545,0.519,0.508,0.0,0.935,1.094,1.051,-2.8,False,False,False
603186.SH,0.938,1.2,1.325,0.92,0.872,1.223,1.399,-0.22,False,False,False
603969.SH,0.594,0.714,0.74,0.47,0.907,1.194,1.245,-0.09,False,False,False
600754.SH,2.003,1.678,1.722,5.92,0.998,0.915,0.936,-0.64,True,False,False
600720.SH,0.71,0.676,0.672,0.41,1.017,1.09,1.084,-0.27,False,False,False
605366.SH,0.646,1.281,1.453,-1.68,2.537,2.158,2.529,8.45,False,True,False
603444.SH,0.399,0.646,0.609,-0.19,1.231,1.463,1.335,-3.85,False,False,False
688636.SH,0.733,1.572,1.566,2.61,0.839,1.882,1.912,2.13,False,False,False
603883.SH,0.376,0.384,0.366,0.34,1.05,0.737,0.691,-2.27,False,False,False
603129.SH,0.857,0.959,0.925,-0.52,1.007,0.937,0.887,-2.67,False,False,False
688259.SH,0.792,1.429,1.437,-1.84,1.681,1.772,1.706,-6.23,False,False,False
600622.SH,0.438,0.901,0.886,0.0,0.78,1.109,1.079,-1.73,False,False,False
600239.SH,0.737,0.566,0.568,0.84,1.144,1.342,1.318,-3.32,False,False,False
601908.SH,0.648,0.7,0.713,1.73,0.828,0.769,0.771,-2.19,False,False,False
603359.SH,1.264,1.806,1.878,-0.56,1.273,1.506,1.487,-5.03,True,False,False
688432.SH,0.798,1.637,1.906,-1.62,1.282,1.605,1.784,-6.63,False,False,False
688029.SH,0.889,0.703,0.717,-0.17,2.124,2.708,2.56,-7.6,False,False,False
605060.SH,0.785,1.371,1.812,-4.68,0.753,1.356,1.703,-9.2,False,False,False
600426.SH,1.146,0.855,0.876,4.92,1.362,1.987,2.187,4.92,False,False,False
600997.SH,0.969,0.904,0.925,2.57,1.226,1.375,1.438,1.57,False,False,False
600452.SH,1.86,2.204,2.424,10.02,0.792,1.415,1.74,10.02,True,False,False
605088.SH,0.391,0.557,0.52,-1.03,0.953,0.828,0.751,-4.07,False,False,False
600895.SH,1.31,1.437,1.398,0.78,1.418,1.593,1.513,-4.53,True,False,False
600550.SH,0.608,0.843,0.941,-1.63,1.03,0.883,0.983,-0.92,False,False,False
605116.SH,0.725,0.925,0.873,0.08,1.507,1.646,1.509,-3.81,False,False,False
605162.SH,2.029,2.331,2.431,2.63,1.662,2.437,2.541,0.2,True,False,False
600809.SH,0.17,0.379,0.358,-0.14,0.689,0.632,0.59,-1.63,False,False,False
688530.SH,1.035,1.378,2.036,5.23,0.783,0.898,1.308,-4.75,False,False,False
600435.SH,0.56,0.804,0.809,-0.52,2.188,4.087,4.391,10.03,False,True,False
