buy_count,description,name,code,yesterday_count,comments_count,id,total_fund,choice_count,date,source
181,,航天发展,000547,151,0,732,4610.450000000003,0,20251226,wanzhu_api
98,,神剑股份,002361,105,0,7851,979.3099999999996,0,20251226,wanzhu_api
94,,天际股份,002759,25,0,8070,5335.829999999995,0,20251226,wanzhu_api
85,,海南发展,002163,36,0,7743,1962.3400000000013,0,20251226,wanzhu_api
73,,平潭发展,000592,62,1,7495,1562.97,0,20251226,wanzhu_api
69,,东百集团,600693,95,0,9217,884.4100000000004,0,20251226,wanzhu_api
62,,合兴包装,002228,41,0,7778,1250.0599999999997,0,20251226,wanzhu_api
61,,通宇通讯,002792,46,1,8090,3171.3300000000004,0,20251226,wanzhu_api
52,,再升科技,603601,54,0,9687,945.88,0,20251226,wanzhu_api
48,,浙江世宝,002703,44,1,8042,237.07999999999996,0,20251226,wanzhu_api
47,,鹭燕医药,002788,42,0,8087,485.5199999999999,0,20251226,wanzhu_api
43,,创元科技,000551,65,0,2149,241.4,0,20251226,wanzhu_api
41,,信维通信,300136,30,0,8308,1382.1299999999994,0,20251226,wanzhu_api
39,,飞龙股份,002536,52,0,7949,386.2000000000001,0,20251226,wanzhu_api
38,,赢时胜,300377,33,0,1202,2503.9100000000003,0,20251226,wanzhu_api
35,,国晟科技,603778,42,0,896,2565.3300000000004,0,20251226,wanzhu_api
35,,雪人集团,002639,36,0,1391,589.3299999999997,0,20251226,wanzhu_api
35,,奕东电子,301123,45,0,19767,622.7099999999999,0,20251226,wanzhu_api
34,,英维克,002837,34,0,715,644.7200000000003,0,20251226,wanzhu_api
33,,西部材料,002149,46,0,2316,577.7399999999998,0,20251226,wanzhu_api
32,,胜通能源,001331,0,0,19616,345.10999999999996,0,20251226,wanzhu_api
32,,鲁信创投,600783,20,0,9256,678.894,0,20251226,wanzhu_api
31,,大业股份,603278,21,0,9594,541.8299999999999,0,20251226,wanzhu_api
30,,厦门国贸,600755,28,0,9243,356.84000000000003,0,20251226,wanzhu_api
29,,航天动力,600343,45,0,2251,1886.88,0,20251226,wanzhu_api
28,,福龙马,603686,9,0,2234,391.13,0,20251226,wanzhu_api
27,,安通控股,600179,17,0,697,172.98999999999995,0,20251226,wanzhu_api
27,,百大集团,600865,47,0,9304,214.67,0,20251226,wanzhu_api
27,,五洲特纸,605007,9,0,1680,224.93000000000004,0,20251226,wanzhu_api
27,,C天溯,301449,26,0,23870,584.7099999999999,0,20251226,wanzhu_api
26,,顺灏股份,002565,40,0,2031,812.7023000000002,0,20251226,wanzhu_api
25,,华菱线缆,001208,29,0,1345,216.64999999999995,0,20251226,wanzhu_api
25,,海科新源,301292,2,0,19872,459.36,0,20251226,wanzhu_api
25,,永辉超市,601933,30,0,9472,1326.09,0,20251226,wanzhu_api
24,,中国卫星,600118,24,0,2254,320.80000000000007,0,20251226,wanzhu_api
24,,昊志机电,300503,25,0,303,240.12000000000003,0,20251226,wanzhu_api
23,,合富中国,603122,28,0,20020,721.9299999999998,0,20251226,wanzhu_api
22,,海峡创新,300300,24,0,8400,331.50999999999993,0,20251226,wanzhu_api
22,,万向钱潮,000559,25,0,7478,142.55999999999997,0,20251226,wanzhu_api
21,,赛微电子,300456,25,0,36,480.34999999999997,0,20251226,wanzhu_api
21,,安记食品,603696,27,0,9723,547.6300000000001,0,20251226,wanzhu_api
21,,香农芯创,300475,15,0,2387,920.8699999999999,0,20251226,wanzhu_api
20,,淳中科技,603516,20,0,1185,3829.9700000000003,0,20251226,wanzhu_api
20,,航天电子,600879,24,0,9314,170.07999999999996,0,20251226,wanzhu_api
20,,东芯股份,688110,17,0,9989,886.8,0,20251226,wanzhu_api
18,,天银机电,300342,13,0,8423,141.53,0,20251226,wanzhu_api
18,,德明利,001309,6,0,19606,776.7499999999999,0,20251226,wanzhu_api
18,,C纳百川,301667,32,0,23871,207.21999999999994,0,20251226,wanzhu_api
18,,东方日升,300118,6,0,549,199.06,0,20251226,wanzhu_api
18,,北斗星通,002151,0,0,1842,575.17,0,20251226,wanzhu_api
18,,超捷股份,301005,32,0,487,219.20000000000002,0,20251226,wanzhu_api
17,,指南针,300803,14,0,2416,2231.77,0,20251226,wanzhu_api
16,,乾照光电,300102,18,0,1745,202.17000000000002,0,20251226,wanzhu_api
16,,西测测试,301306,8,0,19884,245.2,0,20251226,wanzhu_api
16,,长盈精密,300115,24,0,8301,858.1599999999999,0,20251226,wanzhu_api
16,,上海瀚讯,300762,18,0,8676,208.76999999999998,0,20251226,wanzhu_api
15,,阳光电源,300274,9,0,923,345.90000000000015,0,20251226,wanzhu_api
15,,隆基机械,002363,2,0,7853,624.9599999999999,0,20251226,wanzhu_api
15,,多氟多,002407,5,0,815,59.870000000000005,0,20251226,wanzhu_api
15,,泰尔股份,002347,2,1,7847,245.63000000000005,0,20251226,wanzhu_api
14,,珂玛科技,301611,17,0,21653,68.6048,0,20251226,wanzhu_api
14,,久之洋,300516,6,0,2291,278.5399999999999,0,20251226,wanzhu_api
14,,亚翔集成,603929,10,0,9814,227.18999999999997,0,20251226,wanzhu_api
13,,神农种业,300189,14,0,2048,100.41999999999999,0,20251226,wanzhu_api
13,,北京君正,300223,23,0,234,1315.3899999999999,0,20251226,wanzhu_api
13,,金风科技,002202,7,0,1003,66.95,0,20251226,wanzhu_api
13,,华力创通,300045,5,2,669,133.66,0,20251226,wanzhu_api
13,,巨力索具,002342,2,0,225,41.7417,0,20251226,wanzhu_api
13,,工业富联,601138,11,0,9385,116.24839999999999,0,20251226,wanzhu_api
13,,华联控股,000036,16,0,2255,179.09,0,20251226,wanzhu_api
12,,新易盛,300502,12,0,1658,1014.5799999999999,0,20251226,wanzhu_api
12,,中银证券,601696,2,0,909,75.9,0,20251226,wanzhu_api
12,,广联航空,300900,16,0,8762,826.5399999999998,0,20251226,wanzhu_api
12,,江波龙,301308,7,0,19886,392.33,0,20251226,wanzhu_api
12,,臻镭科技,688270,13,0,20117,556.8299999999999,0,20251226,wanzhu_api
11,,中际旭创,300308,12,0,8405,482.7899999999999,0,20251226,wanzhu_api
11,,中钨高新,000657,8,0,7527,127.16,0,20251226,wanzhu_api
11,,中国卫通,601698,3,0,9441,256.56,0,20251226,wanzhu_api
10,,中超控股,002471,4,0,1113,55.46,0,20251226,wanzhu_api
10,,力星股份,300421,17,0,8472,109.36,0,20251226,wanzhu_api
10,,天华新能,300390,2,0,1015,44.480000000000004,0,20251226,wanzhu_api
10,,长芯博创,300548,12,0,8544,286.36,0,20251226,wanzhu_api
10,,四方精创,300468,13,0,595,133.94,0,20251226,wanzhu_api
10,,生益科技,600183,8,0,8962,176.55,0,20251226,wanzhu_api
10,,三花智控,002050,18,0,7684,84.19999999999999,0,20251226,wanzhu_api
10,,翠微股份,603123,19,0,1259,236.76000000000002,0,20251226,wanzhu_api
10,,航天工程,603698,25,0,9725,340.72,0,20251226,wanzhu_api
10,,康芝药业,300086,0,0,2094,80.41000000000001,0,20251226,wanzhu_api
10,,国机重装,601399,15,0,1292,153.15,0,20251226,wanzhu_api
9,,航天机电,600151,13,0,8949,216.376,0,20251226,wanzhu_api
9,,博盈特焊,301468,2,0,19968,373.6700000000001,0,20251226,wanzhu_api
9,,龙洲股份,002682,13,0,4,49.93900000000001,0,20251226,wanzhu_api
9,,天力复合,920576,12,0,20368,271.93999999999994,0,20251226,wanzhu_api
9,,孚日股份,002083,12,0,2530,689.96,0,20251226,wanzhu_api
9,,烽火通信,600498,7,0,9111,164.03,0,20251226,wanzhu_api
9,,鼎捷转债,123263,9,0,23843,10.799999999999997,0,20251226,wanzhu_api
9,,长光华芯,688048,12,0,20061,317.7900000000001,0,20251226,wanzhu_api
9,,东材科技,601208,15,0,9397,51.73,0,20251226,wanzhu_api
9,,飞沃科技,301232,13,0,19830,136.22,0,20251226,wanzhu_api
9,,昇兴股份,002752,4,0,8065,165.61999999999998,0,20251226,wanzhu_api
