code,name,date,label,success,sustain_score,env_score,is_true_breakout,confidence,pnl_pct,max_drawdown,data_source,sustain_duration
001331,胜通能源,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300900,广联航空,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300900,广联航空,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300900,广联航空,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301611,珂玛科技,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301611,珂玛科技,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301611,珂玛科技,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
920576,天力复合,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
920576,天力复合,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
920576,天力复合,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002702,海欣食品,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002702,海欣食品,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002702,海欣食品,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603698,航天工程,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603698,航天工程,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603698,航天工程,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
000063,中兴通讯,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
000063,中兴通讯,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
000063,中兴通讯,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002519,银河电子,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002519,银河电子,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002519,银河电子,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603000,人民网,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603000,人民网,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603000,人民网,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002995,天地在线,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002995,天地在线,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002995,天地在线,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
600105,永鼎股份,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
600105,永鼎股份,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
600105,永鼎股份,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002317,众生药业,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002317,众生药业,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002317,众生药业,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603123,翠微股份,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603123,翠微股份,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603123,翠微股份,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
001369,N双欣,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
001369,N双欣,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
001369,N双欣,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603352,N至信,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603352,N至信,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603352,N至信,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603533,掌阅科技,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603533,掌阅科技,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603533,掌阅科技,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301667,N纳百川,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301667,N纳百川,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301667,N纳百川,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301687,N新广益,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301687,N新广益,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301687,N新广益,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300699,光威复材,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300699,光威复材,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300699,光威复材,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301667,C纳百川,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301667,C纳百川,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301667,C纳百川,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
601899,紫金矿业,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
601899,紫金矿业,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
601899,紫金矿业,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
688818,N电科,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
688818,N电科,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
688818,N电科,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301687,C新广益,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301687,C新广益,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301687,C新广益,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603248,N锡华,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603248,N锡华,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603248,N锡华,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
600755,厦门国贸,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
600755,厦门国贸,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
600755,厦门国贸,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002251,步步高,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002251,步步高,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002251,步步高,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301449,C天溯,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301449,C天溯,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301449,C天溯,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002272,川润股份,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002272,川润股份,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002272,川润股份,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
001280,N中国铀,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
001280,N中国铀,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
001280,N中国铀,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
600775,南京熊猫,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
600775,南京熊猫,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
600775,南京熊猫,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
601112,N振石,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
601112,N振石,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
601112,N振石,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301638,C南网数,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301638,C南网数,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301638,C南网数,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301449,N天溯,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301449,N天溯,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301449,N天溯,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300446,航天智造,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300446,航天智造,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300446,航天智造,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002697,红旗连锁,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002697,红旗连锁,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002697,红旗连锁,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300753,爱朋医疗,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300753,爱朋医疗,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300753,爱朋医疗,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
600733,北汽蓝谷,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
600733,北汽蓝谷,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
600733,北汽蓝谷,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301363,美好医疗,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301363,美好医疗,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301363,美好医疗,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
920207,众诚科技,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
920207,众诚科技,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
920207,众诚科技,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300885,海昌新材,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300885,海昌新材,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300885,海昌新材,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002766,索菱股份,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002766,索菱股份,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002766,索菱股份,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603703,盛洋科技,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603703,盛洋科技,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603703,盛洋科技,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603402,C陕旅,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603402,C陕旅,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603402,C陕旅,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
600662,外服控股,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
600662,外服控股,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
600662,外服控股,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002735,王子新材,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002735,王子新材,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002735,王子新材,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301511,德福科技,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301511,德福科技,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
301511,德福科技,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
