code,name,date,label,success,sustain_score,env_score,is_true_breakout,confidence,pnl_pct,max_drawdown,data_source,sustain_duration
300065,海兰信,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
300065,海兰信,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
001330,博纳影业,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
001330,博纳影业,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
001330,博纳影业,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002347,泰尔股份,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002347,泰尔股份,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002347,泰尔股份,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002474,榕基软件,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002474,榕基软件,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
002474,榕基软件,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603618,杭电股份,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603618,杭电股份,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
603618,杭电股份,2026-02-18,待检测,True,0.0,0.0,,0.0,0,0,tick,0
001331,胜通能源,2026-02-20,待检测,True,0.0,0.0,,0.0,0,0,tick,0
001331,胜通能源,2026-02-19,待检测,True,0.0,0.0,,0.0,0,0,tick,0
