time,open,high,low,close,volume,amount,time_str
1767929280000,100.86,101.05,100.86,101.0,150,1514543.0,2026-01-09 11:28:00
1767929340000,101.0,101.1,100.94,101.09,158,1595937.0,2026-01-09 11:29:00
1767929400000,101.15,101.3,101.11,101.3,235,2377655.0000000005,2026-01-09 11:30:00
1767934860000,101.35000000000001,103.04,101.35000000000001,102.60000000000001,3812,39067010.0,2026-01-09 13:01:00
1767934920000,102.60000000000001,102.60000000000001,101.7,101.85000000000001,1062,10846514.0,2026-01-09 13:02:00
1767934980000,101.74000000000001,101.87,101.34,101.65,785,7972500.000000001,2026-01-09 13:03:00
1767935040000,101.69000000000001,101.69000000000001,101.21000000000001,101.21000000000001,822,8332114.000000001,2026-01-09 13:04:00
1767935100000,101.31,101.31,101.0,101.01,778,7866976.0,2026-01-09 13:05:00
1767935160000,101.0,101.99,101.0,101.44,1111,11293036.0,2026-01-09 13:06:00
1767935220000,101.88,102.6,101.77,102.16,1301,13277414.0,2026-01-09 13:07:00
1767935280000,102.16000000000001,102.16000000000001,101.51,101.87,1200,12227235.0,2026-01-09 13:08:00
1767935340000,101.82000000000001,102.11,101.45,101.59,603,6129108.0,2026-01-09 13:09:00
1767935400000,101.59,101.60000000000001,101.26,101.4,413,4188481.0,2026-01-09 13:10:00
1767935460000,101.25,101.25,101.0,101.0,544,5498211.0,2026-01-09 13:11:00
1767935520000,101.00000000000001,101.01,100.57000000000001,100.57000000000001,1641,16531820.0,2026-01-09 13:12:00
1767935580000,100.57000000000001,100.58000000000001,100.32000000000001,100.32000000000001,1480,14866958.000000002,2026-01-09 13:13:00
1767935640000,100.05,100.17,99.69,99.89999999999999,1897,18962641.0,2026-01-09 13:14:00
1767935700000,99.9,99.93,99.42,99.66,1138,11350548.0,2026-01-09 13:15:00
1767935760000,99.67,99.73,99.55,99.55,1212,12073261.000000002,2026-01-09 13:16:00
1767935820000,99.5,99.5,99.12,99.34,1022,10145822.0,2026-01-09 13:17:00
1767935880000,99.34,99.37,99.21000000000001,99.26,622,6177395.0,2026-01-09 13:18:00
1767935940000,99.23,99.28,99.2,99.27,552,5477721.0,2026-01-09 13:19:00
1767936000000,99.30000000000001,99.58,99.26,99.58,744,7395018.000000001,2026-01-09 13:20:00
1767936060000,99.57000000000001,99.60000000000001,99.35000000000001,99.35000000000001,1035,10300002.0,2026-01-09 13:21:00
1767936120000,99.36,99.58,99.36,99.48,384,3819277.0,2026-01-09 13:22:00
1767936180000,99.49000000000001,99.79,99.48,99.63000000000001,464,4621523.0,2026-01-09 13:23:00
1767936240000,99.63,99.86,99.61,99.75,707,7050038.000000001,2026-01-09 13:24:00
1767936300000,99.8,99.8,99.11,99.11,1281,12725342.0,2026-01-09 13:25:00
1767936360000,99.1,99.32,99.08,99.17,763,7563320.0,2026-01-09 13:26:00
1767936420000,99.28,99.28,99.0,99.12,1107,10964015.0,2026-01-09 13:27:00
1767936480000,99.10000000000001,99.48,99.10000000000001,99.46000000000001,306,3038223.0,2026-01-09 13:28:00
1767936540000,99.47,99.91,99.47,99.91,461,4589774.000000001,2026-01-09 13:29:00
1767936600000,99.89999999999999,99.89999999999999,99.77,99.88,388,3874383.9999999995,2026-01-09 13:30:00
1767936660000,99.86000000000001,99.99000000000001,99.85000000000001,99.99000000000001,289,2886914.0,2026-01-09 13:31:00
1767936720000,99.99,100.1,99.77,99.77,780,7797467.0,2026-01-09 13:32:00
1767936780000,99.67,99.89,99.67,99.87,344,3431606.0,2026-01-09 13:33:00
1767936840000,99.87,100.07000000000001,99.68,99.68,507,5062535.0,2026-01-09 13:34:00
1767936900000,99.64999999999999,99.64999999999999,99.58,99.58,159,1583809.0,2026-01-09 13:35:00
1767936960000,99.59,99.8,99.59,99.76,320,3189549.0000000005,2026-01-09 13:36:00
1767937020000,99.79,99.79,99.68,99.71000000000001,232,2313358.0,2026-01-09 13:37:00
1767937080000,99.71000000000001,99.88000000000001,99.71000000000001,99.87,135,1347385.0,2026-01-09 13:38:00
1767937140000,99.88,99.96,99.8,99.96,382,3813465.0000000005,2026-01-09 13:39:00
1767937200000,99.96000000000001,99.96000000000001,99.84,99.85000000000001,233,2327958.0,2026-01-09 13:40:00
1767937260000,99.84,99.95,99.71000000000001,99.9,290,2895609.0,2026-01-09 13:41:00
1767937320000,99.95,100.17,99.95,100.17,275,2750260.0,2026-01-09 13:42:00
1767937380000,100.18,100.27000000000001,100.01,100.04,795,7961481.0,2026-01-09 13:43:00
1767937440000,100.08,100.1,100.03,100.05,329,3292422.0,2026-01-09 13:44:00
1767937500000,100.03,100.22,100.03,100.22,779,7797055.0,2026-01-09 13:45:00
1767937560000,100.21000000000001,100.23,100.06,100.06,496,4967314.0,2026-01-09 13:46:00
1767937620000,100.07000000000001,100.15,100.06,100.11,252,2522001.0,2026-01-09 13:47:00
1767937680000,100.11,100.22,99.95,100.22,698,6984201.0,2026-01-09 13:48:00
1767937740000,100.26,100.29,100.18,100.29,646,6476101.0,2026-01-09 13:49:00
1767937800000,100.31,100.4,100.12,100.15,455,4564480.999999999,2026-01-09 13:50:00
1767937860000,100.13,100.14,100.11,100.12,442,4425571.0,2026-01-09 13:51:00
1767937920000,100.12,100.12,100.07000000000001,100.08000000000001,267,2672696.9999999995,2026-01-09 13:52:00
1767937980000,100.07000000000001,100.33000000000001,100.07000000000001,100.33000000000001,341,3414181.0,2026-01-09 13:53:00
1767938040000,100.33,100.46,100.33,100.45,212,2127601.0,2026-01-09 13:54:00
1767938100000,100.41,100.41,100.13,100.21,610,6119761.000000001,2026-01-09 13:55:00
1767938160000,100.23,100.51,100.23,100.5,518,5201591.999999999,2026-01-09 13:56:00
1767938220000,100.5,100.78999999999999,100.47,100.77,474,4774740.0,2026-01-09 13:57:00
1767938280000,100.76,101.0,100.76,100.89,907,9152198.0,2026-01-09 13:58:00
