buy_count,description,name,code,yesterday_count,comments_count,id,total_fund,choice_count,date,source
64,,实达集团,600734,65,0,9234,1023.4299999999998,0,20251126,wanzhu_api
52,,蓝色光标,300058,70,2,107,2725.9400000000005,0,20251126,wanzhu_api
43,,平潭发展,000592,56,1,7495,1094.254,0,20251126,wanzhu_api
38,,特发信息,000070,14,2,7420,290.92599999999993,0,20251126,wanzhu_api
35,,易点天下,301171,41,0,19792,744.6300000000001,0,20251126,wanzhu_api
33,,航天发展,000547,55,0,732,245.30999999999995,0,20251126,wanzhu_api
33,,榕基软件,002474,53,0,7921,103.10399999999998,0,20251126,wanzhu_api
32,,赛微电子,300456,29,0,36,436.0400000000001,0,20251126,wanzhu_api
27,,航天动力,600343,14,0,2251,214.21,0,20251126,wanzhu_api
25,,光库科技,300620,18,0,8586,278.7299999999999,0,20251126,wanzhu_api
23,,合富中国,603122,23,0,20020,282.56,0,20251126,wanzhu_api
22,,欢瑞世纪,000892,15,0,427,255.933,0,20251126,wanzhu_api
19,,石基信息,002153,11,0,7738,663.52,0,20251126,wanzhu_api
19,,东芯股份,688110,8,0,9989,1382.01,0,20251126,wanzhu_api
18,,雷科防务,002413,8,1,1834,78.02000000000001,0,20251126,wanzhu_api
18,,众生药业,002317,20,0,1705,823.16,0,20251126,wanzhu_api
17,,国晟科技,603778,15,0,896,592.7999999999998,0,20251126,wanzhu_api
14,,中水渔业,000798,24,0,1889,30.949999999999996,0,20251126,wanzhu_api
14,,长盈精密,300115,4,0,8301,236.88999999999996,0,20251126,wanzhu_api
13,,佳缘科技,301117,6,0,19763,206.74000000000004,0,20251126,wanzhu_api
13,,天际股份,002759,26,0,8070,429.69,0,20251126,wanzhu_api
13,,品高股份,688227,6,0,10052,834.6299999999999,0,20251126,wanzhu_api
13,,阳光电源,300274,11,0,923,126.72,0,20251126,wanzhu_api
13,,香农芯创,300475,11,0,2387,324.1539999999999,0,20251126,wanzhu_api
13,,腾景科技,688195,14,0,10033,570.5500000000001,0,20251126,wanzhu_api
13,,海峡创新,300300,9,0,8400,312.1,0,20251126,wanzhu_api
13,,中富电路,300814,14,0,8707,73.14,0,20251126,wanzhu_api
12,,海南海药,000566,3,0,2011,34.35000000000001,0,20251126,wanzhu_api
12,,中际旭创,300308,4,0,8405,282.46000000000004,0,20251126,wanzhu_api
12,,永鼎股份,600105,2,0,1675,728.941,0,20251126,wanzhu_api
12,,德科立,688205,10,0,20096,197.68999999999997,0,20251126,wanzhu_api
11,,北新路桥,002307,7,0,7820,75.76,0,20251126,wanzhu_api
10,,乾照光电,300102,2,0,1745,54.440000000000005,0,20251126,wanzhu_api
