buy_count,description,name,code,yesterday_count,comments_count,id,total_fund,choice_count,date,source
193,,航天发展,000547,181,0,732,4460.860000000002,0,20251229,wanzhu_api
127,,神剑股份,002361,98,0,7851,1801.3199999999997,0,20251229,wanzhu_api
72,,平潭发展,000592,73,1,7495,664.67,0,20251229,wanzhu_api
60,,天际股份,002759,94,0,8070,1953.2500000000005,0,20251229,wanzhu_api
50,,通宇通讯,002792,61,1,8090,1583.59,0,20251229,wanzhu_api
48,,东百集团,600693,69,0,9217,584.4899999999999,0,20251229,wanzhu_api
45,,合兴包装,002228,62,0,7778,716.9999999999998,0,20251229,wanzhu_api
42,,鹭燕医药,002788,47,0,8087,858.81,0,20251229,wanzhu_api
40,,浙江世宝,002703,48,1,8042,288.91999999999996,0,20251229,wanzhu_api
39,,泰尔股份,002347,15,1,7847,520.0799999999999,0,20251229,wanzhu_api
37,,英维克,002837,34,0,715,789.2900000000001,0,20251229,wanzhu_api
37,,信维通信,300136,41,0,8308,1021.5099999999998,0,20251229,wanzhu_api
37,,天奇股份,002009,8,1,1677,243.87999999999997,0,20251229,wanzhu_api
36,,国晟科技,603778,35,0,896,3019.070000000002,0,20251229,wanzhu_api
35,,大业股份,603278,31,0,9594,463.4199999999997,0,20251229,wanzhu_api
35,,鲁信创投,600783,32,0,9256,798.9900000000004,0,20251229,wanzhu_api
34,,海南发展,002163,85,0,7743,386.3000000000002,0,20251229,wanzhu_api
32,,航天动力,600343,29,0,2251,1766.3700000000003,0,20251229,wanzhu_api
32,,顺灏股份,002565,26,0,2031,459.4700000000001,0,20251229,wanzhu_api
31,,再升科技,603601,52,0,9687,205.40999999999994,0,20251229,wanzhu_api
31,,金风科技,002202,13,0,1003,339.65000000000003,0,20251229,wanzhu_api
30,,奕东电子,301123,35,0,19767,599.9900000000001,0,20251229,wanzhu_api
26,,光威复材,300699,5,0,8639,957.1700000000001,0,20251229,wanzhu_api
26,,赢时胜,300377,38,0,1202,280.39000000000004,0,20251229,wanzhu_api
26,,昊志机电,300503,24,0,303,227.0500000000001,0,20251229,wanzhu_api
25,,乾照光电,300102,16,0,1745,396.2700000000001,0,20251229,wanzhu_api
25,,飞龙股份,002536,39,0,7949,282.82,0,20251229,wanzhu_api
24,,华菱线缆,001208,25,0,1345,713.97,0,20251229,wanzhu_api
23,,翠微股份,603123,10,0,1259,892.0500000000002,0,20251229,wanzhu_api
22,,西部材料,002149,33,0,2316,378.66999999999996,0,20251229,wanzhu_api
21,,中国卫星,600118,24,0,2254,306.23999999999995,0,20251229,wanzhu_api
20,,胜通能源,001331,32,0,19616,263.01,0,20251229,wanzhu_api
20,,厦门国贸,600755,30,0,9243,91.99799999999998,0,20251229,wanzhu_api
20,,扬子新材,002652,7,0,8013,142.84000000000003,0,20251229,wanzhu_api
20,,航天机电,600151,9,0,8949,473.85999999999996,0,20251229,wanzhu_api
19,,百大集团,600865,27,0,9304,125.44999999999999,0,20251229,wanzhu_api
19,,五洲新春,603667,2,0,1809,734.01,0,20251229,wanzhu_api
18,,C纳百川,301667,18,0,23871,373.61000000000007,0,20251229,wanzhu_api
18,,赛微电子,300456,21,0,36,705.4899999999999,0,20251229,wanzhu_api
18,,拓维信息,002261,1,9,2078,258.67999999999995,0,20251229,wanzhu_api
18,,御银股份,002177,0,0,2544,613.5999999999999,0,20251229,wanzhu_api
18,,海峡创新,300300,22,0,8400,411.5299999999999,0,20251229,wanzhu_api
17,,福龙马,603686,28,0,2234,177.71,0,20251229,wanzhu_api
17,,万向钱潮,000559,22,0,7478,263.09,0,20251229,wanzhu_api
17,,超捷股份,301005,18,0,487,125.92000000000002,0,20251229,wanzhu_api
17,,长盈精密,300115,16,0,8301,985.5400000000001,0,20251229,wanzhu_api
17,,合富中国,603122,23,0,20020,96.21000000000001,0,20251229,wanzhu_api
17,,雷科防务,002413,6,1,1834,336.3400000000001,0,20251229,wanzhu_api
16,,航天电子,600879,20,0,9314,80.96999999999998,0,20251229,wanzhu_api
16,,东芯股份,688110,20,0,9989,755.8299999999999,0,20251229,wanzhu_api
16,,创元科技,000551,43,0,2149,115.74000000000001,0,20251229,wanzhu_api
16,,北京君正,300223,13,0,234,940.0200000000002,0,20251229,wanzhu_api
16,,永辉超市,601933,25,0,9472,1430.7700000000002,0,20251229,wanzhu_api
16,,川润股份,002272,2,0,7798,377.78000000000003,0,20251229,wanzhu_api
16,,恒宝股份,002104,1,0,2138,20.0,0,20251229,wanzhu_api
15,,臻镭科技,688270,12,0,20117,517.5500000000002,0,20251229,wanzhu_api
15,,华丰科技,688629,4,0,20231,264.66,0,20251229,wanzhu_api
15,,迈为股份,300751,3,0,142,304.87,0,20251229,wanzhu_api
15,,拉卡拉,300773,2,0,8682,378.65999999999997,0,20251229,wanzhu_api
15,,淳中科技,603516,20,0,1185,3332.0,0,20251229,wanzhu_api
14,,菲利华,300395,8,0,8455,272.29,0,20251229,wanzhu_api
13,,雪人集团,002639,35,0,1391,87.86999999999999,0,20251229,wanzhu_api
13,,吉林化纤,000420,1,0,7441,250.63,0,20251229,wanzhu_api
13,,五洲特纸,605007,27,0,1680,133.89,0,20251229,wanzhu_api
13,,香农芯创,300475,21,0,2387,257.37,0,20251229,wanzhu_api
12,,安通控股,600179,27,0,697,45.97,0,20251229,wanzhu_api
12,,C天溯,301449,27,0,23870,70.85000000000001,0,20251229,wanzhu_api
12,,力星股份,300421,10,0,8472,219.13300000000004,0,20251229,wanzhu_api
12,,中超控股,002471,10,0,1113,358.8499999999999,0,20251229,wanzhu_api
12,,钧达股份,002865,7,0,8141,81.36999999999999,0,20251229,wanzhu_api
12,,华联控股,000036,13,0,2255,54.489999999999995,0,20251229,wanzhu_api
12,,海格通信,002465,0,0,7918,331.09000000000003,0,20251229,wanzhu_api
12,,龙洲股份,002682,9,0,4,130.35,0,20251229,wanzhu_api
11,,中际旭创,300308,11,0,8405,624.14,0,20251229,wanzhu_api
11,,四方精创,300468,10,0,595,90.05999999999999,0,20251229,wanzhu_api
11,,新雷能,300593,6,0,8567,117.45,0,20251229,wanzhu_api
11,,三花智控,002050,10,0,7684,42.019999999999996,0,20251229,wanzhu_api
11,,苏州高新,600736,4,0,9236,229.17999999999998,0,20251229,wanzhu_api
11,,东方日升,300118,18,0,549,81.22,0,20251229,wanzhu_api
11,,银座股份,600858,1,0,9301,123.6,0,20251229,wanzhu_api
11,,银邦股份,300337,3,0,227,319.76,0,20251229,wanzhu_api
11,,斯瑞新材,688102,4,0,20069,574.48,0,20251229,wanzhu_api
11,,上海瀚讯,300762,16,0,8676,119.96,0,20251229,wanzhu_api
11,,越秀资本,000987,1,0,7644,237.94,0,20251229,wanzhu_api
11,,烽火通信,600498,9,0,9111,197.44,0,20251229,wanzhu_api
11,,海科新源,301292,25,0,19872,96.98,0,20251229,wanzhu_api
11,,先导智能,300450,4,0,318,50.53999999999999,0,20251229,wanzhu_api
10,,广联航空,300900,12,0,8762,248.9,0,20251229,wanzhu_api
10,,新易盛,300502,12,0,1658,702.25,0,20251229,wanzhu_api
10,,泰胜风能,300129,4,0,8306,215.46999999999997,0,20251229,wanzhu_api
10,,亚翔集成,603929,14,0,9814,229.26999999999998,0,20251229,wanzhu_api
10,,光库科技,300620,7,0,8586,120.02000000000001,0,20251229,wanzhu_api
10,,金春股份,300877,1,0,8746,150.55999999999997,0,20251229,wanzhu_api
10,,华伍股份,300095,0,0,594,47.95,0,20251229,wanzhu_api
10,,隆基机械,002363,15,0,7853,51.980000000000004,0,20251229,wanzhu_api
10,,工业富联,601138,13,0,9385,114.1624,0,20251229,wanzhu_api
10,,多氟多,002407,15,0,815,3500.61,0,20251229,wanzhu_api
9,,阳光电源,300274,15,0,923,323.32,0,20251229,wanzhu_api
9,,九鼎新材,002201,7,0,1010,134.53000000000003,0,20251229,wanzhu_api
9,,永鼎股份,600105,7,0,1675,75.03,0,20251229,wanzhu_api
