buy_count,description,name,code,yesterday_count,comments_count,id,total_fund,choice_count,date,source
91,,航天发展,000547,109,0,732,1906.9500000000007,0,20260204,wanzhu_api
71,,浙文互联,600986,105,0,176,2600.189999999999,0,20260204,wanzhu_api
59,,信维通信,300136,80,0,8308,1598.9999999999995,0,20260204,wanzhu_api
55,,网宿科技,300017,65,0,8261,646.0200000000001,0,20260204,wanzhu_api
42,,海兰信,300065,33,0,69,1174.4200000000005,0,20260204,wanzhu_api
32,,蓝色光标,300058,67,2,107,367.95,0,20260204,wanzhu_api
31,,巨力索具,002342,36,0,225,472.29999999999995,0,20260204,wanzhu_api
29,,志特新材,300986,24,0,8808,650.156,0,20260204,wanzhu_api
26,,红宝丽,002165,23,0,727,174.07,0,20260204,wanzhu_api
26,,皇台酒业,000995,27,0,347,84.37,0,20260204,wanzhu_api
26,,锋龙股份,002931,22,0,8184,1466.4131999999995,0,20260204,wanzhu_api
24,,东方日升,300118,15,0,549,340.08,0,20260204,wanzhu_api
24,,乾照光电,300102,30,0,1745,281.5800000000001,0,20260204,wanzhu_api
22,,西部材料,002149,54,0,2316,234.72999999999993,0,20260204,wanzhu_api
21,,通鼎互联,002491,22,0,7927,97.31520000000002,0,20260204,wanzhu_api
21,,利欧股份,002131,47,0,7727,264.90999999999997,0,20260204,wanzhu_api
21,,天通股份,600330,3,0,9043,261.57,0,20260204,wanzhu_api
19,,协鑫集成,002506,2,0,31,593.45,0,20260204,wanzhu_api
18,,润泽科技,300442,30,0,8482,386.2300000000001,0,20260204,wanzhu_api
17,,湖南黄金,002155,22,0,1099,444.99999999999994,0,20260204,wanzhu_api
17,,通宇通讯,002792,20,1,8090,828.07,0,20260204,wanzhu_api
16,,昆仑万维,300418,6,2,2627,553.47,0,20260204,wanzhu_api
16,,天银机电,300342,33,0,8423,143.66,0,20260204,wanzhu_api
16,,白银有色,601212,14,0,298,83.59,0,20260204,wanzhu_api
16,,连城数控,920368,13,0,10297,390.29999999999995,0,20260204,wanzhu_api
15,,晓程科技,300139,13,0,348,405.30999999999995,0,20260204,wanzhu_api
15,,顺钠股份,000533,5,0,927,73.81,0,20260204,wanzhu_api
14,,顺灏股份,002565,1,0,2031,117.75000000000001,0,20260204,wanzhu_api
13,,晶盛机电,300316,4,0,8410,153.65000000000003,0,20260204,wanzhu_api
13,,捷佳伟创,300724,8,0,118,110.78999999999999,0,20260204,wanzhu_api
13,,新华百货,600785,11,0,9258,627.41,0,20260204,wanzhu_api
13,,天奇股份,002009,8,1,1677,95.728,0,20260204,wanzhu_api
12,,中国卫星,600118,7,0,2254,302.27000000000004,0,20260204,wanzhu_api
12,,航天电子,600879,20,0,9314,200.04999999999998,0,20260204,wanzhu_api
11,,国晟科技,603778,13,0,896,626.63,0,20260204,wanzhu_api
11,,TCL中环,002129,1,0,529,352.71999999999997,0,20260204,wanzhu_api
11,,钧达股份,002865,14,0,8141,80.01,0,20260204,wanzhu_api
11,,迈为股份,300751,8,0,142,239.87,0,20260204,wanzhu_api
11,,明阳智能,601615,13,0,497,1517.9,0,20260204,wanzhu_api
11,,双良节能,600481,4,0,9103,57.11,0,20260204,wanzhu_api
11,,天地在线,002995,17,0,1195,263.34,0,20260204,wanzhu_api
11,,平潭发展,000592,5,1,7495,140.5,0,20260204,wanzhu_api
10,,京投发展,600683,0,0,1428,296.15999999999997,0,20260204,wanzhu_api
10,,利通电子,603629,22,0,9698,222.8,0,20260204,wanzhu_api
10,,杭电股份,603618,6,0,9696,106.61,0,20260204,wanzhu_api
9,,金风科技,002202,12,0,1003,100.94,0,20260204,wanzhu_api
