code,name,price,change_pct,sector,limit_up_days,first_time,last_time,open_count,date,source,m,amount,ltsz,tshare,hs,lbc,fbt,lbt,fund,zbc,limit_up_count
2837,英维克,109.45,10.0,专用设备,1,94139.0,111524.0,4.0,20260212,akshare_em,,,,,,,,,,,
2378,章源钨业,30.4,9.985527992248535,小金属,2,94142.0,140218.0,13.0,20260212,akshare_em,,,,,,,,,,,
603088,宁波精达,12.76,10.0,通用设备,1,94651.0,94651.0,0.0,20260212,akshare_em,,,,,,,,,,,
833,粤桂股份,22.46,9.990205764770508,综合Ⅱ,1,95315.0,102157.0,2.0,20260212,akshare_em,,,,,,,,,,,
2975,博杰股份,83.03,10.002649307250977,自动化设,1,100021.0,100021.0,0.0,20260212,akshare_em,,,,,,,,,,,
601231,环旭电子,42.08,10.01307201385498,消费电子,1,100113.0,100113.0,0.0,20260212,akshare_em,,,,,,,,,,,
2520,日发精机,6.71,10.0,通用设备,1,100636.0,103912.0,2.0,20260212,akshare_em,,,,,,,,,,,
767,晋控电力,3.62,10.030394554138184,电力,1,100751.0,100751.0,0.0,20260212,akshare_em,,,,,,,,,,,
2824,和胜股份,24.9,9.982332229614258,工业金属,1,100803.0,100803.0,0.0,20260212,akshare_em,,,,,,,,,,,
600490,鹏欣资源,9.86,10.044642448425291,工业金属,1,100849.0,102058.0,1.0,20260212,akshare_em,,,,,,,,,,,
603688,石英股份,47.47,10.011587142944336,非金属材,1,101114.0,103750.0,2.0,20260212,akshare_em,,,,,,,,,,,
533,顺钠股份,12.01,9.981684684753418,电网设备,1,101721.0,101721.0,0.0,20260212,akshare_em,,,,,,,,,,,
603191,望变电气,24.21,9.99545669555664,电网设备,1,102008.0,102405.0,1.0,20260212,akshare_em,,,,,,,,,,,
301317,鑫磊股份,48.62,19.99012756347656,通用设备,1,103018.0,103018.0,0.0,20260212,akshare_em,,,,,,,,,,,
688158,优刻得-W,45.05,20.005327224731445,IT服务Ⅱ,1,103403.0,112412.0,3.0,20260212,akshare_em,,,,,,,,,,,
600026,中远海能,18.73,9.982383728027344,航运港口,1,103631.0,145034.0,4.0,20260212,akshare_em,,,,,,,,,,,
2478,常宝股份,11.31,10.019454956054688,特钢Ⅱ,1,103736.0,103736.0,0.0,20260212,akshare_em,,,,,,,,,,,
300277,海联讯,21.08,19.97723388671875,IT服务Ⅱ,1,104421.0,104421.0,0.0,20260212,akshare_em,,,,,,,,,,,
2842,翔鹭钨业,38.51,9.997143745422363,小金属,2,104842.0,144412.0,1.0,20260212,akshare_em,,,,,,,,,,,
2498,汉缆股份,6.15,10.017889022827148,电网设备,1,105118.0,145218.0,3.0,20260212,akshare_em,,,,,,,,,,,
603308,应流股份,67.29,10.00490379333496,通用设备,1,105251.0,110551.0,1.0,20260212,akshare_em,,,,,,,,,,,
