buy_count,description,name,code,yesterday_count,comments_count,id,total_fund,choice_count,date,source
42,,平潭发展,000592,50,1,7495,225.14800000000008,0,20251203,wanzhu_api
41,,航天发展,000547,50,0,732,275.876,0,20251203,wanzhu_api
32,,道明光学,002632,12,0,1679,236.0,0,20251203,wanzhu_api
29,,赛微电子,300456,24,0,36,477.52,0,20251203,wanzhu_api
28,,广和通,300638,39,0,8597,779.21,0,20251203,wanzhu_api
25,,中兴通讯,000063,29,0,782,1519.5499999999995,0,20251203,wanzhu_api
24,,海欣食品,002702,22,0,8041,371.72999999999996,0,20251203,wanzhu_api
23,,长盈精密,300115,36,0,8301,361.7799999999999,0,20251203,wanzhu_api
23,,N中国铀,001280,0,0,23822,359.01000000000005,0,20251203,wanzhu_api
23,,金富科技,003018,14,0,8237,98.67999999999999,0,20251203,wanzhu_api
22,,实达集团,600734,18,0,9234,442.61000000000007,0,20251203,wanzhu_api
21,,通宇通讯,002792,1,1,8090,183.99,0,20251203,wanzhu_api
20,,蓝色光标,300058,25,2,107,434.21,0,20251203,wanzhu_api
18,,航天动力,600343,6,0,2251,87.38,0,20251203,wanzhu_api
16,,顺灏股份,002565,8,0,2031,239.64,0,20251203,wanzhu_api
13,,乾照光电,300102,30,0,1745,32.300000000000004,0,20251203,wanzhu_api
11,,合富中国,603122,30,0,20020,51.75,0,20251203,wanzhu_api
11,,清水源,300437,12,0,208,121.94,0,20251203,wanzhu_api
11,,国晟科技,603778,14,0,896,745.77,0,20251203,wanzhu_api
11,,兆龙互连,300913,3,0,8769,195.5,0,20251203,wanzhu_api
11,,上海瀚讯,300762,1,0,8676,148.82999999999998,0,20251203,wanzhu_api
10,,江龙船艇,300589,6,0,8566,109.84,0,20251203,wanzhu_api
10,,福蓉科技,603327,8,0,9610,18.61,0,20251203,wanzhu_api
10,,苏豪汇鸿,600981,8,0,2259,16.619999999999997,0,20251203,wanzhu_api
10,,亿利达,002686,0,0,94,35.52,0,20251203,wanzhu_api
10,,海王生物,000078,11,0,7421,52.529999999999994,0,20251203,wanzhu_api
9,,雷科防务,002413,29,1,1834,13.93,0,20251203,wanzhu_api
9,,合百集团,000417,2,0,7439,253.06999999999996,0,20251203,wanzhu_api
9,,冰山冷热,000530,8,0,466,72.01000000000002,0,20251203,wanzhu_api
9,,众生药业,002317,11,0,1705,497.35,0,20251203,wanzhu_api
9,,茂业商业,600828,14,0,9285,14.239999999999998,0,20251203,wanzhu_api
9,,长川科技,300604,2,0,8576,598.85,0,20251203,wanzhu_api
8,,中际旭创,300308,14,0,8405,377.09000000000003,0,20251203,wanzhu_api
8,,粤万年青,301111,6,0,11,100.24,0,20251203,wanzhu_api
8,,特发信息,000070,26,2,7420,21.56,0,20251203,wanzhu_api
8,,长芯博创,300548,6,0,8544,218.74,0,20251203,wanzhu_api
8,,海马汽车,000572,10,0,7488,140.087,0,20251203,wanzhu_api
8,,中国电影,600977,13,2,9350,76.41,0,20251203,wanzhu_api
8,,阳光电源,300274,8,0,923,275.32,0,20251203,wanzhu_api
8,,东芯股份,688110,11,0,9989,609.5699999999999,0,20251203,wanzhu_api
7,,华映科技,000536,0,1,7467,145.09,0,20251203,wanzhu_api
7,,襄阳轴承,000678,3,0,7536,9.890000000000002,0,20251203,wanzhu_api
7,,海峡创新,300300,22,0,8400,231.64000000000001,0,20251203,wanzhu_api
