time,price,band_gain_pct,true_gain_pct,flow_1min,volume_1min,price_change_1min,flow_5min,volume_5min,price_change_5min,flow_15min,volume_15min,price_change_15min
09:30:00,22.67,0.0,0.6660746003552492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09:30:03,22.56,0.0,0.17761989342806014,-56451888.0,25023.0,-0.4852227613586369,-56451888.0,25023.0,-0.4852227613586369,-56451888.0,25023.0,-0.4852227613586369
09:30:06,22.62,0.26595744680852074,0.44404973357016614,-657395.9999999925,49689.0,-0.22055580061755936,-657395.9999999925,49689.0,-0.22055580061755936,-657395.9999999925,49689.0,-0.22055580061755936
09:30:09,22.72,0.7092198581560291,0.8880994671403165,16837004.000000007,57389.0,0.22055580061754368,16837004.000000007,57389.0,0.22055580061754368,16837004.000000007,57389.0,0.22055580061754368
09:30:12,22.7,0.6205673758865273,0.7992895204262865,2924174.0000000093,63518.0,0.1323334803705231,2924174.0000000093,63518.0,0.1323334803705231,2924174.0000000093,63518.0,0.1323334803705231
09:30:15,22.95,1.7287234042553217,1.909413854351686,31969694.000000007,76174.0,1.235112483458304,31969694.000000007,76174.0,1.235112483458304,31969694.000000007,76174.0,1.235112483458304
09:30:18,22.79,1.0195035460992927,1.1989342806394296,4225148.000000011,88348.0,0.5293339214821237,4225148.000000011,88348.0,0.5293339214821237,4225148.000000011,88348.0,0.5293339214821237
09:30:21,22.95,1.7287234042553217,1.909413854351686,31654988.000000007,100300.0,1.235112483458304,31654988.000000007,100300.0,1.235112483458304,31654988.000000007,100300.0,1.235112483458304
09:30:24,23.04,2.1276595744680873,2.3090586145648295,65966156.00000001,115192.0,1.6321129245699049,65966156.00000001,115192.0,1.6321129245699049,65966156.00000001,115192.0,1.6321129245699049
09:30:27,23.07,2.2606382978723474,2.4422735346358824,86551517.0,124115.0,1.7644464049404434,86551517.0,124115.0,1.7644464049404434,86551517.0,124115.0,1.7644464049404434
09:30:30,23.1,2.393617021276608,2.575488454706935,107517077.0,133191.0,1.8967798853109823,107517077.0,133191.0,1.8967798853109823,107517077.0,133191.0,1.8967798853109823
09:30:33,23.18,2.7482269503546144,2.930728241563056,124816311.0,140654.0,2.2496691662990647,124816311.0,140654.0,2.2496691662990647,124816311.0,140654.0,2.2496691662990647
