日期,股票代码,竞价价格,昨收价格,成交量,成交额,时间戳
2026-02-13,603072.SH,43.34,43.68,1005,4350400,2026-02-13T09:31:06.897285
2026-02-13,603235.SH,26.88,27.21,1507,4056300,2026-02-13T09:31:06.897285
2026-02-13,688671.SH,24.74,24.73,285,706900,2026-02-13T09:31:06.903348
2026-02-13,601566.SH,11.65,11.59,2786,3241500,2026-02-13T09:31:06.895780
2026-02-13,301072.SZ,24.04,24.01,1019,2447500,2026-02-13T09:31:06.920532
2026-02-13,605507.SH,28.95,28.95,1059,3068200,2026-02-13T09:31:06.900298
2026-02-13,000825.SZ,4.89,4.94,29183,14308000,2026-02-13T09:31:06.907282
2026-02-13,600028.SH,6.47,6.6,89374,58015100,2026-02-13T09:31:06.891237
2026-02-13,301110.SZ,74.08,74.1,916,6824600,2026-02-13T09:31:06.920532
2026-02-13,301109.SZ,16.06,16.1,1811,2899700,2026-02-13T09:31:06.920532
2026-02-13,002935.SZ,21.41,21.35,2042,4376800,2026-02-13T09:31:06.913325
2026-02-13,002011.SZ,12.81,12.91,2586,3313700,2026-02-13T09:31:06.908805
2026-02-13,002527.SZ,16.54,16.55,2380,3931200,2026-02-13T09:31:06.911820
2026-02-13,301310.SZ,39.06,38.99,325,1265000,2026-02-13T09:31:06.921807
2026-02-13,603095.SH,20.85,21,3709,7847200,2026-02-13T09:31:06.897285
2026-02-13,300873.SZ,25.06,25,1110,2772800,2026-02-13T09:31:06.919015
2026-02-13,300869.SZ,15.28,15.28,748,1143200,2026-02-13T09:31:06.919015
2026-02-13,001896.SZ,9.120000000000001,8.29,138260,126093300,2026-02-13T09:31:06.908805
2026-02-13,600873.SH,11.06,11.15,9398,10423200,2026-02-13T09:31:06.894273
2026-02-13,603036.SH,20.27,20.46,951,1929400,2026-02-13T09:31:06.895780
2026-02-13,603117.SH,5.350000000000001,5.34,2002,1069500,2026-02-13T09:31:06.897285
2026-02-13,600833.SH,13.14,13.09,425,557500,2026-02-13T09:31:06.894273
2026-02-13,001331.SZ,50.17,50.17,1517,7615600,2026-02-13T09:31:06.908805
2026-02-13,001400.SZ,105.3,105.98,518,5478000,2026-02-13T09:31:06.908805
2026-02-13,603031.SH,57.22,57.16,1811,10287000,2026-02-13T09:31:06.895780
2026-02-13,300508.SZ,43.52,43.89,843,3676100,2026-02-13T09:31:06.917482
2026-02-13,688338.SH,33.04,33.15,420,1391200,2026-02-13T09:31:06.903348
2026-02-13,001386.SZ,24.35,24.28,1848,4496000,2026-02-13T09:31:06.908805
2026-02-13,688387.SH,15.15,15.29,23756,35949800,2026-02-13T09:31:06.903348
2026-02-13,600750.SH,25.11,25.18,703,1771500,2026-02-13T09:31:06.894273
2026-02-13,001298.SZ,30.65,30.69,1002,3067000,2026-02-13T09:31:06.908805
2026-02-13,688096.SH,9.39,9.33,1851,1726600,2026-02-13T09:31:06.901830
2026-02-13,300592.SZ,14.05,14.05,4805,6761500,2026-02-13T09:31:06.917482
2026-02-13,603776.SH,18.69,18.49,1148,2132800,2026-02-13T09:31:06.898793
2026-02-13,300294.SZ,22.31,22.32,1216,2713300,2026-02-13T09:31:06.916970
2026-02-13,001299.SZ,13.36,13.39,1540,2063800,2026-02-13T09:31:06.908805
2026-02-13,001356.SZ,12.54,12.54,243,305300,2026-02-13T09:31:06.908805
2026-02-13,002978.SZ,36.5,37.07,3636,13298600,2026-02-13T09:31:06.913325
2026-02-13,600882.SH,22.71,22.48,4274,9740600,2026-02-13T09:31:06.894273
2026-02-13,688606.SH,69.19,69.23,114,791100,2026-02-13T09:31:06.903348
2026-02-13,002512.SZ,5.92,5.87,6781,4006900,2026-02-13T09:31:06.911820
2026-02-13,600163.SH,6.09,6.14,11982,7274900,2026-02-13T09:31:06.891237
2026-02-13,300071.SZ,6.36,6.34,32919,20903800,2026-02-13T09:31:06.914830
2026-02-13,601333.SH,3.1,3.11,11612,3601200,2026-02-13T09:31:06.895780
2026-02-13,300886.SZ,29.19,29.06,483,1406300,2026-02-13T09:31:06.919015
2026-02-13,002414.SZ,16.88,16.72,24077,40423300,2026-02-13T09:31:06.911820
2026-02-13,002580.SZ,13.21,13.36,4370,5776900,2026-02-13T09:31:06.911820
2026-02-13,300458.SZ,42.07,42.24,3983,16740400,2026-02-13T09:31:06.917482
2026-02-13,000571.SZ,7.2,7.19,9628,6910600,2026-02-13T09:31:06.907282
2026-02-13,600180.SH,3.66,3.66,1962,717000,2026-02-13T09:31:06.891237
2026-02-13,688085.SH,21.13,21.14,274,580300,2026-02-13T09:31:06.901830
2026-02-13,688368.SH,138.98,139.54,608,8393700,2026-02-13T09:31:06.903348
2026-02-13,000752.SZ,10.78,10.65,508,545000,2026-02-13T09:31:06.907282
2026-02-13,002076.SZ,2.11,2.13,14553,3064800,2026-02-13T09:31:06.908805
2026-02-13,301408.SZ,20.3,20.37,3328,6775600,2026-02-13T09:31:06.921807
2026-02-13,300416.SZ,18.07,18.05,2921,5262100,2026-02-13T09:31:06.917482
2026-02-13,300921.SZ,32.91,32.21,20602,67629900,2026-02-13T09:31:06.919015
2026-02-13,000553.SZ,5.97,6.01,3805,2283400,2026-02-13T09:31:06.906279
2026-02-13,000720.SZ,3.75,3.75,6105,2285400,2026-02-13T09:31:06.907282
2026-02-13,600639.SH,10.88,10.86,1754,1908000,2026-02-13T09:31:06.892754
2026-02-13,000425.SZ,11.9,12.17,41015,49126100,2026-02-13T09:31:06.906279
2026-02-13,300529.SZ,20.04,20.04,1074,2156700,2026-02-13T09:31:06.917482
2026-02-13,301235.SZ,44.41,46.2,7228,32316900,2026-02-13T09:31:06.921807
2026-02-13,600365.SH,3.09,3.08,886,272900,2026-02-13T09:31:06.891237
2026-02-13,000422.SZ,15.57,15.85,10480,16432800,2026-02-13T09:31:06.906279
2026-02-13,300881.SZ,46.55,48.04,2106,9921100,2026-02-13T09:31:06.919015
2026-02-13,600649.SH,5.28,5.28,10511,5549400,2026-02-13T09:31:06.892754
2026-02-13,600187.SH,2.19,2.17,19026,4139100,2026-02-13T09:31:06.891237
2026-02-13,603101.SH,9.52,9.44,611,580000,2026-02-13T09:31:06.897285
2026-02-13,300931.SZ,12.91,12.83,3954,5084400,2026-02-13T09:31:06.919015
2026-02-13,000505.SZ,7,6.92,3767,2627300,2026-02-13T09:31:06.906279
2026-02-13,002888.SZ,21.27,21.23,684,1452800,2026-02-13T09:31:06.913325
2026-02-13,301332.SZ,9.84,9.81,658,648300,2026-02-13T09:31:06.921807
2026-02-13,688022.SH,16.93,17.25,3735,6351400,2026-02-13T09:31:06.900298
2026-02-13,002446.SZ,11.08,11.02,16740,18549400,2026-02-13T09:31:06.911820
2026-02-13,601607.SH,17.2,17.21,883,1518700,2026-02-13T09:31:06.895780
2026-02-13,603937.SH,12.95,13,986,1276300,2026-02-13T09:31:06.898793
2026-02-13,600753.SH,8.51,8.6,1016,867700,2026-02-13T09:31:06.894273
2026-02-13,001205.SZ,16.17,16.1,1295,2090000,2026-02-13T09:31:06.908805
2026-02-13,603337.SH,43.69,44.62,876,3855400,2026-02-13T09:31:06.897285
2026-02-13,002322.SZ,13.52,13.55,958,1293200,2026-02-13T09:31:06.910313
2026-02-13,300594.SZ,28.54,29.06,5640,16213700,2026-02-13T09:31:06.917482
2026-02-13,605018.SH,12.57,12.58,22142,27866300,2026-02-13T09:31:06.900298
2026-02-13,601058.SH,15.75,15.83,9064,14308400,2026-02-13T09:31:06.895780
2026-02-13,605377.SH,8.93,8.93,1461,1301800,2026-02-13T09:31:06.900298
2026-02-13,300888.SZ,35.16,35.28,560,1974900,2026-02-13T09:31:06.919015
2026-02-13,600096.SH,35.76,36.66,16641,59920200,2026-02-13T09:31:06.891237
2026-02-13,002742.SZ,4.24,4.24,841,355800,2026-02-13T09:31:06.913325
2026-02-13,300465.SZ,19.08,18.85,3049,5787900,2026-02-13T09:31:06.917482
2026-02-13,688475.SH,30.52,30.58,352,1071700,2026-02-13T09:31:06.903348
2026-02-13,603617.SH,7.74,7.73,1092,845000,2026-02-13T09:31:06.898793
2026-02-13,600742.SH,9.96,9.99,1322,1317900,2026-02-13T09:31:06.894273
2026-02-13,002697.SZ,5.95,5.92,15293,9066100,2026-02-13T09:31:06.913325
2026-02-13,603855.SH,20.47,20.49,998,2037500,2026-02-13T09:31:06.898793
2026-02-13,301488.SZ,149.09,148.86,199,2977200,2026-02-13T09:31:06.923334
2026-02-13,002971.SZ,31.87,31.45,880,2778600,2026-02-13T09:31:06.913325
2026-02-13,300405.SZ,7.01,7.03,2716,1898400,2026-02-13T09:31:06.917482
2026-02-13,301587.SZ,25.12,25.19,990,2479400,2026-02-13T09:31:06.923334
2026-02-13,002423.SZ,10.9,10.9,2679,2921500,2026-02-13T09:31:06.911820
2026-02-13,301000.SZ,39.69,39.77,663,2627800,2026-02-13T09:31:06.920532
2026-02-13,600633.SH,16,16.08,20911,33329800,2026-02-13T09:31:06.892754
2026-02-13,688779.SH,10.42,10.42,7530,7842500,2026-02-13T09:31:06.904884
2026-02-13,688508.SH,70.8,71.71,1498,10574100,2026-02-13T09:31:06.903348
2026-02-13,603283.SH,48.5,48.51,3135,15133700,2026-02-13T09:31:06.897285
2026-02-13,002343.SZ,7.68,7.62,17352,13368600,2026-02-13T09:31:06.910313
2026-02-13,601963.SH,10.26,10.23,3302,3391300,2026-02-13T09:31:06.895780
2026-02-13,300939.SZ,36.27,36.1,802,2891700,2026-02-13T09:31:06.919015
2026-02-13,300840.SZ,19.81,19.72,1973,3898300,2026-02-13T09:31:06.919015
2026-02-13,002110.SZ,4.32,4.35,5275,2282400,2026-02-13T09:31:06.910313
2026-02-13,000955.SZ,5.67,5.63,4080,2311100,2026-02-13T09:31:06.908805
2026-02-13,002868.SZ,37.38,37.3,159,594700,2026-02-13T09:31:06.913325
2026-02-13,600862.SH,26.35,26.18,10428,27443600,2026-02-13T09:31:06.894273
2026-02-13,000833.SZ,23.31,22.46,67811,154625100,2026-02-13T09:31:06.907282
2026-02-13,002966.SZ,8.35,8.33,11873,9929700,2026-02-13T09:31:06.913325
2026-02-13,000555.SZ,18.43,18.35,14178,25953500,2026-02-13T09:31:06.906279
2026-02-13,688562.SH,22.29,22.27,1112,2472800,2026-02-13T09:31:06.903348
2026-02-13,301616.SZ,52.36,52.19,27,141300,2026-02-13T09:31:06.923334
2026-02-13,603488.SH,9.52,9.57,1349,1285000,2026-02-13T09:31:06.898793
2026-02-13,000958.SZ,6.49,6.49,6534,4249500,2026-02-13T09:31:06.908805
2026-02-13,002117.SZ,11.76,11.72,1959,2298200,2026-02-13T09:31:06.910313
2026-02-13,301181.SZ,43.43,43.38,359,1558200,2026-02-13T09:31:06.921807
2026-02-13,300732.SZ,7.73,7.68,1054,811800,2026-02-13T09:31:06.919015
2026-02-13,600067.SH,4.19,4.16,4401,1838800,2026-02-13T09:31:06.891237
2026-02-13,688015.SH,25.66,25.84,595,1526200,2026-02-13T09:31:06.900298
2026-02-13,002961.SZ,24.06,24.09,1248,3001500,2026-02-13T09:31:06.913325
2026-02-13,603159.SH,26.51,26.55,451,1197200,2026-02-13T09:31:06.897285
2026-02-13,688416.SH,95.03,98.06,3020,28635800,2026-02-13T09:31:06.903348
2026-02-13,605399.SH,15.11,15.09,1015,1529800,2026-02-13T09:31:06.900298
2026-02-13,000962.SZ,49.65,48.99,35818,175510500,2026-02-13T09:31:06.908805
2026-02-13,300563.SZ,37.55,37.62,1404,5253900,2026-02-13T09:31:06.917482
2026-02-13,600206.SH,22.68,22.68,9810,22099300,2026-02-13T09:31:06.891237
2026-02-13,601059.SH,17.82,17.81,3637,6490700,2026-02-13T09:31:06.895780
2026-02-13,301333.SZ,77.29,78.07,594,4610600,2026-02-13T09:31:06.921807
2026-02-13,002132.SZ,3.75,3.78,11109,4168800,2026-02-13T09:31:06.910313
2026-02-13,300121.SZ,13.13,13.2,1532,2008900,2026-02-13T09:31:06.914830
2026-02-13,688372.SH,123.3,124.39,1039,12757100,2026-02-13T09:31:06.903348
2026-02-13,300887.SZ,11.8,11.5,17878,21250200,2026-02-13T09:31:06.919015
2026-02-13,688155.SH,90.87,90.9,785,7081800,2026-02-13T09:31:06.901830
2026-02-13,301010.SZ,22.87,22.61,867,1971000,2026-02-13T09:31:06.920532
2026-02-13,600738.SH,5.4,5.36,4167,2246000,2026-02-13T09:31:06.894273
2026-02-13,001333.SZ,24.91,24.9,281,700200,2026-02-13T09:31:06.908805
2026-02-13,002463.SZ,68.1,68.95,12232,83619600,2026-02-13T09:31:06.911820
2026-02-13,688287.SH,5.16,5.16,2708,1389600,2026-02-13T09:31:06.901830
2026-02-13,300146.SZ,12.32,12.27,5480,6750300,2026-02-13T09:31:06.914830
2026-02-13,600585.SH,24.91,25.23,6618,16568300,2026-02-13T09:31:06.892754
2026-02-13,002608.SZ,7.79,7.82,6339,4950500,2026-02-13T09:31:06.911820
2026-02-13,002086.SZ,2.26,2.26,11621,2620500,2026-02-13T09:31:06.908805
2026-02-13,600808.SH,3.97,3.99,13139,5237500,2026-02-13T09:31:06.894273
2026-02-13,000099.SZ,20.22,20.17,2392,4832100,2026-02-13T09:31:06.905405
2026-02-13,300857.SZ,248.86,247.99,7892,194371000,2026-02-13T09:31:06.919015
2026-02-13,603309.SH,14.94,14.86,847,1262900,2026-02-13T09:31:06.897285
2026-02-13,002929.SZ,50.39,50.32,9392,47012400,2026-02-13T09:31:06.913325
2026-02-13,688772.SH,18.71,18.87,4117,7708700,2026-02-13T09:31:06.904884
2026-02-13,002869.SZ,22.83,22.83,438,996900,2026-02-13T09:31:06.913325
2026-02-13,002815.SZ,14.95,15.16,10438,15611700,2026-02-13T09:31:06.913325
2026-02-13,300943.SZ,33.42,33.51,3218,10715600,2026-02-13T09:31:06.919015
2026-02-13,002746.SZ,6.31,6.32,1335,842700,2026-02-13T09:31:06.913325
2026-02-13,000712.SZ,12.93,12.92,9554,12341100,2026-02-13T09:31:06.907282
2026-02-13,002333.SZ,6.17,6.18,1528,940600,2026-02-13T09:31:06.910313
2026-02-13,301306.SZ,100.72,101.2,1463,14747600,2026-02-13T09:31:06.921807
2026-02-13,605598.SH,58.59,58.75,517,3023600,2026-02-13T09:31:06.900298
2026-02-13,688349.SH,26.3,26.37,622,1637600,2026-02-13T09:31:06.903348
2026-02-13,605136.SH,11.76,11.2,25825,30241100,2026-02-13T09:31:06.900298
2026-02-13,300751.SZ,303.99,310.35,4415,133881700,2026-02-13T09:31:06.919015
2026-02-13,688143.SH,60.81,61.85,3053,18498900,2026-02-13T09:31:06.901830
2026-02-13,600009.SH,30.96,31.02,1380,4279300,2026-02-13T09:31:06.889729
2026-02-13,603077.SH,2.43,2.45,44652,10866000,2026-02-13T09:31:06.897285
2026-02-13,300895.SZ,61.5,58.51,7919,47255600,2026-02-13T09:31:06.919015
2026-02-13,002316.SZ,5.59,5.58,6823,3799900,2026-02-13T09:31:06.910313
2026-02-13,301556.SZ,104.42,105.12,515,5378500,2026-02-13T09:31:06.923334
2026-02-13,600668.SH,11.51,11.52,1845,2123800,2026-02-13T09:31:06.892754
2026-02-13,301337.SZ,31.76,31.73,552,1751600,2026-02-13T09:31:06.921807
2026-02-13,688167.SH,367.19,369.65,1898,69475000,2026-02-13T09:31:06.901830
2026-02-13,605050.SH,13.4,13.48,719,964900,2026-02-13T09:31:06.900298
2026-02-13,301397.SZ,32.23,32.41,869,2788900,2026-02-13T09:31:06.921807
2026-02-13,688418.SH,40.24,40.2,1328,5343400,2026-02-13T09:31:06.903348
2026-02-13,601121.SH,8.34,8.36,16573,13833000,2026-02-13T09:31:06.895780
2026-02-13,603214.SH,18.31,18.3,1288,2370800,2026-02-13T09:31:06.897285
2026-02-13,000820.SZ,3.87,3.82,30147,11984800,2026-02-13T09:31:06.907282
2026-02-13,600805.SH,5.66,5.64,2973,1675900,2026-02-13T09:31:06.894273
2026-02-13,001217.SZ,15.06,15.55,24330,36725100,2026-02-13T09:31:06.908805
2026-02-13,002037.SZ,9.14,9.11,1401,1276700,2026-02-13T09:31:06.908805
2026-02-13,300503.SZ,55.02,55.01,2906,15935300,2026-02-13T09:31:06.917482
2026-02-13,000887.SZ,21.29,21.4,6196,13197900,2026-02-13T09:31:06.907282
2026-02-13,601318.SH,66.06,66.54,26143,173007100,2026-02-13T09:31:06.895780
2026-02-13,600287.SH,6.04,6.02,1582,954000,2026-02-13T09:31:06.891237
2026-02-13,301219.SZ,69.82000000000001,71.81,3651,25568100,2026-02-13T09:31:06.921807
2026-02-13,002259.SZ,5.75,5.64,16068,9183300,2026-02-13T09:31:06.910313
2026-02-13,300522.SZ,12.42,12.4,586,726500,2026-02-13T09:31:06.917482
2026-02-13,000931.SZ,5.17,5.16,4225,2183900,2026-02-13T09:31:06.907282
2026-02-13,002864.SZ,36.57,36.36,2288,8404400,2026-02-13T09:31:06.913325
2026-02-13,605266.SH,20.54,20.56,279,572700,2026-02-13T09:31:06.900298
2026-02-13,300474.SZ,72.3,72.64,1704,12303400,2026-02-13T09:31:06.917482
2026-02-13,300870.SZ,243.36,247.32,2744,66094900,2026-02-13T09:31:06.919015
2026-02-13,601138.SH,54.21,55.33,41349,225021200,2026-02-13T09:31:06.895780
2026-02-13,688525.SH,166.25,170.97,10433,174323400,2026-02-13T09:31:06.903348
2026-02-13,002927.SZ,19.58,19.79,4556,8911600,2026-02-13T09:31:06.913325
2026-02-13,301548.SZ,88.54,88.56,2708,24347800,2026-02-13T09:31:06.923334
2026-02-13,688018.SH,168.51,170.02,816,13729700,2026-02-13T09:31:06.900298
2026-02-13,603330.SH,7.55,7.52,1366,1027900,2026-02-13T09:31:06.897285
2026-02-13,603273.SH,19.23,19.1,319,611600,2026-02-13T09:31:06.897285
2026-02-13,002080.SZ,49.42,49.87,45411,223876800,2026-02-13T09:31:06.908805
2026-02-13,301135.SZ,30.92,30.95,368,1136700,2026-02-13T09:31:06.920532
2026-02-13,600127.SH,6.640000000000001,6.61,5600,3712500,2026-02-13T09:31:06.891237
2026-02-13,688257.SH,53.65,54.84,4140,22320400,2026-02-13T09:31:06.901830
2026-02-13,688426.SH,24.83,24.8,354,879500,2026-02-13T09:31:06.903348
2026-02-13,688484.SH,43.04,43.34,1052,4533600,2026-02-13T09:31:06.903348
2026-02-13,603110.SH,17.2,17.1,1638,2803000,2026-02-13T09:31:06.897285
2026-02-13,600095.SH,10.87,10.76,8069,8747600,2026-02-13T09:31:06.891237
2026-02-13,002718.SZ,66.96000000000001,67.27,813,5484300,2026-02-13T09:31:06.913325
2026-02-13,002304.SZ,54.6,54.34,1982,10811100,2026-02-13T09:31:06.910313
2026-02-13,300198.SZ,2.8,2.78,1208,338300,2026-02-13T09:31:06.914830
2026-02-13,301161.SZ,34.91,35,305,1064400,2026-02-13T09:31:06.920532
2026-02-13,300747.SZ,31.09,30.6,6737,20821500,2026-02-13T09:31:06.919015
2026-02-13,300055.SZ,8.4,8.42,4379,3687200,2026-02-13T09:31:06.914830
2026-02-13,600615.SH,12.6,12.63,1191,1498500,2026-02-13T09:31:06.892754
2026-02-13,001339.SZ,55.3,55.36,710,3915000,2026-02-13T09:31:06.908805
2026-02-13,002306.SZ,2.15,2.16,5018,1078100,2026-02-13T09:31:06.910313
2026-02-13,300533.SZ,35.61,35.69,1353,4807400,2026-02-13T09:31:06.917482
2026-02-13,301086.SZ,128.9,131.1,880,11358100,2026-02-13T09:31:06.920532
2026-02-13,603559.SH,6.42,6.42,444,285000,2026-02-13T09:31:06.898793
2026-02-13,600236.SH,8.49,8.56,3275,2782700,2026-02-13T09:31:06.891237
2026-02-13,300842.SZ,120.9,119.25,6146,73247600,2026-02-13T09:31:06.919015
2026-02-13,600741.SH,19.15,19.26,3558,6820100,2026-02-13T09:31:06.894273
2026-02-13,688602.SH,8.46,8.47,1165,985000,2026-02-13T09:31:06.903348
2026-02-13,300395.SZ,98.17,100.42,10204,100772200,2026-02-13T09:31:06.917482
2026-02-13,002759.SZ,37.99,39.56,282707,1020991700,2026-02-13T09:31:06.913325
2026-02-13,301356.SZ,23.57,22.91,1796,4171300,2026-02-13T09:31:06.921807
2026-02-13,000612.SZ,13.82,14.04,23114,32066100,2026-02-13T09:31:06.907282
2026-02-13,688036.SH,59.56,59.64,1010,6012800,2026-02-13T09:31:06.901830
2026-02-13,002609.SZ,10.03,9.94,9181,9201300,2026-02-13T09:31:06.911820
2026-02-13,688805.SH,44.15,44.15,563,2484500,2026-02-13T09:31:06.904884
2026-02-13,600315.SH,21.33,21.22,1245,2650900,2026-02-13T09:31:06.891237
2026-02-13,600166.SH,3.21,3.22,62766,20102700,2026-02-13T09:31:06.891237
2026-02-13,600916.SH,11.09,11.05,50060,54766100,2026-02-13T09:31:06.894273
2026-02-13,301041.SZ,28.95,29.02,544,1572800,2026-02-13T09:31:06.920532
2026-02-13,300645.SZ,19.74,19.43,3231,6365700,2026-02-13T09:31:06.917482
2026-02-13,688076.SH,33.98,34.05,1037,3522000,2026-02-13T09:31:06.901830
2026-02-13,300184.SZ,10.82,10.8,51733,56161500,2026-02-13T09:31:06.914830
2026-02-13,002627.SZ,8.72,8.6,4894,4244000,2026-02-13T09:31:06.911820
2026-02-13,300077.SZ,22.04,22.01,4858,10643000,2026-02-13T09:31:06.914830
2026-02-13,002752.SZ,6.68,6.64,4376,2911700,2026-02-13T09:31:06.913325
2026-02-13,002701.SZ,5.68,5.67,2987,1694800,2026-02-13T09:31:06.913325
2026-02-13,301006.SZ,18.78,18.89,640,1201800,2026-02-13T09:31:06.920532
2026-02-13,688019.SH,264.42,267.99,755,19886400,2026-02-13T09:31:06.900298
2026-02-13,601921.SH,8.35,8.34,5080,4239900,2026-02-13T09:31:06.895780
2026-02-13,002892.SZ,12.65,12.64,1174,1484100,2026-02-13T09:31:06.913325
2026-02-13,600877.SH,19.28,19.34,7165,13793500,2026-02-13T09:31:06.894273
2026-02-13,603730.SH,11.35,11.18,7843,8836600,2026-02-13T09:31:06.898793
2026-02-13,600886.SH,12.82,12.87,8249,10599400,2026-02-13T09:31:06.894273
2026-02-13,688516.SH,104.43,106.14,2875,30327800,2026-02-13T09:31:06.903348
2026-02-13,603916.SH,13.06,13.01,3077,4005800,2026-02-13T09:31:06.898793
2026-02-13,600716.SH,4.350000000000001,4.33,4824,2093300,2026-02-13T09:31:06.894273
2026-02-13,300159.SZ,3.1,3.09,8456,2612700,2026-02-13T09:31:06.914830
2026-02-13,002470.SZ,2.21,2.2,81528,18012700,2026-02-13T09:31:06.911820
2026-02-13,002838.SZ,28.38,28.49,1133,3213600,2026-02-13T09:31:06.913325
2026-02-13,002807.SZ,4.65,4.63,9674,4496000,2026-02-13T09:31:06.913325
2026-02-13,300530.SZ,28.37,28.26,411,1169300,2026-02-13T09:31:06.917482
2026-02-13,300919.SZ,54.13,55.39,13240,71624500,2026-02-13T09:31:06.919015
2026-02-13,002293.SZ,10.37,10.4,2052,2126300,2026-02-13T09:31:06.910313
2026-02-13,603195.SH,42.77,42.85,286,1225200,2026-02-13T09:31:06.897285
2026-02-13,301038.SZ,22.85,22.79,204,465800,2026-02-13T09:31:06.920532
2026-02-13,000404.SZ,7.15,7.16,2789,1995300,2026-02-13T09:31:06.906279
2026-02-13,003029.SZ,26.3,25.88,5506,14377200,2026-02-13T09:31:06.914830
2026-02-13,300555.SZ,14.36,14.44,460,660800,2026-02-13T09:31:06.917482
2026-02-13,300758.SZ,17.04,17.08,6578,11157800,2026-02-13T09:31:06.919015
2026-02-13,603318.SH,7.05,7.08,2162,1520800,2026-02-13T09:31:06.897285
2026-02-13,301269.SZ,101.7,102.3,1110,11267300,2026-02-13T09:31:06.921807
2026-02-13,600033.SH,3.77,3.77,3642,1374300,2026-02-13T09:31:06.891237
2026-02-13,603345.SH,88.9,88.12,851,7548300,2026-02-13T09:31:06.897285
2026-02-13,300679.SZ,41.98,42.06,1014,4260800,2026-02-13T09:31:06.919015
2026-02-13,300256.SZ,3.9,3.89,6186,2402800,2026-02-13T09:31:06.916335
2026-02-13,688659.SH,10.99,10.98,1661,1824300,2026-02-13T09:31:06.903348
2026-02-13,600793.SH,20.33,20.41,1576,3204600,2026-02-13T09:31:06.894273
2026-02-13,688005.SH,31.63,31.86,2797,8843100,2026-02-13T09:31:06.900298
2026-02-13,603606.SH,56.19,56.74,1415,7972300,2026-02-13T09:31:06.898793
2026-02-13,600312.SH,22.11,22.54,6782,15088400,2026-02-13T09:31:06.891237
2026-02-13,002111.SZ,11.15,11.16,1116,1242500,2026-02-13T09:31:06.910313
2026-02-13,300800.SZ,12.91,12.91,1025,1325100,2026-02-13T09:31:06.919015
2026-02-13,301575.SZ,51.37,51.5,64,328300,2026-02-13T09:31:06.923334
2026-02-13,603334.SH,53.77,53.52,674,3656100,2026-02-13T09:31:06.897285
2026-02-13,300218.SZ,16.68,16.72,726,1211100,2026-02-13T09:31:06.914830
2026-02-13,600276.SH,58.45,58.74,6678,39169800,2026-02-13T09:31:06.891237
2026-02-13,603053.SH,9.92,9.92,425,421900,2026-02-13T09:31:06.897285
2026-02-13,688088.SH,49.7,49.95,2080,10317900,2026-02-13T09:31:06.901830
2026-02-13,002889.SZ,15.01,15.01,489,734100,2026-02-13T09:31:06.913325
2026-02-13,003011.SZ,27.05,27.17,1897,5136200,2026-02-13T09:31:06.914830
2026-02-13,688552.SH,39.4,39.32,1409,5556100,2026-02-13T09:31:06.903348
2026-02-13,600713.SH,5.48,5.48,2036,1115200,2026-02-13T09:31:06.894273
2026-02-13,000715.SZ,6.44,6.42,5733,3694700,2026-02-13T09:31:06.907282
2026-02-13,300988.SZ,28.16,27.97,2110,5929700,2026-02-13T09:31:06.920532
2026-02-13,300687.SZ,22.79,22.6,5451,12352400,2026-02-13T09:31:06.919015
2026-02-13,002871.SZ,20.1,20.32,821,1649700,2026-02-13T09:31:06.913325
2026-02-13,002383.SZ,11.12,11.07,2354,2612200,2026-02-13T09:31:06.910313
2026-02-13,300220.SZ,15.84,15.8,830,1312400,2026-02-13T09:31:06.914830
2026-02-13,002024.SZ,1.57,1.57,6994,1098000,2026-02-13T09:31:06.908805
2026-02-13,301632.SZ,24.13,24.4,1360,3282600,2026-02-13T09:31:06.923334
2026-02-13,603392.SH,40.67,40.47,1047,4249300,2026-02-13T09:31:06.898793
2026-02-13,301515.SZ,25.37,25.39,346,879500,2026-02-13T09:31:06.923334
2026-02-13,600468.SH,7.34,7.44,10721,7854000,2026-02-13T09:31:06.892754
2026-02-13,301291.SZ,51.73,52.55,5817,30274300,2026-02-13T09:31:06.921807
2026-02-13,601199.SH,5.86,5.89,1413,830200,2026-02-13T09:31:06.895780
2026-02-13,002866.SZ,19.59,19.6,2841,5549400,2026-02-13T09:31:06.913325
2026-02-13,600562.SH,28.92,28.89,1469,4253200,2026-02-13T09:31:06.892754
2026-02-13,300243.SZ,11.52,11.54,772,889200,2026-02-13T09:31:06.916335
2026-02-13,688619.SH,14.79,14.85,507,749100,2026-02-13T09:31:06.903348
2026-02-13,000656.SZ,1.42,1.43,34830,4947000,2026-02-13T09:31:06.907282
2026-02-13,300774.SZ,21.94,22.16,2428,5321200,2026-02-13T09:31:06.919015
2026-02-13,603950.SH,39.55,39.68,9566,37983300,2026-02-13T09:31:06.900298
2026-02-13,300511.SZ,7.16,7.08,8695,6213900,2026-02-13T09:31:06.917482
2026-02-13,688210.SH,56.35,56.77,909,5132200,2026-02-13T09:31:06.901830
2026-02-13,603068.SH,38.27,38.33,900,3433500,2026-02-13T09:31:06.897285
2026-02-13,601163.SH,15.34,15.36,722,1109700,2026-02-13T09:31:06.895780
2026-02-13,002993.SZ,48.84,49.12,635,3114900,2026-02-13T09:31:06.914830
2026-02-13,600686.SH,18.3,18.3,3046,5558900,2026-02-13T09:31:06.892754
