日期,股票代码,竞价价格,昨收价格,成交量,成交额,时间戳
2026-02-13,301018.SZ,88.95,88.94,17249,150085400,2026-02-13T09:31:06.920532
2026-02-13,300582.SZ,17.3,17.18,2132,3699100,2026-02-13T09:31:06.917482
2026-02-13,002194.SZ,12.75,12.71,2785,3540900,2026-02-13T09:31:06.910313
2026-02-13,603629.SH,60.99,59.96,17348,104700600,2026-02-13T09:31:06.898793
2026-02-13,601112.SH,19.96,20.04,6075,12093400,2026-02-13T09:31:06.895780
2026-02-13,301200.SZ,150.28,151.7,954,14276800,2026-02-13T09:31:06.921807
2026-02-13,688627.SH,275.99,276,553,15174600,2026-02-13T09:31:06.903348
2026-02-13,300673.SZ,17.47,17.46,313,547800,2026-02-13T09:31:06.917482
2026-02-13,688429.SH,16.61,16.78,1441,2392600,2026-02-13T09:31:06.903348
2026-02-13,002775.SZ,4.36,4.35,2489,1083100,2026-02-13T09:31:06.913325
2026-02-13,600422.SH,12.41,12.41,958,1188900,2026-02-13T09:31:06.892754
2026-02-13,001288.SZ,37.8,37.39,1371,5103300,2026-02-13T09:31:06.908805
2026-02-13,688317.SH,21.11,21.04,212,447200,2026-02-13T09:31:06.901830
2026-02-13,300670.SZ,7.12,7.15,2597,1845700,2026-02-13T09:31:06.917482
2026-02-13,002364.SZ,34.59,34.97,27584,94832500,2026-02-13T09:31:06.910313
2026-02-13,002388.SZ,5.68,5.64,3279,1852600,2026-02-13T09:31:06.910313
2026-02-13,605179.SH,20.22,19.95,1458,2943500,2026-02-13T09:31:06.900298
2026-02-13,002197.SZ,9.34,9.2,12156,11301400,2026-02-13T09:31:06.910313
2026-02-13,688102.SH,38.46,38.33,2872,10967700,2026-02-13T09:31:06.901830
2026-02-13,300021.SZ,4.7,4.7,4780,2242400,2026-02-13T09:31:06.914830
2026-02-13,002731.SZ,9.23,9.72,1230,1135300,2026-02-13T09:31:06.913325
2026-02-13,688718.SH,14.65,14.8,380,559100,2026-02-13T09:31:06.904884
2026-02-13,300026.SZ,3.65,3.65,16636,6074100,2026-02-13T09:31:06.914830
2026-02-13,603226.SH,28.75,28.85,397,1141200,2026-02-13T09:31:06.897285
2026-02-13,300033.SZ,341.61,342.11,2411,82632400,2026-02-13T09:31:06.914830
2026-02-13,000933.SZ,30.25,31.06,13595,41362900,2026-02-13T09:31:06.907282
2026-02-13,002836.SZ,14.75,14.82,720,1068600,2026-02-13T09:31:06.913325
2026-02-13,300303.SZ,7.45,7.46,24228,17934000,2026-02-13T09:31:06.916970
2026-02-13,301266.SZ,49.3,49.74,535,2641400,2026-02-13T09:31:06.921807
2026-02-13,688329.SH,26.5,26.2,1975,5218300,2026-02-13T09:31:06.901830
2026-02-13,688722.SH,21.43,21.48,1118,2393500,2026-02-13T09:31:06.904884
2026-02-13,300612.SZ,19.56,19.44,7656,15010300,2026-02-13T09:31:06.917482
2026-02-13,688377.SH,42.11,43,306,1295200,2026-02-13T09:31:06.903348
2026-02-13,600845.SH,24.09,24.24,16115,38553200,2026-02-13T09:31:06.894273
2026-02-13,688001.SH,32.92,33.15,533,1754300,2026-02-13T09:31:06.900298
2026-02-13,600714.SH,15.4,15.65,3263,5043000,2026-02-13T09:31:06.894273
2026-02-13,300656.SZ,28.51,28.08,2116,6013900,2026-02-13T09:31:06.917482
2026-02-13,000735.SZ,7.640000000000001,7.6,4135,3146200,2026-02-13T09:31:06.907282
2026-02-13,002945.SZ,18.93,19.08,21064,40381400,2026-02-13T09:31:06.913325
2026-02-13,600527.SH,2.31,2.3,8582,1973700,2026-02-13T09:31:06.892754
2026-02-13,600567.SH,1.66,1.66,5742,949100,2026-02-13T09:31:06.892754
2026-02-13,301221.SZ,59.93,59.78,938,5610500,2026-02-13T09:31:06.921807
2026-02-13,002755.SZ,15.77,15.8,1182,1868300,2026-02-13T09:31:06.913325
2026-02-13,301520.SZ,44.96,45.02,81,364800,2026-02-13T09:31:06.923334
2026-02-13,000678.SZ,13.49,13.49,1721,2314100,2026-02-13T09:31:06.907282
2026-02-13,300238.SZ,15.62,15.61,603,940900,2026-02-13T09:31:06.916335
2026-02-13,600489.SH,30.1,30.61,68714,206308500,2026-02-13T09:31:06.892754
2026-02-13,603966.SH,13.1,13.34,5598,7364000,2026-02-13T09:31:06.900298
2026-02-13,302132.SZ,77.11,76.62,3008,23199700,2026-02-13T09:31:06.923334
2026-02-13,300996.SZ,17.81,17.7,3852,6820900,2026-02-13T09:31:06.920532
2026-02-13,300144.SZ,8.790000000000001,8.74,16721,14704000,2026-02-13T09:31:06.914830
2026-02-13,600288.SH,15.56,15.5,1726,2679700,2026-02-13T09:31:06.891237
2026-02-13,300346.SZ,53.79,54.09,14418,76861700,2026-02-13T09:31:06.916970
2026-02-13,002666.SZ,5.66,5.63,5789,3264200,2026-02-13T09:31:06.911820
2026-02-13,603611.SH,23.85,23.96,585,1396600,2026-02-13T09:31:06.898793
2026-02-13,300554.SZ,25.25,25.29,620,1565300,2026-02-13T09:31:06.917482
2026-02-13,688158.SH,44.99,45.05,81396,366917600,2026-02-13T09:31:06.901830
2026-02-13,600308.SH,4.12,4.13,12728,5238800,2026-02-13T09:31:06.891237
2026-02-13,601388.SH,3.97,3.99,20548,8109400,2026-02-13T09:31:06.895780
2026-02-13,000042.SZ,9.22,9.15,3423,3154200,2026-02-13T09:31:06.905405
2026-02-13,301563.SZ,161.5,161.6,182,2934800,2026-02-13T09:31:06.923334
2026-02-13,301116.SZ,11.25,11.18,1317,1482900,2026-02-13T09:31:06.920532
2026-02-13,600150.SH,36.21,36.06,37567,135157400,2026-02-13T09:31:06.891237
2026-02-13,300539.SZ,32.77,32.68,770,2513700,2026-02-13T09:31:06.917482
2026-02-13,000717.SZ,2.62,2.63,3929,1029200,2026-02-13T09:31:06.907282
2026-02-13,002033.SZ,9.58,9.51,4582,4385500,2026-02-13T09:31:06.908805
2026-02-13,603400.SH,60.03,60.19,432,2588000,2026-02-13T09:31:06.898793
2026-02-13,000698.SZ,3.94,3.96,2615,1032400,2026-02-13T09:31:06.907282
2026-02-13,600017.SH,3.11,3.11,5271,1639000,2026-02-13T09:31:06.889729
2026-02-13,001286.SZ,9.96,10.05,5098,5098100,2026-02-13T09:31:06.908805
2026-02-13,600938.SH,34.48,35.54,25974,89653600,2026-02-13T09:31:06.894273
2026-02-13,688799.SH,46.37,46.5,311,1446800,2026-02-13T09:31:06.904884
2026-02-13,301039.SZ,10.12,10.24,5424,5514800,2026-02-13T09:31:06.920532
2026-02-13,003019.SZ,31.15,31.12,328,1017300,2026-02-13T09:31:06.914830
2026-02-13,300219.SZ,7.66,7.63,6368,4872000,2026-02-13T09:31:06.914830
2026-02-13,605258.SH,33.68,33.69,365,1227100,2026-02-13T09:31:06.900298
2026-02-13,300166.SZ,15.65,15.31,193848,298132600,2026-02-13T09:31:06.914830
2026-02-13,301633.SZ,68.91,69.1,26,179800,2026-02-13T09:31:06.923334
2026-02-13,601838.SH,16.37,16.36,3574,5860900,2026-02-13T09:31:06.895780
2026-02-13,600624.SH,5.25,5.25,867,455000,2026-02-13T09:31:06.892754
2026-02-13,300621.SZ,9.25,9.26,932,863600,2026-02-13T09:31:06.917482
2026-02-13,603533.SH,37.35,34.2,406633,1497401000,2026-02-13T09:31:06.898793
2026-02-13,301458.SZ,37.72,37.84,1998,7527300,2026-02-13T09:31:06.923334
2026-02-13,603393.SH,29.66,30.1,2998,8941000,2026-02-13T09:31:06.898793
2026-02-13,301558.SZ,9.43,9.42,3797,3585700,2026-02-13T09:31:06.923334
2026-02-13,600185.SH,7.56,7.5,13475,10162600,2026-02-13T09:31:06.891237
2026-02-13,601958.SH,20.63,21.26,23445,48670600,2026-02-13T09:31:06.895780
2026-02-13,300329.SZ,14.42,14.34,760,1095300,2026-02-13T09:31:06.916970
2026-02-13,300845.SZ,12.45,12.37,1548,1920400,2026-02-13T09:31:06.919015
2026-02-13,002523.SZ,4.57,4.57,7982,3643300,2026-02-13T09:31:06.911820
2026-02-13,300046.SZ,35.91,36.01,1340,4794200,2026-02-13T09:31:06.914830
2026-02-13,688550.SH,46.8,47.16,376,1757900,2026-02-13T09:31:06.903348
2026-02-13,002059.SZ,5.29,5.24,4583,2423200,2026-02-13T09:31:06.908805
2026-02-13,002480.SZ,6.23,6.25,1635,1018500,2026-02-13T09:31:06.911820
2026-02-13,603010.SH,11.82,11.87,2067,2455600,2026-02-13T09:31:06.895780
2026-02-13,002209.SZ,16.46,16.38,675,1107500,2026-02-13T09:31:06.910313
2026-02-13,300022.SZ,8.11,8.08,2044,1649600,2026-02-13T09:31:06.914830
2026-02-13,300616.SZ,14.4,14.37,1584,2285700,2026-02-13T09:31:06.917482
2026-02-13,600027.SH,4.9,4.92,27750,13615000,2026-02-13T09:31:06.889729
2026-02-13,300674.SZ,23.19,23.21,3119,7215600,2026-02-13T09:31:06.919015
2026-02-13,002831.SZ,31.59,31.58,1470,4642000,2026-02-13T09:31:06.913325
2026-02-13,600802.SH,6.26,6.18,5825,3625400,2026-02-13T09:31:06.894273
2026-02-13,600875.SH,33.38,33.65,66157,219483500,2026-02-13T09:31:06.894273
2026-02-13,002595.SZ,96.27,98.56,1236,11970900,2026-02-13T09:31:06.911820
2026-02-13,002576.SZ,18.61,18.63,1119,2078900,2026-02-13T09:31:06.911820
2026-02-13,301378.SZ,40.45,40.17,1722,6972600,2026-02-13T09:31:06.921807
2026-02-13,300430.SZ,21.82,21.88,1102,2402400,2026-02-13T09:31:06.917482
2026-02-13,688472.SH,14.95,15.04,10370,15543900,2026-02-13T09:31:06.903348
2026-02-13,000631.SZ,3.9,3.9,4392,1711100,2026-02-13T09:31:06.907282
2026-02-13,000737.SZ,16.32,16.68,68975,111936600,2026-02-13T09:31:06.907282
2026-02-13,688321.SH,31.97,31.8,3503,11172500,2026-02-13T09:31:06.901830
2026-02-13,300281.SZ,7.74,7.71,1401,1085600,2026-02-13T09:31:06.916335
2026-02-13,603206.SH,17.11,17.03,547,931500,2026-02-13T09:31:06.897285
2026-02-13,600703.SH,15.7,15.71,12961,20336000,2026-02-13T09:31:06.894273
2026-02-13,688737.SH,27.98,28.19,204,573300,2026-02-13T09:31:06.904884
2026-02-13,301100.SZ,20.21,20.24,544,1100400,2026-02-13T09:31:06.920532
2026-02-13,002495.SZ,2.76,2.75,11577,3191600,2026-02-13T09:31:06.911820
2026-02-13,600727.SH,7.61,7.69,2650,2024200,2026-02-13T09:31:06.894273
2026-02-13,301024.SZ,39.18,39.3,127,499700,2026-02-13T09:31:06.920532
2026-02-13,300812.SZ,35.26,34.8,10813,37585600,2026-02-13T09:31:06.919015
2026-02-13,300164.SZ,10.53,10.91,120095,128542100,2026-02-13T09:31:06.914830
2026-02-13,301023.SZ,46.37,46.57,535,2484700,2026-02-13T09:31:06.920532
2026-02-13,300712.SZ,28.83,29.09,1115,3221500,2026-02-13T09:31:06.919015
2026-02-13,301178.SZ,53.36,53.36,281,1494500,2026-02-13T09:31:06.921807
2026-02-13,002170.SZ,13.05,13.26,35568,46694400,2026-02-13T09:31:06.910313
2026-02-13,002942.SZ,21.75,21.7,1042,2257100,2026-02-13T09:31:06.913325
2026-02-13,300787.SZ,13.25,13.26,1720,2269900,2026-02-13T09:31:06.919015
2026-02-13,603511.SH,15.67,15.7,632,989900,2026-02-13T09:31:06.898793
2026-02-13,603262.SH,27.63,27.56,214,589400,2026-02-13T09:31:06.897285
2026-02-13,300349.SZ,17.8,17.9,4335,7711400,2026-02-13T09:31:06.916970
2026-02-13,600778.SH,7.28,7.2,11631,8480500,2026-02-13T09:31:06.894273
2026-02-13,688693.SH,40.79,40.9,319,1297300,2026-02-13T09:31:06.904884
2026-02-13,600691.SH,3.12,3.14,3942,1232800,2026-02-13T09:31:06.894273
2026-02-13,603269.SH,12.33,12.42,2755,3394400,2026-02-13T09:31:06.897285
2026-02-13,301276.SZ,26.78,26.7,349,933600,2026-02-13T09:31:06.921807
2026-02-13,600676.SH,8.2,8.2,2131,1745000,2026-02-13T09:31:06.892754
2026-02-13,688530.SH,34.75,33.05,15861,53718000,2026-02-13T09:31:06.903348
2026-02-13,603378.SH,7.08,7.09,5636,4020900,2026-02-13T09:31:06.897285
2026-02-13,002508.SZ,21.11,21.26,803,1708800,2026-02-13T09:31:06.911820
2026-02-13,600874.SH,6.17,6.16,2063,1269000,2026-02-13T09:31:06.894273
2026-02-13,300896.SZ,147.43,146.85,803,11822000,2026-02-13T09:31:06.919015
2026-02-13,600539.SH,11.03,10.98,536,588800,2026-02-13T09:31:06.892754
2026-02-13,300337.SZ,14.5,14.49,8810,12795700,2026-02-13T09:31:06.916970
2026-02-13,002016.SZ,6.23,6.23,4906,3069700,2026-02-13T09:31:06.908805
2026-02-13,300938.SZ,34.35,34.5,5028,17349300,2026-02-13T09:31:06.919015
2026-02-13,000017.SZ,7.62,7.61,2565,1942000,2026-02-13T09:31:06.905405
2026-02-13,001390.SZ,23.8,23.72,273,646500,2026-02-13T09:31:06.908805
2026-02-13,301522.SZ,39.38,39.27,2678,10540200,2026-02-13T09:31:06.923334
2026-02-13,301252.SZ,40.03,39.79,4649,18459300,2026-02-13T09:31:06.921807
2026-02-13,605188.SH,18.7,18.44,1845,3442100,2026-02-13T09:31:06.900298
2026-02-13,603587.SH,12.93,13,1676,2174600,2026-02-13T09:31:06.898793
2026-02-13,603086.SH,8.22,8.22,1582,1300100,2026-02-13T09:31:06.897285
2026-02-13,603663.SH,45.35,45.94,1453,6594500,2026-02-13T09:31:06.898793
2026-02-13,603580.SH,14.25,14.27,113,161000,2026-02-13T09:31:06.898793
2026-02-13,600603.SH,6.84,6.84,2212,1518100,2026-02-13T09:31:06.892754
2026-02-13,300584.SZ,43.94,44.04,567,2493100,2026-02-13T09:31:06.917482
2026-02-13,300721.SZ,15.96,16.02,3756,5964800,2026-02-13T09:31:06.919015
2026-02-13,603032.SH,18.65,18.64,1281,2387600,2026-02-13T09:31:06.895780
2026-02-13,000400.SZ,30.53,31.02,8445,25869300,2026-02-13T09:31:06.906279
2026-02-13,601026.SH,19.53,19.55,667,1302700,2026-02-13T09:31:06.895780
2026-02-13,002258.SZ,16.27,16.46,2973,4860100,2026-02-13T09:31:06.910313
2026-02-13,600128.SH,11.52,11.48,2516,2894500,2026-02-13T09:31:06.891237
2026-02-13,300802.SZ,22.07,22.03,2595,5697100,2026-02-13T09:31:06.919015
2026-02-13,600635.SH,6.2,6.2,6080,3760500,2026-02-13T09:31:06.892754
2026-02-13,000638.SZ,2.21,2.1,74281,16396600,2026-02-13T09:31:06.907282
2026-02-13,002472.SZ,42.52,42.72,3327,14149400,2026-02-13T09:31:06.911820
2026-02-13,300932.SZ,13.72,13.84,7796,10732400,2026-02-13T09:31:06.919015
2026-02-13,603290.SH,106.2,107.35,2054,21827900,2026-02-13T09:31:06.897285
2026-02-13,002155.SZ,32.83,33.11,76020,248994700,2026-02-13T09:31:06.910313
2026-02-13,002313.SZ,10.03,10.02,1855,1860300,2026-02-13T09:31:06.910313
2026-02-13,600072.SH,13.09,13,15286,19881000,2026-02-13T09:31:06.891237
2026-02-13,600968.SH,4.350000000000001,4.48,80595,35349000,2026-02-13T09:31:06.894273
2026-02-13,688786.SH,31.16,31.38,612,1905600,2026-02-13T09:31:06.904884
2026-02-13,600732.SH,14.81,14.84,14369,21265600,2026-02-13T09:31:06.894273
2026-02-13,002560.SZ,10.5,10.63,7120,7476900,2026-02-13T09:31:06.911820
2026-02-13,603535.SH,9.93,9.95,529,526100,2026-02-13T09:31:06.898793
2026-02-13,002500.SZ,6.02,6.03,4923,2967700,2026-02-13T09:31:06.911820
2026-02-13,002655.SZ,15.11,14.6,27385,40457000,2026-02-13T09:31:06.911820
2026-02-13,300648.SZ,59.05,59.07,688,4044000,2026-02-13T09:31:06.917482
2026-02-13,688126.SH,20.61,20.65,6183,12728000,2026-02-13T09:31:06.901830
2026-02-13,301509.SZ,39.09,38.68,1983,7729500,2026-02-13T09:31:06.923334
2026-02-13,300686.SZ,15.32,15.44,2757,4221000,2026-02-13T09:31:06.919015
2026-02-13,600201.SH,15.83,15.78,3295,5198100,2026-02-13T09:31:06.891237
2026-02-13,300463.SZ,11.84,11.82,1890,2233400,2026-02-13T09:31:06.917482
2026-02-13,000011.SZ,9.05,9.04,1028,931200,2026-02-13T09:31:06.905405
2026-02-13,603207.SH,29.85,29.72,297,883400,2026-02-13T09:31:06.897285
2026-02-13,600495.SH,4.76,4.77,4220,2006100,2026-02-13T09:31:06.892754
2026-02-13,001337.SZ,46.6,46.6,20623,94731500,2026-02-13T09:31:06.908805
2026-02-13,301321.SZ,23.49,23.45,9977,23455500,2026-02-13T09:31:06.921807
2026-02-13,603931.SH,32.52,32.52,604,1960800,2026-02-13T09:31:06.898793
2026-02-13,600246.SH,11.48,11.45,6052,6941700,2026-02-13T09:31:06.891237
2026-02-13,603328.SH,12.15,12.17,7245,8787600,2026-02-13T09:31:06.897285
2026-02-13,300716.SZ,12.87,12.85,490,630100,2026-02-13T09:31:06.919015
2026-02-13,688106.SH,22.25,22.34,1932,4291400,2026-02-13T09:31:06.901830
2026-02-13,002115.SZ,14.78,14.73,28229,41605700,2026-02-13T09:31:06.910313
2026-02-13,600658.SH,5.29,5.29,1166,616800,2026-02-13T09:31:06.892754
2026-02-13,688566.SH,29.03,28.92,496,1440700,2026-02-13T09:31:06.903348
2026-02-13,300047.SZ,14.21,14.19,13230,18711000,2026-02-13T09:31:06.914830
2026-02-13,300459.SZ,5.16,5.16,40679,20954500,2026-02-13T09:31:06.917482
2026-02-13,002454.SZ,9.27,9.28,2532,2346600,2026-02-13T09:31:06.911820
2026-02-13,000078.SZ,3.49,3.47,41764,14572400,2026-02-13T09:31:06.905405
2026-02-13,603071.SH,13.66,13.72,1152,1578600,2026-02-13T09:31:06.897285
2026-02-13,603058.SH,12.95,13.05,6460,8459900,2026-02-13T09:31:06.897285
2026-02-13,301201.SZ,40.98,41.05,1341,5502800,2026-02-13T09:31:06.921807
2026-02-13,600996.SH,9.08,9.1,7012,6379400,2026-02-13T09:31:06.894273
2026-02-13,301383.SZ,34.61,34.53,146,504800,2026-02-13T09:31:06.921807
2026-02-13,002424.SZ,4.47,4.45,10872,4845900,2026-02-13T09:31:06.911820
2026-02-13,300523.SZ,24.45,24.29,1026,2496300,2026-02-13T09:31:06.917482
2026-02-13,002096.SZ,14.08,14.15,2058,2900400,2026-02-13T09:31:06.908805
2026-02-13,300871.SZ,26.9,26.86,2025,5436000,2026-02-13T09:31:06.919015
2026-02-13,301106.SZ,32.95,32.81,283,932300,2026-02-13T09:31:06.920532
2026-02-13,688571.SH,7.91,7.93,604,477200,2026-02-13T09:31:06.903348
2026-02-13,000615.SZ,3.34,3.32,4371,1452100,2026-02-13T09:31:06.907282
2026-02-13,000900.SZ,4.19,4.2,3099,1300600,2026-02-13T09:31:06.907282
2026-02-13,603396.SH,42.5,42.95,1693,7241200,2026-02-13T09:31:06.898793
2026-02-13,301278.SZ,38.45,38.8,517,1997800,2026-02-13T09:31:06.921807
2026-02-13,603035.SH,15.25,15.32,1600,2443400,2026-02-13T09:31:06.895780
2026-02-13,603008.SH,21.05,20.96,1533,3220500,2026-02-13T09:31:06.895780
2026-02-13,000514.SZ,5.17,5.15,2283,1180100,2026-02-13T09:31:06.906279
2026-02-13,002970.SZ,78.49,80.08,3210,25390500,2026-02-13T09:31:06.913325
2026-02-13,301308.SZ,292.74,292.71,5318,153766000,2026-02-13T09:31:06.921807
2026-02-13,688589.SH,24.58,24.67,781,1911400,2026-02-13T09:31:06.903348
2026-02-13,301192.SZ,32.59,32.1,661,2151700,2026-02-13T09:31:06.921807
2026-02-13,300588.SZ,25.64,25.55,1972,5090900,2026-02-13T09:31:06.917482
2026-02-13,300415.SZ,26.22,26.41,2636,6917700,2026-02-13T09:31:06.917482
2026-02-13,301126.SZ,12.55,12.53,1098,1375600,2026-02-13T09:31:06.920532
2026-02-13,002133.SZ,3.77,3.76,6064,2285800,2026-02-13T09:31:06.910313
2026-02-13,300797.SZ,18.13,18.18,781,1418000,2026-02-13T09:31:06.919015
2026-02-13,688356.SH,97.97,98.24,119,1161300,2026-02-13T09:31:06.903348
2026-02-13,603399.SH,10.78,10.89,8022,8618300,2026-02-13T09:31:06.898793
2026-02-13,688670.SH,19.95,19.81,206,410900,2026-02-13T09:31:06.903348
2026-02-13,300997.SZ,23.98,23.17,11335,27231100,2026-02-13T09:31:06.920532
2026-02-13,300355.SZ,3.94,3.93,10432,4099000,2026-02-13T09:31:06.916970
2026-02-13,601126.SH,40.98,42.78,14084,59025300,2026-02-13T09:31:06.895780
2026-02-13,300040.SZ,7.04,7.09,14512,10241600,2026-02-13T09:31:06.914830
2026-02-13,300476.SZ,257.31,260.39,4893,126246000,2026-02-13T09:31:06.917482
2026-02-13,688066.SH,23.91,23.67,2645,6303300,2026-02-13T09:31:06.901830
2026-02-13,300011.SZ,8.9,8.92,2303,2047800,2026-02-13T09:31:06.914830
2026-02-13,300265.SZ,16.73,16.8,36793,61851900,2026-02-13T09:31:06.916335
2026-02-13,688370.SH,30.45,30.47,158,481200,2026-02-13T09:31:06.903348
2026-02-13,001221.SZ,73.21000000000001,73.97,868,6361200,2026-02-13T09:31:06.908805
2026-02-13,688035.SH,65.6,66.22,7518,49573300,2026-02-13T09:31:06.901830
2026-02-13,601518.SH,2.9,2.89,5566,1609600,2026-02-13T09:31:06.895780
2026-02-13,002465.SZ,17.04,17.12,38589,65784900,2026-02-13T09:31:06.911820
2026-02-13,600019.SH,7.05,7.12,47971,33916700,2026-02-13T09:31:06.889729
2026-02-13,600980.SH,25.85,26.08,4717,12174200,2026-02-13T09:31:06.894273
2026-02-13,301183.SZ,163.87,165.28,3607,59130200,2026-02-13T09:31:06.921807
2026-02-13,688225.SH,21.6,21.35,2059,4422900,2026-02-13T09:31:06.901830
2026-02-13,601399.SH,5.05,5.18,106504,53866800,2026-02-13T09:31:06.895780
2026-02-13,300350.SZ,6.24,6.22,4363,2717700,2026-02-13T09:31:06.916970
2026-02-13,688776.SH,108.79,108.95,282,3044300,2026-02-13T09:31:06.904884
2026-02-13,002833.SZ,18.47,18.58,1479,2735600,2026-02-13T09:31:06.913325
2026-02-13,603989.SH,18.4,18.49,2344,4306900,2026-02-13T09:31:06.900298
2026-02-13,300666.SZ,143.19,144.3,7556,107072600,2026-02-13T09:31:06.917482
2026-02-13,300128.SZ,7.03,7.07,8305,5822400,2026-02-13T09:31:06.914830
2026-02-13,002116.SZ,10.88,10.87,1828,1984700,2026-02-13T09:31:06.910313
2026-02-13,001234.SZ,28.05,28.03,200,560800,2026-02-13T09:31:06.908805
2026-02-13,001380.SZ,23.31,23.51,954,2226100,2026-02-13T09:31:06.908805
2026-02-13,002188.SZ,7.05,7.06,2931,2074300,2026-02-13T09:31:06.910313
2026-02-13,603122.SH,16.79,16.64,2712,4540400,2026-02-13T09:31:06.897285
2026-02-13,002386.SZ,5.92,5.95,7454,4419800,2026-02-13T09:31:06.910313
2026-02-13,000002.SZ,4.91,4.92,77492,38304600,2026-02-13T09:31:06.905405
2026-02-13,300437.SZ,14.93,14.7,2666,3968100,2026-02-13T09:31:06.917482
2026-02-13,603612.SH,31.5,32,5696,17935800,2026-02-13T09:31:06.898793
2026-02-13,603976.SH,20.71,20.69,333,688600,2026-02-13T09:31:06.900298
2026-02-13,688306.SH,10.56,10.55,2329,2459000,2026-02-13T09:31:06.901830
2026-02-13,688101.SH,16.92,16.96,396,671800,2026-02-13T09:31:06.901830
2026-02-13,300710.SZ,31.37,31.42,819,2572900,2026-02-13T09:31:06.919015
2026-02-13,603369.SH,32.61,32.39,1844,6014600,2026-02-13T09:31:06.897285
2026-02-13,688312.SH,49.12,51.13,5958,29619400,2026-02-13T09:31:06.901830
2026-02-13,002818.SZ,11.72,11.66,774,907000,2026-02-13T09:31:06.913325
2026-02-13,601899.SH,38.99,39.75,200105,773236800,2026-02-13T09:31:06.895780
2026-02-13,300578.SZ,25.47,25.31,3286,8339700,2026-02-13T09:31:06.917482
2026-02-13,600320.SH,5.16,5.18,8567,4413500,2026-02-13T09:31:06.891237
2026-02-13,000629.SZ,3.64,3.68,38651,14088200,2026-02-13T09:31:06.907282
2026-02-13,300538.SZ,16.66,16.6,621,1029700,2026-02-13T09:31:06.917482
2026-02-13,600718.SH,10.57,10.54,12255,12929700,2026-02-13T09:31:06.894273
2026-02-13,300683.SZ,32.41,32.71,1476,4808700,2026-02-13T09:31:06.919015
2026-02-13,300135.SZ,4.02,4.02,3566,1432100,2026-02-13T09:31:06.914830
2026-02-13,002300.SZ,9.17,9.2,24747,22557700,2026-02-13T09:31:06.910313
2026-02-13,002332.SZ,9.23,9.22,2359,2178200,2026-02-13T09:31:06.910313
2026-02-13,001210.SZ,22.33,22.41,1075,2404400,2026-02-13T09:31:06.908805
2026-02-13,601218.SH,5.38,5.4,2518,1354900,2026-02-13T09:31:06.895780
2026-02-13,301196.SZ,86.47,84.98,3057,26084100,2026-02-13T09:31:06.921807
2026-02-13,600238.SH,5.73,5.78,1506,864400,2026-02-13T09:31:06.891237
2026-02-13,002802.SZ,13.8,13.82,929,1281100,2026-02-13T09:31:06.913325
2026-02-13,300880.SZ,19.36,19.52,885,1713000,2026-02-13T09:31:06.919015
2026-02-13,688125.SH,175.55,173.61,103,1784200,2026-02-13T09:31:06.901830
2026-02-13,688512.SH,12.07,12.08,1616,1948000,2026-02-13T09:31:06.903348
2026-02-13,605599.SH,24.46,25.05,6705,16280100,2026-02-13T09:31:06.900298
2026-02-13,600117.SH,2.83,2.85,2054,582700,2026-02-13T09:31:06.891237
2026-02-13,301360.SZ,80.11,79.9,734,5895200,2026-02-13T09:31:06.921807
2026-02-13,603291.SH,10.99,10.91,2981,3266900,2026-02-13T09:31:06.897285
2026-02-13,002271.SZ,17.42,17.82,12207,21442300,2026-02-13T09:31:06.910313
2026-02-13,002412.SZ,7.57,7.56,12225,9257700,2026-02-13T09:31:06.911820
2026-02-13,601818.SH,3.3,3.3,39987,13199100,2026-02-13T09:31:06.895780
2026-02-13,300105.SZ,7.54,7.55,1839,1384100,2026-02-13T09:31:06.914830
2026-02-13,688600.SH,26.85,26.99,559,1499800,2026-02-13T09:31:06.903348
2026-02-13,688788.SH,69.62,70.5,846,5971800,2026-02-13T09:31:06.904884
2026-02-13,301028.SZ,15.11,15.14,876,1319500,2026-02-13T09:31:06.920532
2026-02-13,300269.SZ,8.34,8.19,16023,13276200,2026-02-13T09:31:06.916335
2026-02-13,300823.SZ,17.79,17.85,1122,1994000,2026-02-13T09:31:06.919015
2026-02-13,000848.SZ,8.48,8.46,3633,3079900,2026-02-13T09:31:06.907282
2026-02-13,301150.SZ,44.96,45.34,1605,7199400,2026-02-13T09:31:06.920532
2026-02-13,002562.SZ,7.37,7.41,24197,17897000,2026-02-13T09:31:06.911820
2026-02-13,002176.SZ,9.15,9.18,9296,8496600,2026-02-13T09:31:06.910313
2026-02-13,603505.SH,19.24,19.45,1882,3635300,2026-02-13T09:31:06.898793
2026-02-13,301636.SZ,95.37,95.65,2642,24770900,2026-02-13T09:31:06.923334
2026-02-13,300660.SZ,52.79,53.1,1077,5686200,2026-02-13T09:31:06.917482
2026-02-13,603686.SH,24.34,24.18,20992,51158600,2026-02-13T09:31:06.898793
2026-02-13,688122.SH,83.71000000000001,84.7,4580,38448500,2026-02-13T09:31:06.901830
2026-02-13,002778.SZ,21.56,21.64,341,734900,2026-02-13T09:31:06.913325
2026-02-13,301188.SZ,17.54,17.83,5361,9411000,2026-02-13T09:31:06.921807
2026-02-13,300600.SZ,14.5,14.27,1315,1898800,2026-02-13T09:31:06.917482
2026-02-13,002493.SZ,14.81,15.13,19057,28206400,2026-02-13T09:31:06.911820
